threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.95_pr>50,ssp245,2086,6,12,16,0,18,7,38,1,23,37,25,21,22,9,2,8,4,17,9,8,4,12,13,0,18,7,33,0,20,34,23,18,21,9,2,8,4,16,8,5,2,4,4,0,5,1,7,0,7,7,5,7,5,2,1,2,1,3,2,2,2,5,4,0,5,7,7,0,5,9,7,4,8,6,2,5,4,8,6,3,2.0,3.0,3.25,0.0,3.6,7.0,4.71,0.0,2.86,4.86,4.6,2.57,4.2,4.5,2.0,4.0,4.0,5.33,4.0,2.5,14.15,10.5,1.9000000000000001,26.200000000000017,12.75,10.5,1.8000000000000003,24.000000000000014,3.35,2.5,0.9000000000000001,7.0,4.85,5.0,1.8000000000000003,8.0,3.4490000000000003,3.8,1.8000000000000003,4.907000000000001
rzsm>0.95_pr>50,ssp245,2087,20,13,29,0,5,0,0,14,26,6,11,19,56,35,4,20,4,9,8,51,20,12,27,0,5,0,0,13,25,5,11,17,53,32,4,19,2,8,8,50,5,4,6,0,2,0,0,3,6,2,4,4,8,11,2,5,1,3,2,11,6,5,7,0,3,0,0,7,8,3,4,8,13,4,2,6,2,3,5,10,4.0,3.0,4.5,0.0,2.5,0.0,0.0,4.33,4.17,2.5,2.75,4.25,6.62,2.91,2.0,3.8,2.0,2.67,4.0,4.55,16.5,12.0,0.0,36.60000000000002,15.55,11.5,0.0,33.800000000000026,3.95,3.5,0.0,8.300000000000004,4.8,4.5,0.0,8.200000000000003,3.0275,2.955,0.0,4.505
rzsm>0.95_pr>50,ssp245,2088,15,8,39,0,5,27,17,18,37,1,26,20,29,26,30,24,21,7,17,12,14,7,38,0,4,26,17,17,35,0,24,17,28,24,27,24,21,7,17,10,4,1,6,0,1,8,5,4,8,0,5,6,7,7,3,5,6,3,3,3,7,7,17,0,4,7,6,7,9,0,13,4,7,5,13,8,5,3,7,6,3.5,7.0,6.33,0.0,4.0,3.25,3.4,4.25,4.38,0.0,4.8,2.83,4.0,3.43,9.0,4.8,3.5,2.33,5.67,3.33,18.95,19.0,4.6000000000000005,30.70000000000001,17.85,17.0,3.6000000000000005,28.70000000000001,4.25,4.5,0.9000000000000001,7.100000000000001,6.75,7.0,2.7,13.0,3.9899999999999998,3.75,2.0970000000000004,6.397000000000001
rzsm>0.95_pr>50,ssp245,2089,24,3,30,0,7,13,2,24,40,41,53,31,49,17,34,1,26,22,4,38,21,3,29,0,7,12,2,22,40,39,50,30,47,16,33,0,25,22,2,37,6,1,7,0,1,4,1,3,6,10,9,7,10,6,4,0,3,6,1,10,6,3,7,0,7,4,2,11,11,8,15,6,18,4,14,0,20,7,2,9,3.5,3.0,4.14,0.0,7.0,3.0,2.0,7.33,6.67,3.9,5.56,4.29,4.7,2.67,8.25,0.0,8.33,3.67,2.0,3.7,22.95,24.0,1.9000000000000001,41.80000000000001,21.85,22.0,1.8000000000000003,40.70000000000001,4.75,5.0,0.9000000000000001,10.0,7.7,7.0,1.8000000000000003,15.300000000000004,4.1855,3.8,1.8000000000000003,7.4220000000000015
rzsm>0.95_pr>50,ssp245,2090,54,24,13,0,31,18,21,18,18,4,26,15,9,16,32,18,14,15,6,10,54,22,11,0,30,16,21,18,17,2,23,13,7,16,29,18,14,13,6,7,9,4,3,0,5,4,4,5,3,1,6,4,2,3,8,4,3,4,2,3,16,8,5,0,10,5,9,8,7,2,7,5,4,7,13,5,8,5,4,3,6.0,5.5,3.67,0.0,6.0,4.0,5.25,3.6,5.67,2.0,3.83,3.25,3.5,5.33,3.62,4.5,4.67,3.25,3.0,2.33,18.1,17.0,5.800000000000001,31.1,16.85,16.0,5.6000000000000005,29.1,3.85,4.0,1.9000000000000001,6.200000000000003,6.55,6.0,2.9000000000000004,10.300000000000004,3.9485,3.75,2.297,5.703
rzsm>0.95_pr>50,ssp245,2091,4,1,8,0,1,11,10,22,33,48,31,31,39,11,1,16,22,28,29,14,3,0,7,0,0,10,9,21,32,48,30,28,38,10,0,14,22,26,28,14,1,0,1,0,0,3,2,3,5,8,6,8,9,3,0,4,4,8,4,5,3,0,7,0,0,4,7,13,12,12,12,6,14,5,0,8,6,7,17,4,3.0,0.0,7.0,0.0,0.0,3.33,4.5,7.0,6.4,6.0,5.0,3.5,4.22,3.33,0.0,3.5,5.5,3.25,7.0,2.8,18.0,15.0,1.0,33.60000000000001,17.0,14.0,0.0,32.60000000000001,3.7,3.5,0.0,8.0,6.85,6.5,0.0,13.100000000000001,3.7664999999999997,3.5,0.0,7.0
rzsm>0.95_pr>50,ssp245,2092,39,6,11,0,19,9,1,35,48,28,0,39,11,15,12,18,13,28,8,49,34,6,11,0,17,7,0,34,46,28,0,38,11,15,11,15,11,27,8,47,9,2,4,0,5,2,0,7,10,6,0,8,4,3,3,5,3,3,3,12,10,4,3,0,8,4,0,10,16,16,0,7,4,9,5,4,5,13,3,7,3.78,3.0,2.75,0.0,3.4,3.5,0.0,4.86,4.6,4.67,0.0,4.75,2.75,5.0,3.67,3.0,3.67,9.0,2.67,3.92,19.45,14.0,0.9000000000000001,39.90000000000001,18.3,13.0,0.0,38.80000000000001,4.45,3.5,0.0,9.100000000000001,6.4,5.0,0.0,13.300000000000004,3.4495000000000005,3.585,0.0,4.8740000000000006
rzsm>0.95_pr>50,ssp245,2093,29,0,29,0,0,14,22,45,12,27,19,15,18,16,37,42,15,24,36,57,27,0,29,0,0,11,20,45,12,24,16,14,18,15,34,41,15,23,35,57,8,0,3,0,0,3,5,5,1,3,4,5,5,3,4,10,3,4,7,14,6,0,13,0,0,4,6,22,12,20,4,4,8,10,18,11,9,11,12,10,3.38,0.0,9.67,0.0,0.0,3.67,4.0,9.0,12.0,8.0,4.0,2.8,3.6,5.0,8.5,4.1,5.0,5.75,5.0,4.07,22.85,20.5,0.0,42.300000000000004,21.8,19.0,0.0,41.400000000000006,4.35,4.0,0.0,8.200000000000003,9.0,9.5,0.0,18.200000000000003,4.877,4.085,0.0,9.067
rzsm>0.95_pr>50,ssp245,2094,29,15,24,0,14,8,21,19,38,12,10,7,10,9,57,23,14,11,2,18,28,12,23,0,14,8,20,18,38,12,10,6,9,6,55,20,13,11,2,17,8,3,5,0,4,2,5,5,5,3,4,3,2,3,7,5,3,3,1,5,6,6,7,0,6,6,6,5,15,8,3,2,7,2,31,7,6,5,2,5,3.5,4.0,4.6,0.0,3.5,4.0,4.0,3.6,7.6,4.0,2.5,2.0,4.5,2.0,7.86,4.0,4.33,3.67,2.0,3.4,17.05,14.0,6.500000000000001,29.900000000000013,16.1,12.5,5.6000000000000005,29.000000000000014,3.8,3.5,1.9000000000000001,5.200000000000003,6.75,6.0,2.0,8.70000000000001,3.753000000000001,3.835,2.0,4.900000000000004
rzsm>0.95_pr>50,ssp245,2095,12,12,32,0,0,25,16,6,0,24,21,61,51,44,50,9,19,2,11,30,11,10,29,0,0,25,15,6,0,24,18,59,49,44,48,8,16,2,11,29,3,3,7,0,0,7,4,2,0,5,4,12,6,12,8,2,4,1,3,6,5,5,10,0,0,5,7,3,0,11,10,15,19,6,24,4,5,2,4,9,3.67,3.33,4.14,0.0,0.0,3.57,3.75,3.0,0.0,4.8,4.5,4.92,8.17,3.67,6.0,4.0,4.0,2.0,3.67,4.83,21.25,17.5,0.0,50.1,20.2,15.5,0.0,48.1,4.45,4.0,0.0,8.400000000000006,7.2,5.0,0.0,15.400000000000006,3.601,3.71,0.0,5.028000000000001
rzsm>0.95_pr>50,ssp245,2096,22,1,8,1,14,1,29,30,6,6,16,17,23,34,19,0,7,8,2,37,21,0,8,0,13,0,28,28,5,6,15,17,21,33,18,0,4,7,2,35,5,0,1,0,5,0,5,7,2,2,3,2,5,7,5,0,1,2,1,5,5,0,8,0,5,0,13,7,3,4,10,15,9,10,5,0,4,4,2,12,4.2,0.0,8.0,0.0,2.6,0.0,5.6,4.0,2.5,3.0,5.0,8.5,4.2,4.71,3.6,0.0,4.0,3.5,2.0,7.0,14.05,11.0,1.0,30.400000000000006,13.05,10.5,0.0,28.500000000000007,2.9,2.0,0.0,5.200000000000003,5.8,5.0,0.0,12.100000000000001,3.6205,3.8,0.0,7.100000000000001
rzsm>0.95_pr>50,ssp245,2097,32,23,8,0,21,13,43,28,24,15,11,40,22,6,9,6,3,7,0,13,29,20,8,0,20,12,40,26,22,14,9,40,18,5,8,6,2,7,0,10,9,6,3,0,7,4,7,6,5,4,3,7,4,2,3,2,1,3,0,3,6,5,4,0,4,4,10,7,6,7,4,16,6,3,3,4,2,3,0,4,3.22,3.33,2.67,0.0,2.86,3.0,5.71,4.33,4.4,3.5,3.0,5.71,4.5,2.5,2.67,3.0,2.0,2.33,0.0,3.33,16.2,13.0,2.7,32.80000000000001,14.8,11.0,1.8000000000000003,30.100000000000016,3.95,3.5,0.9000000000000001,7.0,4.9,4.0,1.8000000000000003,7.300000000000004,3.1029999999999998,3.0,1.8000000000000003,4.621000000000001
rzsm>0.95_pr>50,ssp245,2098,10,10,12,0,19,27,1,10,24,12,28,29,1,18,7,39,9,21,5,17,9,8,11,0,19,23,0,10,19,8,26,29,0,17,7,34,6,19,4,17,3,3,3,0,4,6,0,3,3,3,5,7,0,5,3,6,2,5,2,5,4,4,6,0,12,6,0,4,10,3,6,13,0,6,3,11,4,7,2,5,3.0,2.67,3.67,0.0,4.75,3.83,0.0,3.33,6.33,2.67,5.2,4.14,0.0,3.4,2.33,5.67,3.0,3.8,2.0,3.4,14.95,12.0,1.0,28.1,13.3,10.5,0.0,26.300000000000004,3.4,3.0,0.0,6.0,5.3,4.5,0.0,11.100000000000001,3.1595,3.365,0.0,5.247000000000001
rzsm>0.95_pr>50,ssp245,2099,0,3,14,0,7,17,4,7,16,28,26,22,20,26,9,23,6,36,9,47,0,3,12,0,6,14,3,7,15,27,24,20,19,23,8,21,5,35,9,44,0,1,3,0,2,5,1,2,5,5,8,5,3,3,3,6,1,7,4,8,0,3,5,0,4,5,3,4,5,8,5,11,14,10,3,6,5,8,3,17,0.0,3.0,4.0,0.0,3.0,2.8,3.0,3.5,3.0,5.4,3.0,4.0,6.33,7.67,2.67,3.5,5.0,5.0,2.25,5.5,16.0,15.0,2.7,28.80000000000001,14.75,13.0,2.7,27.80000000000001,3.6,3.0,0.9000000000000001,7.100000000000001,5.95,5.0,2.7,11.300000000000004,3.6310000000000002,3.25,2.0250000000000004,5.583000000000001
rzsm>0.95_pr>80,ssp245,2015,21,14,39,0,9,6,1,7,6,4,23,0,17,24,0,16,41,7,0,5,18,14,37,0,9,6,0,5,6,4,22,0,16,23,0,16,39,7,0,4,5,3,6,0,2,2,0,2,1,1,6,0,3,6,0,4,8,2,0,1,5,5,10,0,6,4,0,3,6,4,5,0,8,6,0,5,9,4,0,4,3.6,4.67,6.17,0.0,4.5,3.0,0.0,2.5,6.0,4.0,3.67,0.0,5.33,3.83,0.0,4.0,4.88,3.5,0.0,4.0,12.0,7.0,0.0,25.50000000000002,11.3,6.5,0.0,24.40000000000002,2.6,2.0,0.0,6.0,4.2,4.5,0.0,8.100000000000001,3.1825,3.75,0.0,5.397000000000001
rzsm>0.95_pr>80,ssp245,2016,0,5,16,1,8,21,3,2,0,4,4,12,7,36,16,10,25,22,15,10,0,5,14,0,7,21,2,2,0,2,4,12,5,35,16,9,21,22,14,10,0,1,3,0,3,3,1,1,0,1,2,2,1,8,5,2,5,3,3,4,0,5,6,0,3,12,2,2,0,2,2,7,5,7,4,7,6,8,7,3,0.0,5.0,4.67,0.0,2.33,7.0,2.0,2.0,0.0,2.0,2.0,6.0,5.0,4.38,3.2,4.5,4.2,7.33,4.67,2.5,10.85,9.0,0.9000000000000001,22.300000000000004,10.05,8.0,0.0,21.1,2.4,2.0,0.0,5.0,4.4,4.5,0.0,7.100000000000001,3.439,3.7,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2017,14,24,2,0,32,13,9,18,0,11,13,18,11,20,6,12,0,8,0,18,14,22,2,0,31,12,8,17,0,11,11,17,11,20,5,12,0,8,0,17,3,5,1,0,5,3,2,3,0,3,3,4,3,3,1,5,0,2,0,3,6,6,2,0,10,7,5,7,0,5,7,7,4,12,5,3,0,5,0,7,4.67,4.4,2.0,0.0,6.2,4.0,4.0,5.67,0.0,3.67,3.67,4.25,3.67,6.67,5.0,2.4,0.0,4.0,0.0,5.67,11.45,11.5,0.0,20.400000000000006,10.9,11.0,0.0,20.200000000000003,2.45,3.0,0.0,5.0,4.9,5.0,0.0,7.300000000000004,3.4970000000000008,4.0,0.0,5.723000000000001
rzsm>0.95_pr>80,ssp245,2018,35,5,16,0,0,4,5,23,1,2,7,5,8,3,2,40,16,16,3,10,34,5,16,0,0,3,4,22,0,2,6,4,7,3,2,40,14,16,3,10,6,1,5,0,0,1,1,4,0,1,2,1,3,1,1,9,4,3,1,2,7,5,5,0,0,3,4,7,0,2,4,4,3,3,2,7,5,10,3,7,5.67,5.0,3.2,0.0,0.0,3.0,4.0,5.5,0.0,2.0,3.0,4.0,2.33,3.0,2.0,4.44,3.5,5.33,3.0,5.0,10.05,5.0,0.9000000000000001,24.200000000000017,9.55,4.5,0.0,23.200000000000017,2.3,1.0,0.0,5.100000000000001,4.05,4.0,0.0,7.0,3.1985,3.1,0.0,5.347
rzsm>0.95_pr>80,ssp245,2019,24,14,18,0,3,15,7,8,11,6,6,2,11,8,0,0,33,7,0,0,23,14,16,0,2,13,6,8,11,6,5,0,11,7,0,0,33,6,0,0,4,2,4,0,1,4,2,1,3,1,2,0,3,2,0,0,3,1,0,0,12,7,7,0,2,4,3,8,4,6,3,0,5,4,0,0,17,6,0,0,5.75,7.0,4.0,0.0,2.0,3.25,3.0,8.0,3.67,6.0,2.5,0.0,3.67,3.5,0.0,0.0,11.0,6.0,0.0,0.0,8.65,7.0,0.0,18.60000000000001,8.05,6.0,0.0,16.70000000000001,1.65,1.5,0.0,4.0,4.4,4.0,0.0,8.400000000000006,3.467,3.375,0.0,7.100000000000001
rzsm>0.95_pr>80,ssp245,2020,3,53,19,2,0,6,10,12,10,3,7,10,10,20,5,0,28,18,11,13,2,51,18,2,0,5,8,12,10,2,7,10,10,17,5,0,25,17,11,13,1,7,5,1,0,1,3,3,3,1,2,3,3,5,2,0,5,4,3,3,2,20,6,2,0,5,4,6,4,2,4,4,5,8,3,0,9,6,6,6,2.0,7.29,3.6,2.0,0.0,5.0,2.67,4.0,3.33,2.0,3.5,3.33,3.33,3.4,2.5,0.0,5.0,4.25,3.67,4.33,12.0,10.0,1.8000000000000003,20.80000000000001,11.25,10.0,1.8000000000000003,18.70000000000001,2.75,3.0,0.9000000000000001,5.0,5.1,4.5,1.8000000000000003,8.100000000000001,3.2600000000000002,3.365,1.8000000000000003,5.0
rzsm>0.95_pr>80,ssp245,2021,5,23,24,0,2,0,10,15,7,17,6,9,40,11,6,25,4,2,0,17,4,22,21,0,2,0,10,15,6,17,6,9,40,11,6,24,2,2,0,17,1,4,6,0,1,0,2,4,1,5,2,3,7,2,1,6,1,1,0,4,4,9,6,0,2,0,7,7,6,5,4,3,8,9,6,12,2,2,0,7,4.0,5.5,3.5,0.0,2.0,0.0,5.0,3.75,6.0,3.4,3.0,3.0,5.71,5.5,6.0,4.0,2.0,2.0,0.0,4.25,11.15,8.0,0.0,24.1,10.7,7.5,0.0,22.200000000000003,2.55,2.0,0.0,6.0,4.95,5.5,0.0,9.0,3.4305,3.625,0.0,5.739000000000001
rzsm>0.95_pr>80,ssp245,2022,6,2,0,0,19,8,7,11,10,2,13,8,12,16,37,27,8,12,3,35,6,2,0,0,18,7,7,9,10,2,11,8,12,16,37,27,7,12,3,35,3,1,0,0,3,2,2,3,2,1,2,2,2,4,4,8,1,3,1,4,2,2,0,0,8,5,4,5,8,2,7,6,9,5,29,6,7,6,3,12,2.0,2.0,0.0,0.0,6.0,3.5,3.5,3.0,5.0,2.0,5.5,4.0,6.0,4.0,9.25,3.38,7.0,4.0,3.0,8.75,11.8,9.0,1.8000000000000003,27.80000000000001,11.45,8.5,1.8000000000000003,27.80000000000001,2.4,2.0,0.9000000000000001,4.0,6.3,5.5,1.8000000000000003,9.300000000000004,4.093999999999999,3.75,1.8000000000000003,7.1750000000000025
rzsm>0.95_pr>80,ssp245,2023,5,4,20,3,17,5,2,4,25,33,17,20,20,18,5,20,18,25,10,11,4,3,20,3,17,5,2,4,25,33,16,20,19,18,5,20,18,24,10,9,2,1,4,1,4,2,1,1,4,6,4,3,4,4,2,4,5,4,2,1,2,3,8,3,7,3,2,4,7,11,6,9,7,6,3,7,7,13,6,9,2.0,3.0,5.0,3.0,4.25,2.5,2.0,4.0,6.25,5.5,4.0,6.67,4.75,4.5,2.5,5.0,3.6,6.0,5.0,9.0,14.1,17.0,3.9000000000000004,25.0,13.75,16.5,3.0,24.1,2.95,3.5,1.0,4.100000000000001,6.15,6.5,2.9000000000000004,9.200000000000003,4.426,4.375,2.45,6.292000000000001
rzsm>0.95_pr>80,ssp245,2024,5,3,21,0,3,3,3,29,0,3,28,10,14,5,28,6,8,1,23,14,3,3,19,0,3,3,3,29,0,3,26,10,13,5,27,6,8,0,22,14,1,1,4,0,1,1,1,3,0,1,5,3,3,1,5,2,2,0,4,6,3,3,7,0,3,3,3,16,0,3,8,6,6,5,10,4,6,0,7,4,3.0,3.0,4.75,0.0,3.0,3.0,3.0,9.67,0.0,3.0,5.2,3.33,4.33,5.0,5.4,3.0,4.0,0.0,5.5,2.33,10.35,5.5,0.9000000000000001,28.0,9.85,5.5,0.0,26.1,2.2,1.5,0.0,5.0,4.85,4.0,0.0,8.200000000000003,3.5255,3.0,0.0,5.41
rzsm>0.95_pr>80,ssp245,2025,10,8,8,1,1,9,3,5,8,20,6,11,4,9,3,15,5,3,6,10,10,6,8,0,0,7,2,4,7,18,6,11,4,9,3,14,4,2,6,9,2,1,3,0,0,3,1,1,2,2,2,3,2,1,1,5,1,1,2,3,7,6,4,0,0,3,2,4,5,15,4,5,2,9,3,5,4,2,4,5,5.0,6.0,2.67,0.0,0.0,2.33,2.0,4.0,3.5,9.0,3.0,3.67,2.0,9.0,3.0,2.8,4.0,2.0,3.0,3.0,7.25,7.0,2.8000000000000003,11.400000000000006,6.5,6.0,1.8000000000000003,11.300000000000004,1.8,2.0,0.9000000000000001,3.0,4.45,4.0,1.8000000000000003,7.200000000000003,3.4985,3.0,1.8000000000000003,6.300000000000004
rzsm>0.95_pr>80,ssp245,2026,17,9,7,0,15,23,11,0,0,9,13,36,0,5,6,13,11,17,0,3,17,9,6,0,15,21,11,0,0,7,13,36,0,4,5,12,10,16,0,3,5,2,2,0,3,4,3,0,0,2,2,9,0,2,1,3,3,4,0,1,6,5,3,0,9,8,6,0,0,4,9,13,0,2,5,5,4,7,0,3,3.4,4.5,3.0,0.0,5.0,5.25,3.67,0.0,0.0,3.5,6.5,4.0,0.0,2.0,5.0,4.0,3.33,4.0,0.0,3.0,9.75,9.0,0.0,17.60000000000001,9.25,8.0,0.0,17.400000000000006,2.3,2.0,0.0,4.100000000000001,4.45,4.5,0.0,9.0,3.0075,3.45,0.0,5.025
rzsm>0.95_pr>80,ssp245,2027,17,42,30,0,0,18,11,7,11,4,7,0,1,25,0,32,11,8,0,7,16,42,26,0,0,18,11,5,11,4,7,0,0,23,0,31,11,7,0,6,5,9,5,0,0,3,3,2,2,2,2,0,0,4,0,7,3,2,0,1,6,10,8,0,0,7,5,3,7,2,5,0,0,8,0,8,5,4,0,6,3.2,4.67,5.2,0.0,0.0,6.0,3.67,2.5,5.5,2.0,3.5,0.0,0.0,5.75,0.0,4.43,3.67,3.5,0.0,6.0,11.55,7.5,0.0,30.200000000000003,10.9,7.0,0.0,26.500000000000007,2.5,2.0,0.0,5.200000000000003,4.2,5.0,0.0,8.0,2.9795000000000003,3.5,0.0,5.775
rzsm>0.95_pr>80,ssp245,2028,2,10,35,3,0,1,2,7,6,16,13,27,0,12,2,12,18,19,7,22,0,8,33,3,0,0,2,6,6,16,11,26,0,11,2,12,14,19,7,22,0,1,8,1,0,0,1,2,3,3,3,6,0,2,1,2,4,4,1,5,0,8,8,3,0,0,2,3,2,10,4,7,0,9,2,9,6,6,7,7,0.0,8.0,4.12,3.0,0.0,0.0,2.0,3.0,2.0,5.33,3.67,4.33,0.0,5.5,2.0,6.0,3.5,4.75,7.0,4.4,10.7,8.5,0.9000000000000001,22.500000000000007,9.9,7.5,0.0,22.400000000000006,2.35,2.0,0.0,5.100000000000001,4.65,5.0,0.0,9.0,3.4300000000000006,3.585,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2029,0,11,17,3,17,2,0,1,6,10,25,17,27,12,33,9,34,5,16,12,0,8,17,3,15,2,0,0,6,10,24,14,25,12,32,9,32,5,16,11,0,2,3,1,3,1,0,0,2,2,4,3,5,3,8,2,8,1,3,4,0,4,6,3,6,2,0,0,4,5,14,7,7,5,6,7,7,5,12,3,0.0,4.0,5.67,3.0,5.0,2.0,0.0,0.0,3.0,5.0,6.0,4.67,5.0,4.0,4.0,4.5,4.0,5.0,5.33,2.75,12.85,11.5,0.9000000000000001,27.60000000000001,12.05,10.5,0.0,25.70000000000001,2.75,2.5,0.0,5.300000000000004,5.15,5.0,0.0,7.500000000000007,3.646,4.0,0.0,5.364000000000001
rzsm>0.95_pr>80,ssp245,2030,8,11,10,0,1,16,7,23,4,6,3,39,15,6,21,23,22,3,3,15,8,10,10,0,0,14,7,23,2,5,0,39,14,6,20,22,18,3,2,13,2,4,3,0,0,3,3,5,1,2,0,8,4,3,6,4,4,1,1,3,4,3,4,0,0,6,3,6,2,3,0,8,5,2,5,9,11,3,2,6,4.0,2.5,3.33,0.0,0.0,4.67,2.33,4.6,2.0,2.5,0.0,4.88,3.5,2.0,3.33,5.5,4.5,3.0,2.0,4.33,11.8,9.0,2.8000000000000003,23.0,10.8,9.0,0.0,22.1,2.85,3.0,0.0,5.100000000000001,4.1,3.5,0.0,8.100000000000001,2.9485,3.165,0.0,4.691
rzsm>0.95_pr>80,ssp245,2031,4,9,20,1,11,33,20,4,17,33,2,7,9,0,18,12,13,27,12,7,3,9,18,0,10,32,17,3,15,33,2,7,8,0,18,10,13,27,12,7,1,3,4,0,3,6,6,1,4,6,1,1,2,0,3,3,3,4,3,1,3,4,7,0,6,8,4,3,7,8,2,7,6,0,7,4,6,9,7,7,3.0,3.0,4.5,0.0,3.33,5.33,2.83,3.0,3.75,5.5,2.0,7.0,4.0,0.0,6.0,3.33,4.33,6.75,4.0,7.0,12.95,11.5,1.9000000000000001,27.60000000000001,12.2,10.0,1.8000000000000003,27.500000000000007,2.75,3.0,0.9000000000000001,6.0,5.25,6.0,1.8000000000000003,8.0,3.9325,3.875,1.8000000000000003,6.775
rzsm>0.95_pr>80,ssp245,2032,9,30,26,0,5,5,14,10,27,9,24,28,17,6,6,13,0,6,12,19,9,28,25,0,4,5,10,10,27,9,22,25,14,6,5,13,0,6,12,18,2,5,6,0,1,2,2,2,6,2,6,6,3,2,1,4,0,1,3,4,7,11,13,0,4,3,6,8,7,6,7,6,9,4,5,5,0,6,6,6,4.5,5.6,4.17,0.0,4.0,2.5,5.0,5.0,4.5,4.5,3.67,4.17,4.67,3.0,5.0,3.25,0.0,6.0,4.0,4.5,13.3,11.0,4.500000000000001,27.1,12.4,10.0,3.6000000000000005,25.200000000000003,2.9,2.0,0.9000000000000001,6.0,5.95,6.0,2.7,9.200000000000003,3.9015,4.335,2.2500000000000004,5.0600000000000005
