threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.8_pr>50,ssp245,2024,46,52,23,29,5,27,15,59,0,19,33,104,48,33,73,11,57,12,62,37,45,52,21,27,5,25,13,59,0,19,29,104,46,33,71,9,55,12,61,36,10,8,5,4,1,7,3,6,0,5,7,12,9,6,8,2,7,4,7,9,7,15,8,11,5,6,7,30,0,6,10,31,7,7,17,5,32,5,18,5,4.5,6.5,4.2,6.75,5.0,3.57,4.33,9.83,0.0,3.8,4.14,8.67,5.11,5.5,8.88,4.5,7.86,3.0,8.71,4.0,37.25,33.0,10.4,63.100000000000016,36.1,31.0,8.600000000000001,62.000000000000014,6.0,6.5,1.9000000000000001,9.100000000000001,11.6,7.0,5.0,30.1,5.4425,4.75,3.513,8.727
rzsm>0.8_pr>50,ssp245,2025,33,35,21,58,26,75,16,15,21,63,65,65,47,27,18,50,22,10,34,33,32,35,21,56,26,74,15,15,21,62,64,62,43,27,17,48,22,9,33,33,4,7,5,9,5,11,5,3,4,7,12,12,7,5,4,7,5,4,4,7,11,7,7,14,7,13,5,8,11,23,13,9,14,10,6,16,8,3,21,8,8.0,5.0,4.2,6.22,5.2,6.73,3.0,5.0,5.25,8.86,5.33,5.17,6.14,5.4,4.25,6.86,4.4,2.25,8.25,4.71,36.7,33.0,15.9,65.0,35.75,32.5,15.0,62.2,6.35,5.0,4.0,11.100000000000001,10.7,9.5,5.9,16.500000000000007,5.511,5.225,4.08,8.025
rzsm>0.8_pr>50,ssp245,2026,60,54,27,39,11,103,55,21,0,35,93,29,24,18,16,64,57,67,6,31,59,53,27,38,10,100,54,18,0,35,93,27,23,18,16,63,57,65,6,29,11,10,5,8,2,17,10,6,0,7,15,4,6,4,2,9,7,11,1,4,14,12,8,7,5,15,13,5,0,7,19,12,7,7,11,14,30,12,6,11,5.36,5.3,5.4,4.75,5.0,5.88,5.4,3.0,0.0,5.0,6.2,6.75,3.83,4.5,8.0,7.0,8.14,5.91,6.0,7.25,40.5,33.0,10.5,69.60000000000004,39.55,32.0,9.600000000000001,67.80000000000004,6.95,6.5,1.9000000000000001,11.400000000000006,10.75,11.0,5.0,15.400000000000006,5.4335,5.4,3.7470000000000003,7.325000000000001
rzsm>0.8_pr>50,ssp245,2027,47,85,108,62,4,58,43,55,7,30,48,31,2,64,0,108,49,43,5,0,46,84,107,59,3,57,43,53,7,30,47,30,2,62,0,107,48,42,5,0,10,11,15,12,1,9,8,10,2,7,9,6,1,9,0,15,8,9,1,0,12,22,20,15,3,12,10,9,5,11,12,8,2,11,0,14,16,8,5,0,4.6,7.64,7.13,4.92,3.0,6.33,5.38,5.3,3.5,4.29,5.22,5.0,2.0,6.89,0.0,7.13,6.0,4.67,5.0,0.0,42.45,45.0,1.8000000000000003,87.30000000000004,41.6,44.5,1.8000000000000003,86.30000000000004,7.15,8.5,0.9000000000000001,12.300000000000004,9.75,10.5,1.8000000000000003,16.400000000000006,4.7,5.0,1.8000000000000003,7.13
rzsm>0.8_pr>50,ssp245,2028,10,94,38,55,22,27,2,29,32,39,74,42,1,43,22,35,81,39,52,3,9,90,37,53,20,26,2,29,32,36,74,41,0,43,22,34,81,37,50,3,3,9,8,10,3,5,1,6,5,8,12,4,0,8,1,6,12,7,9,1,4,25,11,14,7,12,2,8,8,14,11,19,0,16,22,10,19,12,12,3,3.0,10.0,4.62,5.3,6.67,5.2,2.0,4.83,6.4,4.5,6.17,10.25,0.0,5.38,22.0,5.67,6.75,5.29,5.56,3.0,37.0,36.5,2.9000000000000004,74.70000000000002,35.95,35.0,2.9000000000000004,74.70000000000002,5.9,6.0,1.0,10.200000000000003,11.45,11.5,2.9000000000000004,19.300000000000004,6.1295,5.34,2.9000000000000004,10.025
rzsm>0.8_pr>50,ssp245,2029,2,33,37,38,10,30,26,18,27,46,69,65,79,37,70,35,76,26,36,38,2,33,36,38,9,29,24,17,26,45,68,65,79,37,68,35,74,25,34,36,1,5,7,8,2,6,5,4,4,8,11,10,8,6,8,6,7,5,6,6,2,11,11,11,6,6,6,6,8,11,12,21,40,14,13,11,29,8,14,11,2.0,6.6,5.14,4.75,4.5,4.83,4.8,4.25,6.5,5.62,6.18,6.5,9.88,6.17,8.5,5.83,10.57,5.0,5.67,6.0,39.9,36.5,17.200000000000003,70.60000000000001,39.0,35.5,16.200000000000003,68.60000000000001,6.15,6.0,3.8000000000000003,8.200000000000003,12.55,11.0,6.0,21.80000000000001,5.9645,5.75,4.475,8.638000000000002
rzsm>0.8_pr>50,ssp245,2030,18,19,22,82,34,54,25,125,25,62,86,26,106,48,88,58,78,4,19,30,18,18,20,80,31,53,23,122,24,62,86,25,101,48,88,58,77,4,17,25,4,5,3,11,7,6,5,13,7,10,10,5,15,11,10,11,10,1,2,5,7,8,12,13,14,29,6,27,6,11,18,7,19,7,20,11,33,4,10,7,4.5,3.6,6.67,7.27,4.43,8.83,4.6,9.38,3.43,6.2,8.6,5.0,6.73,4.36,8.8,5.27,7.7,4.0,8.5,5.0,50.45,41.0,18.9,89.80000000000003,49.0,39.5,17.9,89.30000000000001,7.55,7.0,2.9000000000000004,11.200000000000003,13.45,11.0,6.0,27.200000000000003,6.1435,5.734999999999999,3.96,8.803
rzsm>0.8_pr>50,ssp245,2031,5,31,38,12,12,83,61,29,45,90,23,34,37,0,65,43,98,83,56,47,4,30,37,12,11,82,58,29,43,88,22,33,35,0,63,43,98,83,56,47,1,5,7,2,2,12,8,5,6,13,4,6,6,0,8,10,11,11,10,10,4,11,7,7,8,21,21,10,17,15,11,10,8,0,27,9,39,14,12,7,4.0,6.0,5.29,6.0,5.5,6.83,7.25,5.8,7.17,6.77,5.5,5.5,5.83,0.0,7.88,4.3,8.91,7.55,5.6,4.7,44.6,40.5,11.3,83.70000000000002,43.7,40.0,10.3,83.5,6.85,6.5,1.9000000000000001,11.100000000000001,12.9,10.5,6.7,21.60000000000001,5.818999999999999,5.8149999999999995,4.27,7.583
rzsm>0.8_pr>50,ssp245,2032,19,74,105,68,10,39,52,49,59,31,79,61,102,37,21,65,45,20,28,51,17,73,104,65,10,37,50,47,58,29,79,59,102,37,19,64,44,20,28,49,3,12,13,10,2,5,8,8,9,3,14,9,10,9,4,12,9,5,6,9,8,20,21,18,7,12,13,11,16,19,15,12,23,8,8,8,11,7,7,8,5.67,6.08,8.0,6.5,5.0,7.4,6.25,5.88,6.44,9.67,5.64,6.56,10.2,4.11,4.75,5.33,4.89,4.0,4.67,5.44,50.75,50.0,19.9,81.30000000000004,49.55,48.0,18.8,81.30000000000004,8.0,9.0,3.0,12.100000000000001,12.6,11.5,7.0,20.1,6.1240000000000006,5.775,4.614,8.167000000000002
rzsm>0.8_pr>50,ssp245,2033,0,6,69,61,0,27,62,48,47,32,74,8,42,107,15,27,110,68,14,4,0,5,67,60,0,26,62,48,47,32,72,7,41,106,15,27,109,68,14,4,0,1,9,10,0,6,8,10,10,5,12,2,7,13,3,3,15,12,1,1,0,5,20,12,0,9,30,11,11,11,14,4,15,19,6,17,15,13,14,4,0.0,5.0,7.44,6.0,0.0,4.33,7.75,4.8,4.7,6.4,6.0,3.5,5.86,8.15,5.0,9.0,7.27,5.67,14.0,4.0,41.05,37.0,3.6000000000000005,77.30000000000004,40.5,36.5,3.6000000000000005,75.40000000000005,6.4,6.5,0.9000000000000001,12.100000000000001,11.5,11.5,3.6000000000000005,19.1,5.7435,5.765000000000001,3.1500000000000004,8.235000000000001
rzsm>0.8_pr>50,ssp245,2034,34,4,78,48,5,96,58,72,52,13,28,81,103,50,76,10,147,4,8,9,33,4,74,48,3,95,56,70,51,13,27,81,100,49,73,10,146,2,8,8,7,1,12,8,1,13,12,8,9,2,6,11,12,5,8,3,18,1,2,2,9,4,16,14,3,11,8,29,15,7,9,17,20,26,24,4,31,2,5,5,4.71,4.0,6.17,6.0,3.0,7.31,4.67,8.75,5.67,6.5,4.5,7.36,8.33,9.8,9.12,3.33,8.11,2.0,4.0,4.0,48.8,49.0,4.9,96.70000000000002,47.55,48.5,3.9000000000000004,95.5,7.05,7.5,1.0,12.100000000000001,12.95,10.0,3.9000000000000004,26.300000000000004,5.8665,5.835,3.297,8.787
rzsm>0.8_pr>50,ssp245,2035,77,51,11,87,2,15,80,76,116,51,38,47,52,43,12,13,8,70,20,9,76,48,10,84,2,13,79,75,115,51,37,46,51,43,11,12,6,70,20,6,9,8,3,9,1,2,12,10,17,6,8,6,6,7,2,3,1,7,4,2,26,11,5,22,2,7,14,20,17,20,8,16,16,12,6,6,6,19,8,4,8.44,6.0,3.33,9.33,2.0,6.5,6.58,7.5,6.76,8.5,4.62,7.67,8.5,6.14,5.5,4.0,6.0,10.0,5.0,3.0,43.9,45.0,8.9,80.70000000000002,42.75,44.5,6.0,79.5,6.15,6.0,1.9000000000000001,10.200000000000003,12.25,11.5,4.9,20.200000000000003,6.2685,6.32,3.297,8.583000000000002
rzsm>0.8_pr>50,ssp245,2036,21,86,28,62,1,23,23,15,23,73,21,29,25,23,63,72,109,47,36,26,21,84,26,62,0,22,23,15,23,72,21,29,25,23,62,71,109,46,34,26,3,11,5,11,0,5,3,3,6,10,3,5,7,5,6,14,19,6,6,4,13,14,6,15,0,8,13,7,5,23,13,8,7,11,32,12,22,11,10,10,7.0,7.64,5.2,5.64,0.0,4.4,7.67,5.0,3.83,7.2,7.0,5.8,3.57,4.6,10.33,5.07,5.74,7.67,5.67,6.5,40.3,27.0,20.400000000000002,74.30000000000001,39.7,26.0,20.400000000000002,73.20000000000002,6.6,5.5,3.0,11.300000000000004,12.0,11.0,5.9,22.1,5.7764999999999995,5.705,3.8040000000000003,7.67
rzsm>0.8_pr>50,ssp245,2037,58,34,66,52,7,44,29,14,0,28,10,23,42,60,35,66,64,41,12,41,57,32,66,51,6,43,28,12,0,28,8,22,40,59,35,66,63,40,11,41,10,6,11,11,2,7,5,2,0,6,3,5,6,8,4,11,6,9,3,7,10,7,12,7,4,8,10,6,0,8,4,7,13,14,13,11,24,8,4,12,5.7,5.33,6.0,4.64,3.0,6.14,5.6,6.0,0.0,4.67,2.67,4.4,6.67,7.38,8.75,6.0,10.5,4.44,3.67,5.86,36.3,38.0,9.700000000000001,64.2,35.4,37.5,7.800000000000001,63.300000000000004,6.1,6.0,2.0,11.0,9.1,8.0,4.0,13.100000000000001,5.371,5.65,2.967,7.517000000000002
rzsm>0.8_pr>50,ssp245,2038,50,38,38,96,12,58,26,43,18,70,28,62,0,27,0,27,134,74,34,12,50,37,37,96,7,54,23,43,15,69,27,60,0,25,0,27,134,74,34,12,7,7,7,10,3,9,4,7,3,11,6,11,0,4,0,4,10,12,7,3,13,12,8,18,3,17,7,10,6,13,6,9,0,11,0,10,31,10,9,5,7.14,5.29,5.29,9.6,2.33,6.0,5.75,6.14,5.0,6.27,4.5,5.45,0.0,6.25,0.0,6.75,13.4,6.17,4.86,4.0,42.35,36.0,10.8,76.20000000000003,41.2,35.5,6.300000000000001,76.20000000000003,6.25,7.0,2.7,11.0,9.9,9.5,2.7,17.1,5.509500000000001,5.6,2.0970000000000004,7.386000000000003
rzsm>0.8_pr>50,ssp245,2039,11,10,47,77,7,34,43,55,71,39,84,65,39,37,28,19,59,33,26,17,9,10,47,77,7,32,42,55,69,38,84,64,39,37,26,17,58,33,25,17,2,2,8,12,2,6,7,9,7,6,14,13,7,6,4,2,6,6,3,4,6,6,11,12,4,10,13,10,18,13,12,8,13,16,10,11,26,8,18,10,4.5,5.0,5.88,6.42,3.5,5.33,6.0,6.11,9.86,6.33,6.0,4.92,5.57,6.17,6.5,8.5,9.67,5.5,8.33,4.25,40.05,38.0,10.9,71.60000000000001,39.3,37.5,9.9,69.80000000000001,6.3,6.0,2.0,12.100000000000001,11.75,11.0,6.0,18.0,6.217,6.0,4.475,8.617
rzsm>0.8_pr>50,ssp245,2040,23,7,49,55,0,11,70,1,40,10,36,27,39,21,91,38,52,24,30,21,23,7,45,54,0,10,68,0,37,9,34,27,38,21,91,35,50,23,25,19,4,2,7,9,0,2,9,0,5,2,7,3,7,3,8,7,8,3,4,6,9,5,12,10,0,5,22,0,17,6,10,15,13,9,40,11,18,13,9,6,5.75,3.5,6.43,6.0,0.0,5.0,7.56,0.0,7.4,4.5,4.86,9.0,5.43,7.0,11.38,5.0,6.25,7.67,6.25,3.17,32.25,28.5,6.4,56.50000000000002,30.8,26.0,6.300000000000001,55.40000000000002,4.8,4.5,1.8000000000000003,8.100000000000001,11.5,10.0,4.500000000000001,18.400000000000006,5.6075,5.875,2.853,7.803000000000002
rzsm>0.8_pr>50,ssp245,2041,38,37,90,41,0,31,25,50,12,11,21,5,26,82,102,80,83,72,12,44,37,36,90,39,0,29,24,50,12,10,19,4,25,81,100,80,83,71,12,43,6,5,13,9,0,6,6,7,2,2,5,2,5,12,11,12,13,14,4,9,12,12,12,7,0,7,7,15,7,6,5,2,12,16,27,18,16,16,4,7,6.17,7.2,6.92,4.33,0.0,4.83,4.0,7.14,6.0,5.0,3.8,2.0,5.0,6.75,9.09,6.67,6.38,5.07,3.0,4.78,43.1,37.5,10.4,83.70000000000002,42.25,36.5,9.4,83.70000000000002,7.15,6.0,2.0,13.0,10.4,9.5,3.8000000000000003,16.200000000000003,5.2065,5.035,2.9000000000000004,7.146
rzsm>0.8_pr>50,ssp245,2042,0,24,48,94,9,97,54,40,0,13,25,74,69,90,74,79,1,44,18,50,0,24,45,92,9,97,53,40,0,12,24,74,66,90,73,77,0,42,17,46,0,7,7,12,2,17,11,5,0,3,6,10,13,13,10,12,0,9,5,9,0,7,15,15,5,16,13,19,0,6,5,13,9,15,23,10,0,7,6,12,0.0,3.43,6.43,7.67,4.5,5.71,4.82,8.0,0.0,4.0,4.0,7.4,5.08,6.92,7.3,6.42,0.0,4.67,3.4,5.11,45.15,46.0,0.9000000000000001,90.4,44.05,43.5,0.0,90.2,7.55,8.0,0.0,13.0,9.8,9.5,0.0,16.300000000000004,4.743,4.95,0.0,7.4270000000000005
rzsm>0.8_pr>50,ssp245,2043,40,61,31,37,13,62,14,25,11,24,31,27,76,21,0,34,41,72,50,54,35,60,30,36,10,61,12,24,10,24,30,24,74,20,0,32,41,71,50,52,7,9,6,7,2,12,3,3,2,3,4,6,9,5,0,8,8,11,9,11,11,12,7,7,6,16,7,12,8,12,10,8,18,6,0,7,14,15,13,7,5.0,6.67,5.0,5.14,5.0,5.08,4.0,8.0,5.0,8.0,7.5,4.0,8.22,4.0,0.0,4.0,5.12,6.45,5.56,4.73,36.2,32.5,12.8,63.000000000000014,34.8,31.0,10.0,62.000000000000014,6.25,6.5,2.0,11.0,9.8,9.0,6.0,15.100000000000001,5.323500000000001,5.04,4.0,8.0
rzsm>0.8_pr>50,ssp245,2044,34,50,8,12,9,47,62,125,98,102,78,22,28,24,60,34,74,31,25,19,33,48,8,10,9,47,61,123,98,100,77,19,26,23,56,33,74,31,25,18,5,9,2,1,4,8,10,12,8,14,13,3,6,6,10,6,10,6,4,3,8,16,6,10,3,10,14,25,25,16,18,7,9,6,11,8,21,9,7,6,6.6,5.33,4.0,10.0,2.25,5.88,6.1,10.25,12.25,7.14,5.92,6.33,4.33,3.83,5.6,5.5,7.4,5.17,6.25,6.0,47.1,34.0,11.700000000000001,98.4,45.95,33.0,9.9,98.2,7.0,6.0,2.9000000000000004,12.100000000000001,11.75,9.5,6.0,21.400000000000006,6.3065,5.96,3.983,10.025
rzsm>0.8_pr>50,ssp245,2045,15,18,48,121,2,63,24,26,43,33,24,29,25,76,61,45,6,21,8,90,15,18,48,120,0,61,23,26,43,32,24,29,23,76,60,41,6,20,8,86,3,5,10,17,0,10,7,6,6,6,5,4,6,11,10,5,2,5,2,11,6,6,8,15,0,13,6,7,11,11,9,13,6,16,9,17,3,6,4,15,5.0,3.6,4.8,7.06,0.0,6.1,3.29,4.33,7.17,5.33,4.8,7.25,3.83,6.91,6.0,8.2,3.0,4.0,4.0,7.82,38.9,27.5,7.800000000000001,77.40000000000002,37.95,27.5,7.800000000000001,77.00000000000001,6.55,6.0,2.0,11.0,9.05,8.5,3.9000000000000004,15.100000000000001,5.124499999999999,4.9,3.261,7.307000000000001
rzsm>0.8_pr>50,ssp245,2046,27,38,43,66,0,17,65,49,0,8,66,44,5,102,10,75,96,130,16,35,26,37,42,66,0,17,63,49,0,7,66,42,4,99,8,74,95,129,15,35,3,8,6,11,0,3,11,9,0,2,10,8,1,16,2,11,14,13,2,7,16,11,14,17,0,7,10,7,0,4,21,17,4,11,6,12,22,27,12,10,8.67,4.62,7.0,6.0,0.0,5.67,5.73,5.44,0.0,3.5,6.6,5.25,4.0,6.19,4.0,6.73,6.79,9.92,7.5,5.0,44.6,40.5,4.500000000000001,96.60000000000001,43.7,39.5,3.6000000000000005,95.4,6.85,7.5,0.9000000000000001,13.100000000000001,11.4,11.0,3.6000000000000005,21.1,5.4305,5.7,3.1500000000000004,7.617000000000002
rzsm>0.8_pr>50,ssp245,2047,33,13,54,48,19,54,62,43,19,14,26,105,14,64,7,39,30,15,24,1,32,13,53,45,17,54,59,43,17,13,26,104,13,63,6,37,30,13,23,0,7,3,10,9,4,9,10,10,3,3,6,13,4,11,1,6,6,3,5,0,6,8,14,8,7,11,11,11,7,7,10,26,6,11,6,15,13,7,6,0,4.57,4.33,5.3,5.0,4.25,6.0,5.9,4.3,5.67,4.33,4.33,8.0,3.25,5.73,6.0,6.17,5.0,4.33,4.6,0.0,34.2,28.0,12.4,62.2,33.05,28.0,12.3,59.400000000000006,6.15,6.0,2.8000000000000003,10.100000000000001,9.5,8.0,6.0,14.100000000000001,4.853,4.8,4.15,6.017
rzsm>0.8_pr>50,ssp245,2048,11,69,63,110,3,47,54,29,19,30,21,67,47,13,24,43,65,0,66,70,9,63,59,108,2,46,52,29,19,28,20,65,45,13,24,40,63,0,65,68,2,9,11,15,1,8,7,5,3,3,5,10,11,3,4,8,10,0,12,10,6,20,8,14,2,21,17,8,7,12,6,12,8,9,11,7,25,0,14,14,4.5,7.0,5.36,7.2,2.0,5.75,7.43,5.8,6.33,9.33,4.0,6.5,4.09,4.33,6.0,5.0,6.3,0.0,5.42,6.8,42.55,45.0,10.200000000000001,69.1,40.9,42.5,8.3,65.30000000000001,6.85,7.5,1.9000000000000001,11.100000000000001,11.05,10.0,5.6000000000000005,20.1,5.456999999999999,5.775,3.8000000000000003,7.223000000000001
rzsm>0.8_pr>50,ssp245,2049,23,36,73,71,0,48,27,23,33,9,28,57,11,92,47,15,67,46,0,43,22,35,72,68,0,47,27,22,32,8,27,57,11,89,47,15,64,44,0,42,4,6,12,11,0,8,4,6,6,2,7,12,2,10,4,5,11,7,0,8,7,11,15,17,0,12,12,6,10,6,11,12,6,21,31,5,14,8,0,8,5.5,5.83,6.0,6.18,0.0,5.88,6.75,3.67,5.33,4.0,3.86,4.75,5.5,8.9,11.75,3.0,5.82,6.29,0.0,5.25,37.45,34.5,8.100000000000001,71.2,36.45,33.5,7.200000000000001,68.4,6.25,6.0,1.8000000000000003,11.100000000000001,10.6,10.5,4.500000000000001,17.400000000000006,5.213,5.5,2.7,6.965000000000003
rzsm>0.8_pr>50,ssp245,2050,34,53,13,57,14,12,6,32,10,65,57,51,54,4,65,48,70,30,46,18,33,52,13,56,14,11,5,29,10,64,53,51,53,4,63,47,68,30,45,18,6,9,3,10,3,3,1,5,3,8,10,11,11,2,11,5,11,4,6,3,7,17,6,13,8,6,5,8,6,29,11,14,10,2,18,24,19,12,22,9,5.5,5.78,4.33,5.6,4.67,3.67,5.0,5.8,3.33,8.0,5.3,4.64,4.82,2.0,5.73,9.4,6.18,7.5,7.5,6.0,36.95,40.0,9.600000000000001,65.0,35.95,39.0,9.5,63.1,6.25,5.5,2.9000000000000004,11.0,12.3,10.5,5.9,22.200000000000003,5.5375,5.55,3.636,7.550000000000001
rzsm>0.8_pr>50,ssp245,2051,6,23,61,131,19,64,1,40,44,51,61,47,37,27,64,2,0,87,4,6,6,22,60,131,18,63,0,40,44,51,60,46,37,27,64,2,0,85,3,5,3,4,7,12,5,9,0,5,6,6,10,9,5,7,8,1,0,12,1,2,2,8,24,44,7,19,0,14,15,14,11,8,14,7,17,2,0,15,3,3,2.0,5.5,8.57,10.92,3.6,7.0,0.0,8.0,7.33,8.5,6.0,5.11,7.4,3.86,8.0,2.0,0.0,7.08,3.0,2.5,38.75,38.5,1.9000000000000001,66.30000000000004,38.2,38.5,1.8000000000000003,66.10000000000002,5.6,5.5,0.9000000000000001,10.200000000000003,11.35,9.5,1.8000000000000003,19.500000000000007,5.3185,5.75,1.8000000000000003,8.507
rzsm>0.8_pr>50,ssp245,2052,9,28,4,49,19,35,1,53,38,76,79,62,85,102,30,15,17,47,5,67,9,28,4,47,15,33,0,50,35,75,79,60,85,100,30,14,16,46,5,65,3,6,1,9,4,6,0,10,7,11,12,6,11,13,7,3,5,9,2,14,4,8,4,11,6,14,0,9,8,17,12,27,28,19,7,7,4,8,3,7,3.0,4.67,4.0,5.22,3.75,5.5,0.0,5.0,5.0,6.82,6.58,10.0,7.73,7.69,4.29,4.67,3.2,5.11,2.5,4.64,41.05,36.5,4.9,79.60000000000001,39.8,34.0,4.9,79.60000000000001,6.95,6.5,1.9000000000000001,12.100000000000001,10.15,8.0,3.9000000000000004,19.80000000000001,4.968500000000001,4.835,2.95,7.694000000000001
rzsm>0.8_pr>50,ssp245,2053,86,95,4,74,2,50,12,45,24,3,51,103,17,72,17,86,59,13,18,40,85,94,4,74,0,49,10,44,22,2,49,100,17,69,17,83,59,11,18,39,13,12,1,11,0,8,3,5,4,1,9,14,3,11,5,15,12,3,3,6,14,20,4,14,0,13,4,19,7,2,9,18,9,16,7,10,11,5,8,15,6.54,7.83,4.0,6.73,0.0,6.12,3.33,8.8,5.5,2.0,5.44,7.14,5.67,6.27,3.4,5.53,4.92,3.67,6.0,6.5,43.55,42.5,3.9000000000000004,86.9,42.3,41.5,3.8000000000000003,85.9,6.95,5.5,1.0,13.100000000000001,10.25,9.5,3.8000000000000003,18.1,5.269500000000001,5.6,3.197,7.2090000000000005
rzsm>0.8_pr>50,ssp245,2054,58,55,19,31,31,51,53,38,1,0,51,72,32,62,81,33,67,31,39,58,58,53,18,31,28,49,52,36,0,0,51,69,31,60,79,33,65,31,38,58,8,8,5,7,5,10,8,6,0,0,10,11,7,11,10,6,10,5,7,9,11,14,6,7,14,8,16,10,0,0,9,12,6,9,26,8,30,12,13,18,7.25,6.62,3.6,4.43,5.6,4.9,6.5,6.0,0.0,0.0,5.1,6.27,4.43,5.45,7.9,5.5,6.5,6.2,5.43,6.44,43.15,45.0,17.200000000000003,67.5,42.0,43.5,16.200000000000003,65.4,7.15,7.5,4.500000000000001,10.100000000000001,11.45,10.5,5.4,18.80000000000001,5.206,5.55,3.2400000000000007,6.683000000000001
rzsm>0.8_pr>50,ssp245,2055,7,15,48,74,6,41,11,3,13,13,3,57,39,47,42,0,101,13,11,21,6,15,47,72,6,37,11,2,12,13,2,56,38,46,41,0,98,12,11,21,1,4,10,11,1,6,3,1,2,3,1,7,6,5,8,0,10,3,2,4,6,5,7,28,6,9,6,2,7,6,2,27,8,22,8,0,20,6,6,8,6.0,3.75,4.7,6.55,6.0,6.17,3.67,2.0,6.0,4.33,2.0,8.0,6.33,9.2,5.12,0.0,9.8,4.0,5.5,5.25,28.25,14.0,3.0,58.700000000000024,27.3,14.0,2.0,57.60000000000002,4.4,3.5,1.0,10.0,9.45,6.5,2.0,22.500000000000007,5.218500000000001,5.375,2.0,8.120000000000001
