threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.98_pr>50,ssp245,2069,4,0,0,0,0,0,6,4,0,5,6,6,8,6,24,6,0,10,0,18,2,0,0,0,0,0,6,4,0,5,6,6,8,6,23,6,0,9,0,18,1,0,0,0,0,0,1,1,0,2,2,1,1,1,4,1,0,2,0,3,2,0,0,0,0,0,6,4,0,3,4,6,8,6,6,6,0,6,0,6,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.5,3.0,6.0,8.0,6.0,5.75,6.0,0.0,4.5,0.0,6.0,5.15,4.5,0.0,10.800000000000011,4.95,4.5,0.0,9.900000000000013,1.0,1.0,0.0,2.1000000000000014,3.15,3.5,0.0,6.0,2.9875,2.75,0.0,6.0
rzsm>0.98_pr>50,ssp245,2070,29,11,0,0,0,11,26,4,0,9,27,13,0,5,23,6,0,0,0,0,29,11,0,0,0,11,25,4,0,9,25,12,0,5,22,6,0,0,0,0,9,2,0,0,0,2,4,1,0,2,4,2,0,1,4,1,0,0,0,0,6,6,0,0,0,6,8,4,0,5,13,6,0,5,7,6,0,0,0,0,3.22,5.5,0.0,0.0,0.0,5.5,6.25,4.0,0.0,4.5,6.25,6.0,0.0,5.0,5.5,6.0,0.0,0.0,0.0,0.0,8.2,4.5,0.0,26.1,7.95,4.5,0.0,25.0,1.6,1.0,0.0,4.0,3.6,4.5,0.0,7.100000000000001,2.886,3.6100000000000003,0.0,6.025
rzsm>0.98_pr>50,ssp245,2071,17,0,46,7,0,11,5,0,0,0,9,1,0,0,15,29,73,11,20,11,14,0,43,6,0,11,5,0,0,0,9,0,0,0,14,29,73,10,19,11,4,0,6,1,0,3,1,0,0,0,3,0,0,0,3,6,8,2,2,3,6,0,10,6,0,6,5,0,0,0,3,0,0,0,6,8,36,8,12,6,3.5,0.0,7.17,6.0,0.0,3.67,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.67,4.83,9.12,5.0,9.5,3.67,12.75,8.0,0.0,30.700000000000024,12.2,7.5,0.0,30.40000000000002,2.1,1.5,0.0,6.0,5.6,5.5,0.0,10.200000000000003,3.2565,3.585,0.0,7.365000000000003
rzsm>0.98_pr>50,ssp245,2072,0,5,14,0,9,0,7,0,6,4,0,0,29,0,0,22,0,20,23,3,0,5,13,0,9,0,7,0,6,4,0,0,29,0,0,20,0,20,22,3,0,1,3,0,2,0,2,0,1,1,0,0,7,0,0,3,0,4,4,1,0,5,6,0,6,0,5,0,6,4,0,0,6,0,0,10,0,6,13,3,0.0,5.0,4.33,0.0,4.5,0.0,3.5,0.0,6.0,4.0,0.0,0.0,4.14,0.0,0.0,6.67,0.0,5.0,5.5,3.0,7.1,3.5,0.0,22.1,6.9,3.5,0.0,20.200000000000003,1.45,1.0,0.0,4.0,3.5,3.5,0.0,6.400000000000006,2.582,3.25,0.0,5.550000000000001
rzsm>0.98_pr>50,ssp245,2073,0,5,0,0,5,0,11,0,16,0,29,0,42,0,0,0,0,33,8,20,0,5,0,0,5,0,11,0,14,0,27,0,39,0,0,0,0,32,8,20,0,1,0,0,1,0,2,0,1,0,5,0,8,0,0,0,0,5,2,4,0,5,0,0,5,0,7,0,14,0,7,0,10,0,0,0,0,8,5,9,0.0,5.0,0.0,0.0,5.0,0.0,5.5,0.0,14.0,0.0,5.4,0.0,4.88,0.0,0.0,0.0,0.0,6.4,4.0,5.0,8.45,0.0,0.0,29.400000000000006,8.05,0.0,0.0,27.500000000000007,1.45,0.0,0.0,5.0,3.5,0.0,0.0,9.100000000000001,2.759,0.0,0.0,5.590000000000002
rzsm>0.98_pr>50,ssp245,2074,5,0,8,0,0,0,5,0,0,0,24,3,22,20,18,0,0,0,0,0,5,0,6,0,0,0,5,0,0,0,23,2,22,20,17,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,4,1,5,4,3,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,10,2,7,8,7,0,0,0,0,0,5.0,0.0,3.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.75,2.0,4.4,5.0,5.67,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,20.200000000000003,5.0,0.0,0.0,20.200000000000003,1.1,0.0,0.0,4.0,2.25,0.0,0.0,7.100000000000001,1.666,0.0,0.0,5.067000000000001
rzsm>0.98_pr>50,ssp245,2075,0,0,0,0,29,0,9,0,0,0,0,0,0,0,10,0,59,9,4,15,0,0,0,0,29,0,8,0,0,0,0,0,0,0,10,0,59,8,4,15,0,0,0,0,7,0,2,0,0,0,0,0,0,0,2,0,4,2,1,4,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,0,22,6,4,6,0.0,0.0,0.0,0.0,4.14,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.75,4.0,4.0,3.75,6.75,0.0,0.0,16.40000000000002,6.65,0.0,0.0,16.40000000000002,1.1,0.0,0.0,4.0,2.85,0.0,0.0,6.300000000000004,1.982,0.0,0.0,4.226000000000001
rzsm>0.98_pr>50,ssp245,2076,31,0,0,0,2,0,5,2,27,0,0,11,0,3,25,48,58,0,0,15,30,0,0,0,2,0,5,2,26,0,0,9,0,3,25,47,57,0,0,13,7,0,0,0,1,0,1,1,5,0,0,2,0,1,3,9,4,0,0,4,7,0,0,0,2,0,5,2,7,0,0,7,0,3,17,11,20,0,0,6,4.29,0.0,0.0,0.0,2.0,0.0,5.0,2.0,5.2,0.0,0.0,4.5,0.0,3.0,8.33,5.22,14.25,0.0,0.0,3.25,11.35,2.0,0.0,32.700000000000024,10.95,2.0,0.0,31.700000000000024,1.9,1.0,0.0,5.200000000000003,4.35,2.0,0.0,11.600000000000009,2.852,2.0,0.0,5.531000000000004
rzsm>0.98_pr>50,ssp245,2077,24,1,0,0,0,0,6,8,0,0,43,10,0,0,0,19,4,0,0,0,24,0,0,0,0,0,6,8,0,0,41,9,0,0,0,19,4,0,0,0,4,0,0,0,0,0,1,2,0,0,6,2,0,0,0,4,1,0,0,0,10,0,0,0,0,0,6,5,0,0,11,6,0,0,0,6,4,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,6.83,4.5,0.0,0.0,0.0,4.75,4.0,0.0,0.0,0.0,5.75,0.0,0.0,19.500000000000007,5.55,0.0,0.0,19.500000000000007,1.0,0.0,0.0,4.0,2.4,0.0,0.0,6.400000000000006,1.8039999999999998,0.0,0.0,6.0
rzsm>0.98_pr>50,ssp245,2078,9,0,6,0,20,0,3,0,7,0,34,0,0,0,0,0,10,14,0,18,9,0,6,0,19,0,3,0,6,0,34,0,0,0,0,0,10,13,0,17,3,0,1,0,3,0,1,0,1,0,7,0,0,0,0,0,2,3,0,1,5,0,6,0,8,0,3,0,6,0,7,0,0,0,0,0,5,5,0,17,3.0,0.0,6.0,0.0,6.33,0.0,3.0,0.0,6.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,5.0,4.33,0.0,17.0,6.05,0.0,0.0,18.200000000000003,5.85,0.0,0.0,17.200000000000003,1.1,0.0,0.0,3.0,3.1,0.0,0.0,7.100000000000001,2.776,0.0,0.0,6.033
rzsm>0.98_pr>50,ssp245,2079,0,9,7,0,29,10,17,7,10,0,5,42,0,0,0,3,0,30,3,59,0,9,7,0,29,10,17,6,10,0,5,39,0,0,0,3,0,30,3,58,0,2,1,0,6,2,3,1,3,0,2,7,0,0,0,1,0,5,1,10,0,5,7,0,6,6,9,6,5,0,3,7,0,0,0,3,0,12,3,14,0.0,4.5,7.0,0.0,4.83,5.0,5.67,6.0,3.33,0.0,2.5,5.57,0.0,0.0,0.0,3.0,0.0,6.0,3.0,5.8,11.55,6.0,0.0,31.200000000000017,11.3,5.5,0.0,30.900000000000013,2.2,1.0,0.0,6.100000000000001,4.3,4.0,0.0,9.300000000000004,3.11,3.165,0.0,6.0
rzsm>0.98_pr>50,ssp245,2080,12,0,0,0,0,17,32,5,0,0,0,12,0,0,27,0,19,15,9,22,12,0,0,0,0,16,32,4,0,0,0,11,0,0,26,0,18,14,9,22,2,0,0,0,0,3,5,1,0,0,0,2,0,0,5,0,2,4,2,3,7,0,0,0,0,6,8,4,0,0,0,6,0,0,8,0,16,5,5,11,6.0,0.0,0.0,0.0,0.0,5.33,6.4,4.0,0.0,0.0,0.0,5.5,0.0,0.0,5.2,0.0,9.0,3.5,4.5,7.33,8.5,2.5,0.0,22.500000000000007,8.2,2.0,0.0,22.400000000000006,1.45,0.5,0.0,4.100000000000001,3.8,2.0,0.0,8.300000000000004,2.838,1.75,0.0,6.493000000000001
rzsm>0.98_pr>50,ssp245,2081,5,0,0,0,0,0,4,10,31,0,0,7,15,3,36,3,67,35,0,0,2,0,0,0,0,0,2,10,29,0,0,7,15,2,36,3,67,34,0,0,1,0,0,0,0,0,1,2,5,0,0,1,3,1,7,1,5,3,0,0,2,0,0,0,0,0,2,5,12,0,0,7,6,2,10,3,28,15,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.8,0.0,0.0,7.0,5.0,2.0,5.14,3.0,13.4,11.33,0.0,0.0,10.8,3.0,0.0,35.1,10.35,2.0,0.0,34.2,1.5,1.0,0.0,5.0,4.6,2.0,0.0,12.300000000000004,3.0835,2.0,0.0,7.433000000000006
rzsm>0.98_pr>50,ssp245,2082,20,8,10,3,15,27,7,8,27,0,18,0,11,10,1,0,207,16,1,18,20,8,10,3,14,25,7,8,26,0,18,0,11,10,0,0,207,15,0,17,4,2,4,1,4,4,2,2,4,0,4,0,3,2,0,0,4,4,0,4,6,5,4,3,7,11,5,6,10,0,6,0,5,5,0,0,173,5,0,6,5.0,4.0,2.5,3.0,3.5,6.25,3.5,4.0,6.5,0.0,4.5,0.0,3.67,5.0,0.0,0.0,51.75,3.75,0.0,4.25,20.35,10.0,0.0,27.0,19.95,10.0,0.0,25.1,2.4,2.5,0.0,4.0,12.85,5.0,0.0,10.100000000000001,5.5585,3.71,0.0,6.275
rzsm>0.98_pr>50,ssp245,2083,30,4,0,0,6,32,5,0,1,0,0,0,0,0,0,1,0,18,14,6,28,4,0,0,6,32,5,0,0,0,0,0,0,0,0,0,0,17,11,6,6,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,4,2,1,6,4,0,0,6,8,5,0,0,0,0,0,0,0,0,0,0,9,7,6,4.67,4.0,0.0,0.0,6.0,5.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,5.5,6.0,5.85,0.5,0.0,19.200000000000017,5.45,0.0,0.0,18.100000000000016,1.1,0.0,0.0,4.200000000000003,2.55,0.0,0.0,7.100000000000001,2.0375,0.0,0.0,5.550000000000001
rzsm>0.98_pr>50,ssp245,2084,6,0,0,0,0,6,6,0,0,9,0,0,10,0,0,36,0,0,53,0,6,0,0,0,0,6,6,0,0,8,0,0,10,0,0,34,0,0,50,0,1,0,0,0,0,1,1,0,0,2,0,0,2,0,0,7,0,0,7,0,6,0,0,0,0,6,6,0,0,6,0,0,6,0,0,6,0,0,26,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,4.86,0.0,0.0,7.14,0.0,6.3,0.0,0.0,12.600000000000037,6.0,0.0,0.0,12.400000000000034,1.05,0.0,0.0,2.500000000000007,3.1,0.0,0.0,6.0,1.95,0.0,0.0,6.0
rzsm>0.98_pr>50,ssp245,2085,32,21,13,0,30,22,0,7,0,9,1,6,11,9,6,61,173,12,34,12,32,21,12,0,30,22,0,6,0,9,0,6,11,9,6,61,173,12,33,12,5,3,2,0,6,5,0,1,0,2,0,1,2,3,2,12,5,2,5,2,8,10,6,0,8,6,0,6,0,7,0,6,6,5,4,9,76,7,14,6,6.4,7.0,6.0,0.0,5.0,4.4,0.0,6.0,0.0,4.5,0.0,6.0,5.5,3.0,3.0,5.08,34.6,6.0,6.6,6.0,22.95,11.5,0.0,36.70000000000004,22.75,11.5,0.0,35.80000000000004,2.9,2.0,0.0,5.100000000000001,9.2,6.0,0.0,10.400000000000006,5.754,5.29,0.0,6.640000000000001
rzsm>0.98_pr>50,ssp245,2086,5,0,17,0,8,11,16,0,0,15,3,20,0,0,6,29,12,23,0,48,5,0,17,0,8,11,16,0,0,15,3,20,0,0,6,27,12,23,0,48,1,0,3,0,2,1,2,0,0,2,1,4,0,0,1,7,5,5,0,9,5,0,9,0,6,11,11,0,0,12,3,6,0,0,6,6,4,6,0,7,5.0,0.0,5.67,0.0,4.0,11.0,8.0,0.0,0.0,7.5,3.0,5.0,0.0,0.0,6.0,3.86,2.4,4.6,0.0,5.33,10.65,7.0,0.0,23.60000000000001,10.55,7.0,0.0,23.400000000000006,2.15,1.0,0.0,5.200000000000003,4.6,5.5,0.0,11.0,3.568,3.9299999999999997,0.0,7.550000000000001
rzsm>0.98_pr>50,ssp245,2087,5,0,23,0,13,30,0,0,0,17,0,10,5,0,19,62,38,0,0,0,5,0,23,0,13,30,0,0,0,17,0,10,5,0,18,58,38,0,0,0,1,0,5,0,2,6,0,0,0,3,0,2,1,0,4,10,3,0,0,0,5,0,7,0,8,7,0,0,0,6,0,5,5,0,6,12,16,0,0,0,5.0,0.0,4.6,0.0,6.5,5.0,0.0,0.0,0.0,5.67,0.0,5.0,5.0,0.0,4.5,5.8,12.67,0.0,0.0,0.0,11.1,2.5,0.0,30.80000000000001,10.85,2.5,0.0,30.80000000000001,1.85,0.5,0.0,5.100000000000001,3.85,2.5,0.0,8.400000000000006,2.987,2.25,0.0,5.870000000000001
rzsm>0.98_pr>50,ssp245,2088,6,0,1,0,47,0,2,10,11,26,0,0,12,20,8,48,0,0,10,2,6,0,0,0,46,0,2,10,11,26,0,0,12,20,7,48,0,0,10,2,1,0,0,0,8,0,1,2,2,4,0,0,3,3,3,9,0,0,3,1,6,0,0,0,8,0,2,6,6,9,0,0,7,11,3,8,0,0,6,2,6.0,0.0,0.0,0.0,5.75,0.0,2.0,5.0,5.5,6.5,0.0,0.0,4.0,6.67,2.33,5.33,0.0,0.0,3.33,2.0,10.15,4.0,0.0,28.10000000000003,10.0,4.0,0.0,28.00000000000003,2.0,1.0,0.0,4.400000000000006,3.7,2.5,0.0,8.100000000000001,2.7205,2.165,0.0,6.050000000000001
rzsm>0.98_pr>50,ssp245,2089,24,11,0,0,24,12,22,2,18,0,30,15,3,6,19,3,43,0,13,3,24,11,0,0,22,11,20,2,18,0,29,14,3,5,17,3,42,0,12,3,5,1,0,0,3,2,3,1,3,0,6,3,1,2,4,1,3,0,4,1,6,11,0,0,9,6,12,2,9,0,7,10,3,3,6,3,21,0,3,3,4.8,11.0,0.0,0.0,7.33,5.5,6.67,2.0,6.0,0.0,4.83,4.67,3.0,2.5,4.25,3.0,14.0,0.0,3.0,3.0,12.4,11.5,0.0,24.60000000000001,11.8,11.0,0.0,24.500000000000007,2.15,2.0,0.0,4.100000000000001,5.7,4.5,0.0,11.100000000000001,4.277500000000001,3.625,0.0,7.697000000000005
rzsm>0.98_pr>50,ssp245,2090,0,0,0,0,0,5,0,0,23,0,14,6,14,10,18,0,0,0,12,17,0,0,0,0,0,5,0,0,22,0,13,6,14,10,18,0,0,0,12,17,0,0,0,0,0,1,0,0,3,0,3,1,3,2,4,0,0,0,3,5,0,0,0,0,0,5,0,0,11,0,6,6,6,7,6,0,0,0,5,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.33,0.0,4.33,6.0,4.67,5.0,4.5,0.0,0.0,0.0,4.0,3.4,5.95,0.0,0.0,17.1,5.85,0.0,0.0,17.1,1.25,0.0,0.0,3.1000000000000014,2.85,0.0,0.0,6.100000000000001,2.2115,0.0,0.0,5.100000000000001
rzsm>0.98_pr>50,ssp245,2091,4,12,0,0,17,1,8,10,35,0,19,0,0,0,0,3,5,12,0,5,4,12,0,0,17,0,7,10,34,0,18,0,0,0,0,2,5,12,0,3,1,3,0,0,3,0,1,2,7,0,4,0,0,0,0,1,1,3,0,1,4,6,0,0,6,0,7,8,8,0,6,0,0,0,0,2,5,6,0,3,4.0,4.0,0.0,0.0,5.67,0.0,7.0,5.0,4.86,0.0,4.5,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,3.0,6.55,3.5,0.0,17.200000000000003,6.2,2.5,0.0,17.1,1.35,1.0,0.0,3.1000000000000014,3.05,2.5,0.0,7.100000000000001,2.4515000000000002,2.5,0.0,5.067000000000001
rzsm>0.98_pr>50,ssp245,2092,0,0,0,0,19,18,12,19,1,0,24,0,7,8,29,16,5,17,0,0,0,0,0,0,18,17,11,19,0,0,24,0,7,8,29,14,5,16,0,0,0,0,0,0,5,4,2,6,0,0,4,0,1,1,5,3,1,3,0,0,0,0,0,0,6,5,7,6,0,0,9,0,7,8,10,7,5,7,0,0,0.0,0.0,0.0,0.0,3.6,4.25,5.5,3.17,0.0,0.0,6.0,0.0,7.0,8.0,5.8,4.67,5.0,5.33,0.0,0.0,8.75,6.0,0.0,19.500000000000007,8.4,6.0,0.0,19.500000000000007,1.75,1.0,0.0,5.0,3.85,5.0,0.0,8.100000000000001,2.9159999999999995,3.385,0.0,6.100000000000001
rzsm>0.98_pr>50,ssp245,2093,0,0,0,0,0,8,30,5,0,0,44,0,3,0,5,75,10,15,2,0,0,0,0,0,0,8,28,5,0,0,44,0,3,0,5,74,10,15,0,0,0,0,0,0,0,2,5,1,0,0,8,0,1,0,1,11,1,3,0,0,0,0,0,0,0,6,7,5,0,0,11,0,3,0,5,15,10,6,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5.6,5.0,0.0,0.0,5.5,0.0,3.0,0.0,5.0,6.73,10.0,5.0,0.0,0.0,9.85,1.0,0.0,31.40000000000002,9.6,0.0,0.0,29.600000000000023,1.65,0.0,0.0,5.300000000000004,3.4,0.0,0.0,10.100000000000001,2.4915,0.0,0.0,5.713000000000001
rzsm>0.98_pr>50,ssp245,2094,0,8,24,5,26,3,0,6,0,0,29,11,0,0,18,23,4,22,15,0,0,8,23,5,26,3,0,5,0,0,29,11,0,0,15,23,4,21,15,0,0,2,5,2,5,1,0,2,0,0,4,2,0,0,3,5,2,3,3,0,0,5,5,3,10,3,0,3,0,0,9,6,0,0,6,7,2,11,6,0,0.0,4.0,4.6,2.5,5.2,3.0,0.0,2.5,0.0,0.0,7.25,5.5,0.0,0.0,5.0,4.6,2.0,7.0,5.0,0.0,9.7,5.5,0.0,24.200000000000003,9.4,5.0,0.0,23.300000000000004,1.95,2.0,0.0,5.0,3.8,3.0,0.0,9.100000000000001,2.9074999999999998,2.75,0.0,5.650000000000002
rzsm>0.98_pr>50,ssp245,2095,13,6,60,0,31,31,1,0,38,0,19,6,0,0,15,6,94,27,0,0,12,4,57,0,30,31,0,0,37,0,19,6,0,0,12,6,94,27,0,0,2,2,10,0,5,6,0,0,8,0,4,1,0,0,4,1,8,5,0,0,6,2,13,0,9,6,0,0,7,0,6,6,0,0,5,6,28,11,0,0,6.0,2.0,5.7,0.0,6.0,5.17,0.0,0.0,4.62,0.0,4.75,6.0,0.0,0.0,3.0,6.0,11.75,5.4,0.0,0.0,17.35,6.0,0.0,40.20000000000003,16.75,6.0,0.0,39.00000000000003,2.8,1.5,0.0,8.0,5.25,5.5,0.0,11.200000000000003,3.3195,3.81,0.0,6.0
rzsm>0.98_pr>50,ssp245,2096,31,0,13,5,0,0,43,26,50,19,17,20,0,0,32,8,53,48,0,0,27,0,13,5,0,0,40,25,48,18,16,18,0,0,30,8,53,48,0,0,5,0,3,1,0,0,7,6,9,4,4,4,0,0,7,2,3,8,0,0,7,0,5,5,0,0,7,11,13,7,6,6,0,0,7,6,22,7,0,0,5.4,0.0,4.33,5.0,0.0,0.0,5.71,4.17,5.33,4.5,4.0,4.5,0.0,0.0,4.29,4.0,17.67,6.0,0.0,0.0,18.25,15.0,0.0,48.2,17.45,14.5,0.0,48.0,3.15,3.0,0.0,7.100000000000001,5.45,6.0,0.0,11.200000000000003,3.745,4.23,0.0,5.739000000000001
rzsm>0.98_pr>50,ssp245,2097,5,0,24,0,12,3,21,0,0,13,5,0,0,0,0,2,67,43,7,1,5,0,24,0,10,3,18,0,0,13,5,0,0,0,0,2,67,42,7,0,1,0,5,0,3,1,4,0,0,2,1,0,0,0,0,1,2,9,2,0,5,0,7,0,6,3,7,0,0,7,5,0,0,0,0,2,51,8,4,0,5.0,0.0,4.8,0.0,3.33,3.0,4.5,0.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,2.0,33.5,4.67,3.5,0.0,10.15,2.5,0.0,25.900000000000027,9.8,2.5,0.0,25.800000000000026,1.55,1.0,0.0,4.100000000000001,5.25,2.5,0.0,7.100000000000001,3.79,2.5,0.0,5.150000000000002
rzsm>0.98_pr>50,ssp245,2098,23,7,49,0,0,22,7,5,0,0,20,7,25,0,0,13,65,7,5,45,23,7,49,0,0,21,5,5,0,0,19,7,24,0,0,13,64,6,5,43,4,2,8,0,0,4,1,1,0,0,3,2,6,0,0,2,5,2,1,8,7,5,8,0,0,6,5,5,0,0,7,4,7,0,0,7,43,3,5,8,5.75,3.5,6.12,0.0,0.0,5.25,5.0,5.0,0.0,0.0,6.33,3.5,4.0,0.0,0.0,6.5,12.8,3.0,5.0,5.38,15.0,7.0,0.0,45.400000000000006,14.55,6.5,0.0,43.60000000000001,2.45,2.0,0.0,6.200000000000003,6.0,5.0,0.0,8.0,3.8564999999999996,4.5,0.0,6.347
rzsm>0.98_pr>50,ssp245,2099,0,0,19,0,4,44,13,38,0,0,16,0,6,8,5,4,4,19,0,23,0,0,19,0,3,44,11,37,0,0,15,0,6,8,5,4,2,18,0,20,0,0,4,0,1,6,3,6,0,0,2,0,1,2,1,2,1,4,0,4,0,0,6,0,3,13,5,16,0,0,9,0,6,5,5,2,2,6,0,6,0.0,0.0,4.75,0.0,3.0,7.33,3.67,6.17,0.0,0.0,7.5,0.0,6.0,4.0,5.0,2.0,2.0,4.5,0.0,5.0,10.15,4.5,0.0,24.50000000000002,9.6,4.5,0.0,21.700000000000024,1.85,1.0,0.0,4.200000000000003,4.2,4.0,0.0,9.400000000000006,3.0460000000000003,3.335,0.0,6.286000000000001
rzsm>0.98_pr>80,ssp245,2015,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.2000000000000028,0.4,0.0,0.0,0.30000000000000426,0.1,0.0,0.0,0.10000000000000142,0.4,0.0,0.0,0.30000000000000426,0.4,0.0,0.0,0.30000000000000426
rzsm>0.98_pr>80,ssp245,2016,0,0,0,0,2,0,0,4,5,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,2,5,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,5,0,5,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,4.100000000000001,0.8,0.0,0.0,2.3000000000000043,0.25,0.0,0.0,1.0,0.8,0.0,0.0,2.3000000000000043,0.8,0.0,0.0,2.3000000000000043
