threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>80,ssp245,2039,4,0,18,3,2,0,13,0,7,6,7,9,9,5,11,1,48,6,5,5,4,0,18,3,2,0,12,0,7,6,6,9,8,4,11,0,48,6,4,4,2,0,4,1,1,0,1,0,2,1,1,2,2,1,2,0,5,1,2,1,2,0,7,3,2,0,12,0,4,6,6,5,5,4,6,0,17,6,2,4,2.0,0.0,4.5,3.0,2.0,0.0,12.0,0.0,3.5,6.0,6.0,4.5,4.0,4.0,5.5,0.0,9.6,6.0,2.0,4.0,7.95,5.5,0.0,13.500000000000007,7.6,5.0,0.0,12.600000000000009,1.45,1.0,0.0,2.200000000000003,4.55,4.0,0.0,7.500000000000007,3.9299999999999997,4.0,0.0,6.360000000000005
rzsm>0.7_pr>80,ssp245,2040,9,15,6,0,8,0,15,0,5,0,13,4,4,0,3,25,211,1,8,2,8,15,4,0,7,0,15,0,5,0,12,3,4,0,3,25,211,0,8,2,2,3,1,0,1,0,2,0,1,0,3,1,1,0,1,5,5,0,2,1,4,7,4,0,7,0,8,0,5,0,5,3,4,0,3,7,156,0,4,2,4.0,5.0,4.0,0.0,7.0,0.0,7.5,0.0,5.0,0.0,4.0,3.0,4.0,0.0,3.0,5.0,42.2,0.0,4.0,2.0,16.45,4.5,0.0,16.000000000000014,16.1,4.0,0.0,16.000000000000014,1.45,1.0,0.0,3.200000000000003,10.95,4.0,0.0,7.100000000000001,4.985,4.0,0.0,7.050000000000001
rzsm>0.7_pr>80,ssp245,2041,6,0,5,0,20,0,1,0,0,1,4,12,0,7,15,18,363,2,2,8,6,0,5,0,20,0,0,0,0,0,4,12,0,7,15,16,363,2,0,5,3,0,1,0,4,0,0,0,0,0,1,2,0,2,3,3,2,1,0,1,2,0,5,0,6,0,0,0,0,0,4,6,0,5,7,7,254,2,0,5,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,3.5,5.0,5.33,181.5,2.0,0.0,5.0,23.2,3.0,0.0,18.200000000000003,22.75,3.0,0.0,16.400000000000006,1.15,1.0,0.0,3.0,15.15,2.0,0.0,7.0,11.2165,2.0,0.0,5.397000000000001
rzsm>0.7_pr>80,ssp245,2042,9,11,10,1,6,0,10,1,11,0,3,31,7,14,7,23,365,12,7,6,9,11,10,0,6,0,10,0,11,0,2,31,6,12,7,23,365,9,7,6,2,2,2,0,1,0,3,0,2,0,1,5,1,3,1,4,1,2,1,1,5,9,5,0,6,0,6,0,6,0,2,7,6,6,7,11,365,6,7,6,4.5,5.5,5.0,0.0,6.0,0.0,3.33,0.0,5.5,0.0,2.0,6.2,6.0,4.0,7.0,5.75,365.0,4.5,7.0,6.0,26.7,8.0,0.9000000000000001,23.80000000000001,26.25,8.0,0.0,23.80000000000001,1.6,1.0,0.0,3.1000000000000014,23.0,6.0,0.0,9.200000000000003,22.163999999999998,5.25,0.0,7.0
rzsm>0.7_pr>80,ssp245,2043,15,2,14,6,9,7,17,0,0,2,8,8,0,1,6,1,346,6,2,16,13,2,13,4,8,6,17,0,0,2,8,8,0,0,6,0,346,6,0,16,3,1,2,1,3,1,3,0,0,1,2,2,0,0,1,0,6,1,0,4,8,2,7,4,3,6,7,0,0,2,5,6,0,0,6,0,259,6,0,8,4.33,2.0,6.5,4.0,2.67,6.0,5.67,0.0,0.0,2.0,4.0,4.0,0.0,0.0,6.0,0.0,57.67,6.0,0.0,4.0,23.3,6.0,0.0,16.1,22.75,6.0,0.0,16.1,1.55,1.0,0.0,3.1000000000000014,16.45,4.5,0.0,8.0,5.742,4.0,0.0,6.050000000000001
rzsm>0.7_pr>80,ssp245,2044,0,3,17,1,8,0,7,0,14,0,0,11,7,9,12,13,309,5,9,0,0,3,17,0,7,0,6,0,13,0,0,11,7,9,12,13,309,3,8,0,0,1,4,0,1,0,1,0,3,0,0,3,2,3,4,2,6,1,1,0,0,3,7,0,7,0,6,0,6,0,0,7,5,4,6,7,159,3,8,0,0.0,3.0,4.25,0.0,7.0,0.0,6.0,0.0,4.33,0.0,0.0,3.67,3.5,3.0,3.0,6.5,51.5,3.0,8.0,0.0,21.25,7.0,0.0,14.300000000000004,20.9,6.5,0.0,13.400000000000006,1.6,1.0,0.0,4.0,11.4,4.5,0.0,7.100000000000001,5.3375,3.0,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2045,8,8,5,6,5,24,16,0,0,0,13,15,9,4,6,8,163,7,0,12,8,8,5,6,5,24,16,0,0,0,12,14,8,4,5,8,162,5,0,12,3,2,1,1,1,4,3,0,0,0,2,6,2,1,1,2,7,1,0,3,3,4,5,6,5,8,7,0,0,0,7,3,6,4,5,6,81,5,0,5,2.67,4.0,5.0,6.0,5.0,6.0,5.33,0.0,0.0,0.0,6.0,2.33,4.0,4.0,5.0,4.0,23.14,5.0,0.0,4.0,15.45,7.5,0.0,16.80000000000001,15.1,7.0,0.0,16.80000000000001,2.0,1.5,0.0,4.200000000000003,8.0,5.0,0.0,7.100000000000001,4.5735,4.0,0.0,6.0
rzsm>0.7_pr>80,ssp245,2046,1,0,0,7,10,17,10,1,8,0,8,0,6,26,1,10,74,2,0,16,0,0,0,6,9,14,10,0,8,0,8,0,5,24,0,10,72,2,0,16,0,0,0,1,2,3,2,0,2,0,2,0,2,6,0,2,2,1,0,5,0,0,0,6,6,7,6,0,4,0,6,0,3,7,0,6,66,2,0,5,0.0,0.0,0.0,6.0,4.5,4.67,5.0,0.0,4.0,0.0,4.0,0.0,2.5,4.0,0.0,5.0,36.0,2.0,0.0,3.2,9.85,6.5,0.0,17.900000000000013,9.2,5.5,0.0,16.80000000000001,1.5,1.5,0.0,3.200000000000003,6.2,3.5,0.0,7.0,4.0435,2.85,0.0,5.100000000000001
rzsm>0.7_pr>80,ssp245,2047,17,23,12,0,9,2,6,14,1,11,7,5,9,6,2,6,105,6,0,24,15,23,12,0,9,2,5,13,0,10,6,5,8,6,2,6,103,6,0,23,4,4,3,0,2,1,2,2,0,2,1,2,2,1,1,1,3,1,0,6,7,7,6,0,5,2,3,7,0,6,6,3,6,6,2,6,62,6,0,6,3.75,5.75,4.0,0.0,4.5,2.0,2.5,6.5,0.0,5.0,6.0,2.5,4.0,6.0,2.0,6.0,34.33,6.0,0.0,3.83,13.25,6.5,0.9000000000000001,23.1,12.7,6.0,0.0,23.0,1.9,2.0,0.0,4.0,7.3,6.0,0.0,7.0,5.233,4.0,0.0,6.050000000000001
rzsm>0.7_pr>80,ssp245,2048,5,0,7,0,2,0,7,9,0,0,5,12,2,12,5,16,130,3,1,6,5,0,6,0,2,0,6,9,0,0,5,12,2,12,5,16,128,2,0,6,2,0,1,0,1,0,3,3,0,0,1,2,1,2,1,5,11,1,0,1,3,0,6,0,2,0,2,4,0,0,5,7,2,6,5,6,65,2,0,6,2.5,0.0,6.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,5.0,6.0,2.0,6.0,5.0,3.2,11.64,2.0,0.0,6.0,11.1,5.0,0.0,12.400000000000006,10.8,5.0,0.0,12.400000000000006,1.75,1.0,0.0,3.200000000000003,6.05,2.5,0.0,6.100000000000001,3.117,2.25,0.0,6.0
rzsm>0.7_pr>80,ssp245,2049,0,17,13,12,3,0,7,3,6,12,0,0,7,15,1,2,172,4,8,17,0,15,12,12,3,0,7,2,5,12,0,0,7,15,0,0,171,4,8,17,0,3,3,2,1,0,1,1,1,3,0,0,1,3,0,0,9,1,2,4,0,7,6,7,3,0,7,2,5,7,0,0,7,7,0,0,36,4,6,7,0.0,5.0,4.0,6.0,3.0,0.0,7.0,2.0,5.0,4.0,0.0,0.0,7.0,5.0,0.0,0.0,19.0,4.0,4.0,4.25,14.95,6.5,0.0,17.0,14.5,6.0,0.0,15.200000000000003,1.75,1.0,0.0,3.1000000000000014,5.55,5.5,0.0,7.0,3.9625,4.0,0.0,7.0
rzsm>0.7_pr>80,ssp245,2050,13,14,1,0,16,0,0,10,1,12,0,5,6,7,14,7,140,4,3,0,13,14,0,0,16,0,0,10,0,11,0,5,5,6,13,6,140,2,3,0,3,3,0,0,4,0,0,2,0,2,0,1,1,2,3,2,9,1,1,0,6,6,0,0,9,0,0,6,0,6,0,5,5,4,7,3,50,2,3,0,4.33,4.67,0.0,0.0,4.0,0.0,0.0,5.0,0.0,5.5,0.0,5.0,5.0,3.0,4.33,3.0,15.56,2.0,3.0,0.0,12.65,5.5,0.0,14.200000000000003,12.2,5.0,0.0,14.200000000000003,1.7,1.0,0.0,3.1000000000000014,5.6,3.5,0.0,7.200000000000003,3.2195,3.0,0.0,5.050000000000001
rzsm>0.7_pr>80,ssp245,2051,4,3,15,0,13,3,0,3,1,2,5,8,2,2,0,3,3,2,0,7,2,3,14,0,13,3,0,3,0,2,4,6,2,2,0,3,2,2,0,6,1,1,2,0,2,1,0,1,0,1,2,1,1,1,0,1,1,1,0,1,2,3,8,0,7,3,0,3,0,2,2,6,2,2,0,3,2,2,0,6,2.0,3.0,7.0,0.0,6.5,3.0,0.0,3.0,0.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,6.0,3.8,3.0,0.0,8.500000000000007,3.35,2.0,0.0,6.70000000000001,0.9,1.0,0.0,2.0,2.65,2.0,0.0,6.100000000000001,2.575,2.0,0.0,6.050000000000001
rzsm>0.7_pr>80,ssp245,2052,0,9,26,3,1,4,32,8,16,3,21,1,14,3,1,0,21,12,1,13,0,9,26,2,0,4,31,7,14,3,20,0,14,2,0,0,21,12,0,12,0,2,3,1,0,1,5,2,4,1,5,0,3,1,0,0,2,4,0,3,0,6,18,2,0,4,9,4,6,3,8,0,7,2,0,0,17,4,0,4,0.0,4.5,8.67,2.0,0.0,4.0,6.2,3.5,3.5,3.0,4.0,0.0,4.67,2.0,0.0,0.0,10.5,3.0,0.0,4.0,9.45,6.0,0.9000000000000001,21.500000000000007,8.85,5.5,0.0,21.500000000000007,1.85,1.5,0.0,4.100000000000001,4.7,4.0,0.0,9.800000000000011,3.1770000000000005,3.25,0.0,6.447000000000004
rzsm>0.7_pr>80,ssp245,2053,7,6,1,0,2,7,7,8,0,0,2,11,3,11,1,2,163,4,0,4,7,4,0,0,0,7,6,8,0,0,2,11,2,10,0,2,162,4,0,3,1,1,0,0,0,1,1,3,0,0,1,2,1,3,0,1,12,1,0,1,7,4,0,0,0,7,6,4,0,0,2,6,2,5,0,2,55,4,0,3,7.0,4.0,0.0,0.0,0.0,7.0,6.0,2.67,0.0,0.0,2.0,5.5,2.0,3.33,0.0,2.0,13.5,4.0,0.0,3.0,11.95,3.5,0.0,11.0,11.4,2.5,0.0,10.100000000000001,1.45,1.0,0.0,3.0,5.35,2.5,0.0,7.0,3.1,2.335,0.0,7.0
rzsm>0.7_pr>80,ssp245,2054,8,1,2,0,6,9,0,3,4,3,10,32,13,7,8,0,208,4,7,9,7,0,2,0,5,8,0,3,4,3,10,31,13,7,7,0,206,4,7,8,3,0,1,0,1,2,0,1,1,1,2,6,4,2,2,0,8,1,1,2,3,0,2,0,5,6,0,3,4,3,6,7,7,5,5,0,57,4,7,4,2.33,0.0,2.0,0.0,5.0,4.0,0.0,3.0,4.0,3.0,5.0,5.17,3.25,3.5,3.5,0.0,25.75,4.0,7.0,4.0,16.7,6.5,0.0,14.900000000000027,16.25,6.0,0.0,14.800000000000026,1.9,1.0,0.0,4.200000000000003,6.4,4.0,0.0,7.0,4.225,3.5,0.0,5.353000000000002
rzsm>0.7_pr>80,ssp245,2055,10,11,3,0,2,1,0,0,6,4,16,24,14,0,16,16,222,26,6,0,9,10,3,0,2,0,0,0,6,3,16,23,14,0,16,16,222,25,4,0,2,2,1,0,1,0,0,0,1,1,3,5,3,0,4,3,3,4,1,0,7,5,3,0,2,0,0,0,6,3,7,7,7,0,7,7,149,8,4,0,4.5,5.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,5.33,4.6,4.67,0.0,4.0,5.33,74.0,6.25,4.0,0.0,18.85,6.0,0.0,24.200000000000003,18.45,5.0,0.0,23.200000000000003,1.7,1.0,0.0,4.0,11.1,4.5,0.0,7.100000000000001,6.5840000000000005,4.0,0.0,6.025
rzsm>0.7_pr>80,ssp245,2056,2,9,10,1,6,9,14,8,0,0,5,10,18,10,2,6,260,2,6,5,2,8,10,0,4,9,14,8,0,0,5,9,18,10,2,6,259,2,5,4,1,1,2,0,1,2,2,2,0,0,1,2,3,2,1,2,7,1,1,1,2,8,5,0,4,6,7,6,0,0,5,7,6,6,2,4,91,2,5,4,2.0,8.0,5.0,0.0,4.0,4.5,7.0,4.0,0.0,0.0,5.0,4.5,6.0,5.0,2.0,3.0,37.0,2.0,5.0,4.0,19.15,6.0,0.9000000000000001,14.400000000000006,18.75,5.5,0.0,14.400000000000006,1.6,1.0,0.0,2.1000000000000014,8.5,5.0,0.0,7.100000000000001,5.4,4.25,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2057,17,0,7,13,11,8,10,9,0,3,0,19,0,9,0,17,193,2,5,7,16,0,7,12,11,7,9,8,0,2,0,17,0,9,0,17,193,2,5,7,5,0,1,3,3,2,3,2,0,1,0,3,0,2,0,3,11,1,2,1,6,0,7,6,6,4,4,6,0,2,0,9,0,5,0,7,56,2,3,7,3.2,0.0,7.0,4.0,3.67,3.5,3.0,4.0,0.0,2.0,0.0,5.67,0.0,4.5,0.0,5.67,17.55,2.0,2.5,7.0,16.5,7.5,0.0,17.200000000000003,16.1,7.0,0.0,17.0,2.15,2.0,0.0,3.200000000000003,6.5,4.5,0.0,7.200000000000003,3.7630000000000003,3.35,0.0,7.0
rzsm>0.7_pr>80,ssp245,2058,0,12,0,2,0,7,12,0,0,6,14,10,4,2,14,34,365,2,6,10,0,11,0,2,0,6,12,0,0,6,14,10,3,0,13,32,365,2,6,10,0,3,0,1,0,2,2,0,0,1,3,2,1,0,4,7,1,1,1,2,0,5,0,2,0,3,7,0,0,6,6,7,3,0,4,7,365,2,6,7,0.0,3.67,0.0,2.0,0.0,3.0,6.0,0.0,0.0,6.0,4.67,5.0,3.0,0.0,3.25,4.57,365.0,2.0,6.0,5.0,25.0,6.0,0.0,16.00000000000003,24.6,6.0,0.0,15.800000000000026,1.55,1.0,0.0,3.1000000000000014,21.5,3.5,0.0,7.0,20.958000000000002,3.125,0.0,6.0
rzsm>0.7_pr>80,ssp245,2059,3,16,3,6,3,24,0,8,15,2,15,8,0,2,3,11,243,17,0,20,3,15,3,6,3,23,0,6,15,2,14,8,0,0,3,11,243,16,0,18,1,3,1,1,1,4,0,2,3,1,3,2,0,0,1,2,3,3,0,3,3,7,3,6,3,7,0,4,7,2,7,5,0,0,3,6,118,7,0,6,3.0,5.0,3.0,6.0,3.0,5.75,0.0,3.0,5.0,2.0,4.67,4.0,0.0,0.0,3.0,5.5,81.0,5.33,0.0,6.0,19.95,7.0,0.0,20.400000000000006,19.45,6.0,0.0,18.500000000000007,1.7,1.5,0.0,3.0,9.7,4.5,0.0,7.0,7.262500000000001,3.5,0.0,6.0
rzsm>0.7_pr>80,ssp245,2060,33,0,19,0,6,11,0,0,0,0,19,5,4,17,14,10,247,2,1,5,31,0,19,0,6,11,0,0,0,0,18,5,4,16,14,9,246,2,0,5,6,0,4,0,1,2,0,0,0,0,4,2,1,4,2,2,4,1,0,1,6,0,6,0,6,6,0,0,0,0,6,3,4,6,7,6,134,2,0,5,5.17,0.0,4.75,0.0,6.0,5.5,0.0,0.0,0.0,0.0,4.5,2.5,4.0,4.0,7.0,4.5,61.5,2.0,0.0,5.0,19.65,5.0,0.0,20.40000000000002,19.3,5.0,0.0,20.200000000000017,1.7,1.0,0.0,4.0,9.85,4.5,0.0,6.100000000000001,5.821,4.0,0.0,6.100000000000001
rzsm>0.7_pr>80,ssp245,2061,13,3,4,0,13,13,0,2,0,0,7,10,0,0,4,0,44,7,0,10,12,3,4,0,11,13,0,2,0,0,7,9,0,0,4,0,43,7,0,9,3,1,1,0,3,3,0,1,0,0,1,2,0,0,2,0,4,1,0,4,6,3,4,0,7,6,0,2,0,0,7,7,0,0,2,0,30,7,0,3,4.0,3.0,4.0,0.0,3.67,4.33,0.0,2.0,0.0,0.0,7.0,4.5,0.0,0.0,2.0,0.0,10.75,7.0,0.0,2.25,6.5,3.5,0.0,13.0,6.2,3.5,0.0,12.100000000000001,1.3,1.0,0.0,3.1000000000000014,4.2,2.5,0.0,7.0,2.725,2.125,0.0,7.0
rzsm>0.7_pr>80,ssp245,2062,3,12,7,2,5,6,12,4,18,5,5,6,0,31,8,10,253,6,6,5,3,12,7,2,5,6,11,4,17,5,5,5,0,31,8,9,251,6,6,3,1,2,1,1,1,1,2,1,3,1,1,2,0,4,2,4,5,1,1,1,3,6,7,2,5,6,6,4,7,5,5,3,0,11,6,3,107,6,6,3,3.0,6.0,7.0,2.0,5.0,6.0,5.5,4.0,5.67,5.0,5.0,2.5,0.0,7.75,4.0,2.25,50.2,6.0,6.0,3.0,20.2,6.0,2.9000000000000004,19.30000000000002,19.8,6.0,2.9000000000000004,18.40000000000002,1.75,1.0,1.0,4.0,10.05,5.5,2.9000000000000004,7.400000000000006,6.7935,5.0,2.225,7.075000000000001
rzsm>0.7_pr>80,ssp245,2063,5,20,9,0,6,3,6,0,14,15,12,0,6,0,11,17,238,2,0,8,5,18,9,0,6,2,5,0,14,15,11,0,5,0,11,15,238,2,0,7,1,3,2,0,1,1,1,0,2,3,3,0,2,0,3,3,8,1,0,2,5,7,5,0,6,2,5,0,7,7,7,0,3,0,7,5,105,2,0,5,5.0,6.0,4.5,0.0,6.0,2.0,5.0,0.0,7.0,5.0,3.67,0.0,2.5,0.0,3.67,5.0,29.75,2.0,0.0,3.5,18.6,6.0,0.0,17.300000000000004,18.15,5.5,0.0,15.300000000000004,1.8,1.5,0.0,3.0,8.9,5.0,0.0,7.0,4.5295000000000005,3.67,0.0,6.100000000000001
rzsm>0.7_pr>80,ssp245,2064,3,6,1,0,11,5,6,1,0,0,15,16,1,0,5,3,60,8,7,18,2,4,0,0,9,5,6,0,0,0,14,15,0,0,5,3,58,8,6,18,1,1,0,0,2,2,2,0,0,0,3,4,0,0,2,1,4,2,1,4,2,4,0,0,5,3,4,0,0,0,7,6,0,0,3,3,38,5,6,5,2.0,4.0,0.0,0.0,4.5,2.5,3.0,0.0,0.0,0.0,4.67,3.75,0.0,0.0,2.5,3.0,14.5,4.0,6.0,4.5,8.3,5.0,0.0,16.200000000000003,7.65,4.5,0.0,15.300000000000004,1.45,1.0,0.0,4.0,4.55,3.0,0.0,6.100000000000001,2.946,2.75,0.0,4.803000000000002
rzsm>0.7_pr>80,ssp245,2065,9,9,12,0,6,5,19,17,11,5,7,3,2,3,2,0,51,10,8,18,7,9,12,0,4,5,18,16,11,5,6,2,2,3,2,0,51,9,5,18,1,2,3,0,2,1,5,3,2,2,1,1,1,1,1,0,8,2,2,4,7,7,6,0,2,5,6,7,6,3,6,2,2,3,2,0,14,7,3,7,7.0,4.5,4.0,0.0,2.0,5.0,3.6,5.33,5.5,2.5,6.0,2.0,2.0,3.0,2.0,0.0,6.38,4.5,2.5,4.5,9.85,7.5,1.8000000000000003,18.1,9.25,5.5,1.8000000000000003,18.0,2.1,2.0,0.9000000000000001,4.100000000000001,4.75,5.5,1.8000000000000003,7.0,3.6155,3.8,1.8000000000000003,6.038
rzsm>0.7_pr>80,ssp245,2066,6,9,16,0,13,4,3,3,14,2,10,3,0,4,0,29,263,6,1,10,6,8,16,0,12,4,3,3,13,2,10,2,0,3,0,28,263,6,0,10,1,3,2,0,3,1,1,1,3,1,2,1,0,1,0,5,6,1,0,2,6,4,11,0,7,4,3,3,5,2,6,2,0,3,0,7,183,6,0,6,6.0,2.67,8.0,0.0,4.0,4.0,3.0,3.0,4.33,2.0,5.0,2.0,0.0,3.0,0.0,5.6,43.83,6.0,0.0,5.0,19.8,5.0,0.0,17.30000000000002,19.45,5.0,0.0,17.200000000000017,1.7,1.0,0.0,3.200000000000003,12.9,4.0,0.0,7.400000000000006,5.3715,3.5,0.0,6.200000000000003
rzsm>0.7_pr>80,ssp245,2067,7,14,14,0,7,0,7,3,10,7,12,1,22,5,2,27,210,4,4,2,7,14,12,0,6,0,7,3,10,5,11,0,21,5,2,27,210,4,4,0,2,3,3,0,1,0,3,1,2,2,2,0,5,1,1,5,11,1,1,0,4,6,7,0,6,0,3,3,6,3,6,0,7,5,2,7,86,4,4,0,3.5,4.67,4.0,0.0,6.0,0.0,2.33,3.0,5.0,2.5,5.5,0.0,4.2,5.0,2.0,5.4,19.09,4.0,4.0,0.0,17.9,7.0,0.9000000000000001,22.500000000000007,17.4,5.5,0.0,21.60000000000001,2.2,1.5,0.0,5.0,7.95,4.0,0.0,7.0,4.0095,4.0,0.0,5.550000000000001
rzsm>0.7_pr>80,ssp245,2068,10,14,1,0,2,9,7,7,3,9,21,7,6,5,10,7,272,13,1,6,8,14,0,0,2,9,6,6,3,9,21,6,6,5,8,7,272,13,0,6,2,5,0,0,1,2,1,2,1,3,4,1,2,1,2,2,7,3,0,2,6,4,0,0,2,7,6,4,3,4,7,6,4,5,6,5,79,6,0,4,4.0,2.8,0.0,0.0,2.0,4.5,6.0,3.0,3.0,3.0,5.25,6.0,3.0,5.0,4.0,3.5,38.86,4.33,0.0,3.0,20.5,7.0,1.0,14.70000000000001,20.05,6.0,0.0,14.70000000000001,2.05,2.0,0.0,4.100000000000001,7.9,4.5,0.0,7.0,5.061999999999999,3.25,0.0,6.0
rzsm>0.7_pr>80,ssp245,2069,3,5,7,0,0,2,19,6,5,6,0,14,15,22,21,0,81,11,0,20,0,5,6,0,0,2,19,4,5,4,0,14,15,22,20,0,81,11,0,20,0,1,2,0,0,1,4,1,1,2,0,5,4,4,4,0,8,2,0,5,0,5,4,0,0,2,7,4,5,2,0,4,6,10,7,0,21,6,0,7,0.0,5.0,3.0,0.0,0.0,2.0,4.75,4.0,5.0,2.0,0.0,2.8,3.75,5.5,5.0,0.0,10.12,5.5,0.0,4.0,11.85,6.0,0.0,21.1,11.4,5.0,0.0,20.200000000000003,2.2,1.5,0.0,5.0,4.5,4.0,0.0,7.300000000000004,3.1209999999999996,3.375,0.0,5.5
rzsm>0.7_pr>80,ssp245,2070,15,21,10,0,0,8,20,11,8,8,17,24,6,0,11,9,151,10,2,4,15,21,10,0,0,7,19,11,8,8,17,23,6,0,10,9,150,10,2,4,3,4,3,0,0,2,4,3,2,2,2,4,1,0,2,2,11,2,1,2,7,7,6,0,0,5,8,5,6,5,9,7,6,0,7,7,43,5,2,2,5.0,5.25,3.33,0.0,0.0,3.5,4.75,3.67,4.0,4.0,8.5,5.75,6.0,0.0,5.0,4.5,13.64,5.0,2.0,2.0,16.75,9.5,0.0,21.300000000000004,16.5,9.5,0.0,21.200000000000003,2.5,2.0,0.0,4.0,6.85,6.0,0.0,8.100000000000001,4.2945,4.25,0.0,6.2500000000000036
rzsm>0.7_pr>80,ssp245,2071,11,1,31,15,2,17,3,7,5,0,17,8,1,0,7,26,274,6,6,11,10,0,29,15,2,17,3,6,5,0,17,8,0,0,7,25,273,6,6,8,2,0,6,2,1,3,1,1,2,0,4,2,0,0,1,5,11,1,1,2,6,0,7,8,2,7,3,6,3,0,6,6,0,0,7,7,113,6,6,5,5.0,0.0,4.83,7.5,2.0,5.67,3.0,6.0,2.5,0.0,4.25,4.0,0.0,0.0,7.0,5.0,24.82,6.0,6.0,4.0,22.4,7.0,0.9000000000000001,26.500000000000007,21.85,6.5,0.0,25.400000000000006,2.25,1.5,0.0,5.100000000000001,9.9,6.0,0.0,7.100000000000001,4.8785,4.54,0.0,7.050000000000001
