threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.98_pr>50,ssp245,2039,5,2,6,0,13,11,11,0,19,13,11,6,19,0,3,2,20,4,0,3,5,2,6,0,13,11,8,0,19,13,11,6,19,0,2,2,16,4,0,2,1,1,1,0,3,3,2,0,4,3,2,3,5,0,1,1,3,2,0,1,5,2,6,0,8,5,6,0,9,5,6,2,6,0,2,2,9,2,0,2,5.0,2.0,6.0,0.0,4.33,3.67,4.0,0.0,4.75,4.33,5.5,2.0,3.8,0.0,2.0,2.0,5.33,2.0,0.0,2.0,7.4,5.5,0.0,19.0,6.95,5.5,0.0,16.300000000000004,1.8,1.5,0.0,3.1000000000000014,3.85,3.5,0.0,8.100000000000001,2.9354999999999998,2.835,0.0,5.347
rzsm>0.98_pr>50,ssp245,2040,15,7,7,0,30,7,2,1,3,3,7,8,11,2,4,7,5,0,18,0,15,7,7,0,29,6,0,0,0,2,6,8,11,2,4,7,5,0,18,0,3,3,2,0,8,2,0,0,0,1,2,3,2,1,1,1,2,0,3,0,8,3,4,0,7,4,0,0,0,2,4,4,6,2,4,7,3,0,10,0,5.0,2.33,3.5,0.0,3.62,3.0,0.0,0.0,0.0,2.0,3.0,2.67,5.5,2.0,4.0,7.0,2.5,0.0,6.0,0.0,6.85,6.0,0.0,15.300000000000004,6.35,5.5,0.0,15.300000000000004,1.7,1.5,0.0,3.0,3.4,3.5,0.0,7.100000000000001,2.606,2.585,0.0,5.550000000000001
rzsm>0.98_pr>50,ssp245,2041,2,5,22,0,3,17,0,15,8,6,3,11,1,9,14,22,25,6,16,10,2,4,20,0,2,15,0,15,7,5,2,10,0,6,12,21,21,5,16,9,1,1,5,0,1,4,0,5,2,2,1,3,0,2,4,6,4,2,4,2,2,4,6,0,2,5,0,5,5,3,2,5,0,4,4,5,9,3,9,6,2.0,4.0,4.0,0.0,2.0,3.75,0.0,3.0,3.5,2.5,2.0,3.33,0.0,3.0,3.0,3.5,5.25,2.5,4.0,4.5,9.75,8.5,0.9000000000000001,22.0,8.6,6.5,0.0,20.1,2.45,2.0,0.0,5.0,3.95,4.0,0.0,6.300000000000004,2.7915,3.0,0.0,4.050000000000001
rzsm>0.98_pr>50,ssp245,2042,3,6,9,0,18,13,2,0,1,0,4,2,11,5,7,31,8,11,1,18,3,6,9,0,18,11,2,0,0,0,2,2,10,4,7,31,6,10,0,18,1,2,4,0,5,4,1,0,0,0,1,1,3,2,3,6,1,3,0,4,3,4,3,0,6,4,2,0,0,0,2,2,4,2,3,13,6,4,0,6,3.0,3.0,2.25,0.0,3.6,2.75,2.0,0.0,0.0,0.0,2.0,2.0,3.33,2.0,2.33,5.17,6.0,3.33,0.0,4.5,7.5,5.5,0.0,18.0,6.95,5.0,0.0,18.0,2.05,1.5,0.0,4.100000000000001,3.2,3.0,0.0,6.0,2.363,2.29,0.0,4.567000000000001
rzsm>0.98_pr>50,ssp245,2043,2,19,2,0,0,4,0,0,8,3,0,3,0,15,2,8,0,7,2,1,2,18,0,0,0,4,0,0,5,2,0,3,0,15,2,7,0,6,2,0,1,4,0,0,0,2,0,0,2,1,0,1,0,5,1,3,0,2,1,0,2,7,0,0,0,2,0,0,3,2,0,3,0,4,2,3,0,4,2,0,2.0,4.5,0.0,0.0,0.0,2.0,0.0,0.0,2.5,2.0,0.0,3.0,0.0,3.0,2.0,2.33,0.0,3.0,2.0,0.0,3.8,2.0,0.0,8.70000000000001,3.3,2.0,0.0,7.800000000000011,1.15,1.0,0.0,3.1000000000000014,1.7,2.0,0.0,4.0,1.4164999999999999,2.0,0.0,3.0
rzsm>0.98_pr>50,ssp245,2044,2,7,5,0,6,6,13,8,6,0,9,4,0,5,4,26,11,1,9,0,0,6,4,0,6,5,13,7,5,0,9,4,0,5,4,23,11,0,9,0,0,1,1,0,2,2,4,3,2,0,3,1,0,2,2,5,2,0,2,0,0,6,4,0,4,3,5,3,3,0,4,4,0,3,2,8,6,0,6,0,0.0,6.0,4.0,0.0,3.0,2.5,3.25,2.33,2.5,0.0,3.0,4.0,0.0,2.5,2.0,4.6,5.5,0.0,4.5,0.0,6.1,5.5,0.0,11.200000000000003,5.55,5.0,0.0,11.200000000000003,1.6,2.0,0.0,3.1000000000000014,3.05,3.0,0.0,6.0,2.484,2.5,0.0,4.690000000000001
rzsm>0.98_pr>50,ssp245,2045,10,6,3,0,1,7,4,0,3,8,11,6,4,16,6,2,1,1,11,4,9,4,3,0,0,6,3,0,3,7,10,5,4,16,6,0,0,0,11,3,2,2,1,0,0,2,1,0,1,3,4,2,1,2,2,0,0,0,2,1,5,2,3,0,0,4,3,0,3,3,3,3,4,12,4,0,0,0,6,3,4.5,2.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,2.33,2.5,2.5,4.0,8.0,3.0,0.0,0.0,0.0,5.5,3.0,5.2,4.0,0.9000000000000001,11.0,4.5,3.5,0.0,10.100000000000001,1.3,1.0,0.0,2.1000000000000014,2.9,3.0,0.0,5.100000000000001,2.4665,2.75,0.0,4.600000000000001
rzsm>0.98_pr>50,ssp245,2046,14,1,8,0,13,14,4,5,2,0,16,17,3,14,7,19,7,1,0,0,13,0,8,0,11,14,4,5,2,0,15,13,2,11,7,19,7,0,0,0,6,0,3,0,3,4,2,1,1,0,4,5,1,3,3,6,2,0,0,0,3,0,3,0,5,5,2,5,2,0,5,4,2,6,3,6,4,0,0,0,2.17,0.0,2.67,0.0,3.67,3.5,2.0,5.0,2.0,0.0,3.75,2.6,2.0,3.67,2.33,3.17,3.5,0.0,0.0,0.0,7.25,6.0,0.0,16.1,6.55,6.0,0.0,14.100000000000001,2.2,2.0,0.0,5.100000000000001,2.75,3.0,0.0,5.100000000000001,2.1015,2.25,0.0,3.678
rzsm>0.98_pr>50,ssp245,2047,17,9,8,0,0,11,1,1,1,19,3,6,0,9,10,16,4,4,11,13,16,7,8,0,0,11,0,0,0,18,3,6,0,9,10,16,2,3,10,11,6,2,2,0,0,3,0,0,0,2,1,2,0,3,2,3,1,1,2,3,6,4,4,0,0,5,0,0,0,15,3,4,0,5,6,7,2,3,6,5,2.67,3.5,4.0,0.0,0.0,3.67,0.0,0.0,0.0,9.0,3.0,3.0,0.0,3.0,5.0,5.33,2.0,3.0,5.0,3.67,7.15,7.0,0.0,16.1,6.5,6.5,0.0,16.0,1.65,2.0,0.0,3.0,3.75,4.0,0.0,6.100000000000001,2.7920000000000003,3.0,0.0,5.033
rzsm>0.98_pr>50,ssp245,2048,5,14,7,0,14,1,10,15,3,11,14,4,8,0,7,9,13,0,0,23,3,14,7,0,12,0,9,12,3,9,10,4,7,0,7,7,12,0,0,22,1,5,2,0,3,0,3,4,1,3,4,2,2,0,1,3,5,0,0,5,3,4,4,0,6,0,5,4,3,4,3,2,4,0,7,3,3,0,0,7,3.0,2.8,3.5,0.0,4.0,0.0,3.0,3.0,3.0,3.0,2.5,2.0,3.5,0.0,7.0,2.33,2.4,0.0,0.0,4.4,7.9,7.5,0.0,14.100000000000001,6.9,7.0,0.0,12.200000000000003,2.2,2.0,0.0,5.0,3.1,3.0,0.0,6.100000000000001,2.4715,2.9,0.0,4.040000000000001
rzsm>0.98_pr>50,ssp245,2049,8,5,18,0,0,5,13,2,2,4,8,1,7,4,7,13,2,0,5,5,7,4,18,0,0,4,13,2,2,3,7,0,7,4,7,12,2,0,5,5,3,2,4,0,0,1,5,1,1,1,3,0,2,2,2,3,1,0,1,2,3,2,7,0,0,4,4,2,2,3,3,0,4,2,5,4,2,0,5,3,2.33,2.0,4.5,0.0,0.0,4.0,2.6,2.0,2.0,3.0,2.33,0.0,3.5,2.0,3.5,4.0,2.0,0.0,5.0,2.5,5.45,5.0,0.0,13.0,5.1,4.0,0.0,12.100000000000001,1.7,1.5,0.0,3.1000000000000014,2.75,3.0,0.0,5.0,2.363,2.33,0.0,4.050000000000001
rzsm>0.98_pr>50,ssp245,2050,1,8,1,0,14,10,0,2,6,10,23,2,1,0,13,8,3,3,7,3,0,7,0,0,13,10,0,2,6,10,23,2,0,0,13,4,3,3,7,2,0,2,0,0,3,2,0,1,1,3,5,1,0,0,3,2,1,1,3,1,0,4,0,0,6,7,0,2,6,5,5,2,0,0,6,2,3,3,3,2,0.0,3.5,0.0,0.0,4.33,5.0,0.0,2.0,6.0,3.33,4.6,2.0,0.0,0.0,4.33,2.0,3.0,3.0,2.33,2.0,5.75,3.0,0.0,13.100000000000001,5.25,3.0,0.0,13.0,1.45,1.0,0.0,3.0,2.8,2.5,0.0,6.0,2.3709999999999996,2.165,0.0,4.640000000000001
rzsm>0.98_pr>50,ssp245,2051,0,4,10,0,6,1,13,6,3,0,10,5,12,3,3,2,0,2,1,3,0,3,10,0,3,0,12,5,2,0,10,4,12,3,2,0,0,2,0,0,0,1,3,0,1,0,3,2,1,0,2,2,3,1,1,0,0,1,0,0,0,3,5,0,3,0,6,3,2,0,6,2,8,3,2,0,0,2,0,0,0.0,3.0,3.33,0.0,3.0,0.0,4.0,2.5,2.0,0.0,5.0,2.0,4.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,4.2,3.0,0.0,10.200000000000003,3.4,2.0,0.0,10.200000000000003,1.05,1.0,0.0,3.0,2.25,2.0,0.0,6.0,1.7914999999999999,2.0,0.0,4.0
rzsm>0.98_pr>50,ssp245,2052,3,11,6,0,4,14,7,2,22,3,3,5,5,14,5,13,10,12,19,0,3,11,6,0,3,14,5,2,21,2,3,4,3,13,4,10,8,12,19,0,1,2,2,0,1,2,2,1,6,1,1,2,1,3,2,4,4,2,5,0,3,6,3,0,3,11,3,2,6,2,3,2,3,5,2,3,2,7,9,0,3.0,5.5,3.0,0.0,3.0,7.0,2.5,2.0,3.5,2.0,3.0,2.0,3.0,4.33,2.0,2.5,2.0,6.0,3.8,0.0,7.9,5.5,1.8000000000000003,14.500000000000007,7.15,4.5,1.8000000000000003,14.500000000000007,2.1,2.0,0.9000000000000001,4.100000000000001,3.75,3.0,1.8000000000000003,7.200000000000003,3.0065,3.0,1.8000000000000003,5.550000000000001
rzsm>0.98_pr>50,ssp245,2053,12,12,3,0,16,4,5,4,0,2,2,0,5,7,2,18,10,6,0,0,9,11,2,0,15,4,5,3,0,2,2,0,3,6,2,17,10,6,0,0,4,3,1,0,4,1,2,1,0,1,1,0,1,3,1,5,3,2,0,0,3,4,2,0,5,4,3,3,0,2,2,0,3,2,2,5,6,4,0,0,2.25,3.67,2.0,0.0,3.75,4.0,2.5,3.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,3.4,3.33,3.0,0.0,0.0,5.4,4.0,0.0,12.400000000000006,4.85,3.0,0.0,11.400000000000006,1.65,1.0,0.0,4.0,2.5,2.5,0.0,5.0,2.0949999999999998,2.125,0.0,3.678
rzsm>0.98_pr>50,ssp245,2054,28,2,0,0,8,7,3,6,0,3,8,8,12,5,3,1,6,2,3,9,27,0,0,0,7,6,3,5,0,2,6,7,10,5,3,0,4,2,3,9,8,0,0,0,3,1,1,1,0,1,2,2,3,1,1,0,2,1,1,2,6,0,0,0,3,6,3,5,0,2,3,5,4,5,3,0,2,2,3,5,3.38,0.0,0.0,0.0,2.33,6.0,3.0,5.0,0.0,2.0,3.0,3.5,3.33,5.0,3.0,0.0,2.0,2.0,3.0,4.5,5.7,4.0,0.0,9.300000000000004,4.95,3.5,0.0,9.100000000000001,1.5,1.0,0.0,3.0,2.85,3.0,0.0,5.100000000000001,2.552,3.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2055,2,4,11,0,3,19,2,0,0,3,3,17,2,2,2,19,5,11,7,4,2,4,10,0,2,18,2,0,0,3,2,16,2,0,2,17,3,11,7,3,1,2,3,0,1,5,1,0,0,1,1,6,1,0,1,3,1,2,2,1,2,2,4,0,2,7,2,0,0,3,2,3,2,0,2,10,3,9,5,3,2.0,2.0,3.33,0.0,2.0,3.6,2.0,0.0,0.0,3.0,2.0,2.67,2.0,0.0,2.0,5.67,3.0,5.5,3.5,3.0,5.8,3.0,0.0,17.200000000000003,5.2,2.5,0.0,16.1,1.6,1.0,0.0,3.200000000000003,3.05,2.0,0.0,7.200000000000003,2.3635,2.0,0.0,3.7900000000000027
rzsm>0.98_pr>50,ssp245,2056,8,6,0,1,9,6,6,8,20,5,5,5,0,3,2,9,2,4,17,0,6,5,0,0,9,6,6,7,16,4,3,4,0,3,2,8,2,4,17,0,2,2,0,0,3,1,3,3,5,2,1,1,0,1,1,2,1,2,4,0,3,3,0,0,4,6,2,3,5,2,3,4,0,3,2,5,2,2,7,0,3.0,2.5,0.0,0.0,3.0,6.0,2.0,2.33,3.2,2.0,3.0,4.0,0.0,3.0,2.0,4.0,2.0,2.0,4.25,0.0,5.8,5.0,0.0,9.800000000000011,5.1,4.0,0.0,9.70000000000001,1.7,1.5,0.0,3.1000000000000014,2.8,3.0,0.0,5.100000000000001,2.414,2.415,0.0,4.025
rzsm>0.98_pr>50,ssp245,2057,9,7,5,0,1,1,14,6,5,14,13,0,2,0,12,18,20,0,0,8,7,7,4,0,0,0,13,5,5,14,12,0,2,0,11,16,16,0,0,5,3,2,1,0,0,0,4,2,1,5,3,0,1,0,1,5,5,0,0,1,3,5,4,0,0,0,4,3,5,4,7,0,2,0,11,5,5,0,0,5,2.33,3.5,4.0,0.0,0.0,0.0,3.25,2.5,5.0,2.8,4.0,0.0,2.0,0.0,11.0,3.2,3.2,0.0,0.0,5.0,6.75,5.5,0.0,14.400000000000006,5.85,5.0,0.0,14.200000000000003,1.7,1.0,0.0,5.0,3.15,3.5,0.0,5.200000000000003,2.589,2.65,0.0,5.0
rzsm>0.98_pr>50,ssp245,2058,12,13,13,0,1,19,13,2,0,18,3,3,5,0,5,16,22,2,0,3,10,12,11,0,0,17,13,2,0,18,3,2,4,0,3,16,21,2,0,3,4,5,2,0,0,4,4,1,0,5,1,1,1,0,1,4,4,1,0,1,3,4,6,0,0,8,4,2,0,6,3,2,4,0,3,6,8,2,0,3,2.5,2.4,5.5,0.0,0.0,4.25,3.25,2.0,0.0,3.6,3.0,2.0,4.0,0.0,3.0,4.0,5.25,2.0,0.0,3.0,7.5,4.0,0.0,18.1,6.85,3.0,0.0,17.1,1.95,1.0,0.0,4.100000000000001,3.2,3.0,0.0,6.200000000000003,2.4875,2.75,0.0,4.350000000000001
rzsm>0.98_pr>50,ssp245,2059,4,4,10,0,3,16,1,13,15,3,5,17,8,11,7,7,5,10,14,29,4,4,10,0,0,14,0,13,12,2,5,17,8,11,6,7,5,9,12,29,2,1,4,0,0,4,0,3,2,1,2,4,2,2,1,2,2,3,2,5,2,4,3,0,0,5,0,7,9,2,3,6,4,6,6,5,3,4,7,9,2.0,4.0,2.5,0.0,0.0,3.5,0.0,4.33,6.0,2.0,2.5,4.25,4.0,5.5,6.0,3.5,2.5,3.0,6.0,5.8,9.1,7.5,2.8000000000000003,16.1,8.4,7.5,0.0,14.300000000000004,2.1,2.0,0.0,4.0,4.25,4.0,0.0,7.200000000000003,3.3689999999999998,3.5,0.0,6.0
rzsm>0.98_pr>50,ssp245,2060,9,20,12,0,3,1,0,7,13,4,5,21,1,0,11,1,9,20,4,12,7,18,12,0,2,0,0,7,12,2,5,21,0,0,11,0,6,16,4,9,2,5,4,0,1,0,0,3,3,1,2,5,0,0,1,0,2,4,2,3,5,6,4,0,2,0,0,3,6,2,3,7,0,0,11,0,3,7,2,4,3.5,3.6,3.0,0.0,2.0,0.0,0.0,2.33,4.0,2.0,2.5,4.2,0.0,0.0,11.0,0.0,3.0,4.0,2.0,3.0,7.65,6.0,0.0,20.0,6.6,5.5,0.0,16.200000000000003,1.9,2.0,0.0,4.100000000000001,3.25,3.0,0.0,7.0,2.5065,2.415,0.0,4.0200000000000005
rzsm>0.98_pr>50,ssp245,2061,20,3,4,0,3,11,3,0,11,2,14,8,0,4,8,2,10,1,5,1,18,3,4,0,3,10,3,0,11,0,13,6,0,3,8,0,9,0,0,0,4,1,1,0,1,2,1,0,3,0,5,2,0,1,2,0,2,0,0,0,7,3,4,0,3,8,3,0,5,0,4,4,0,3,6,0,6,0,0,0,4.5,3.0,4.0,0.0,3.0,5.0,3.0,0.0,3.67,0.0,2.6,3.0,0.0,3.0,4.0,0.0,4.5,0.0,0.0,0.0,5.5,3.5,0.0,11.300000000000004,4.55,3.0,0.0,11.200000000000003,1.25,1.0,0.0,3.1000000000000014,2.8,3.0,0.0,6.100000000000001,2.1635,3.0,0.0,4.5
rzsm>0.98_pr>50,ssp245,2062,2,6,23,0,6,13,16,9,9,8,9,5,2,14,12,1,1,0,0,2,2,5,23,0,6,13,14,8,8,7,8,4,2,12,9,0,0,0,0,0,1,1,5,0,3,4,3,1,3,2,3,2,1,3,3,0,0,0,0,0,2,5,12,0,2,4,5,8,3,5,3,2,2,5,4,0,0,0,0,0,2.0,5.0,4.6,0.0,2.0,3.25,4.67,8.0,2.67,3.5,2.67,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6.9,6.0,0.0,14.200000000000003,6.05,5.5,0.0,13.100000000000001,1.75,1.5,0.0,3.1000000000000014,3.1,2.5,0.0,5.300000000000004,2.4680000000000004,2.335,0.0,4.703
rzsm>0.98_pr>50,ssp245,2063,12,7,6,0,2,7,10,6,3,11,10,13,13,3,0,21,1,1,2,3,11,7,6,0,0,5,10,6,2,8,10,11,13,2,0,19,0,0,2,2,2,3,2,0,0,2,4,1,1,3,3,3,5,1,0,6,0,0,1,1,7,3,3,0,0,3,4,6,2,4,4,6,5,2,0,5,0,0,2,2,5.5,2.33,3.0,0.0,0.0,2.5,2.5,6.0,2.0,2.67,3.33,3.67,2.6,2.0,0.0,3.17,0.0,0.0,2.0,2.0,6.55,6.0,0.9000000000000001,13.0,5.7,5.5,0.0,11.200000000000003,1.9,1.5,0.0,4.100000000000001,2.9,3.0,0.0,6.0,2.2635,2.415,0.0,3.8530000000000024
rzsm>0.98_pr>50,ssp245,2064,9,12,10,0,7,11,1,7,5,13,26,9,1,3,0,26,1,20,1,0,8,11,8,0,6,10,0,7,5,13,24,8,0,2,0,26,0,20,0,0,2,4,3,0,1,3,0,3,2,4,6,2,0,1,0,6,0,7,0,0,6,4,3,0,6,5,0,3,3,4,6,6,0,2,0,6,0,5,0,0,4.0,2.75,2.67,0.0,6.0,3.33,0.0,2.33,2.5,3.25,4.0,4.0,0.0,2.0,0.0,4.33,0.0,2.86,0.0,0.0,8.1,7.0,0.0,20.60000000000001,7.4,6.5,0.0,20.400000000000006,2.2,2.0,0.0,6.0,2.95,3.0,0.0,6.0,2.2009999999999996,2.585,0.0,4.033
rzsm>0.98_pr>50,ssp245,2065,18,13,5,0,8,34,1,25,13,4,12,11,4,7,0,7,6,3,5,8,16,13,5,0,7,32,0,25,10,3,12,9,4,7,0,7,5,3,5,7,6,4,1,0,2,7,0,7,3,1,3,3,2,1,0,3,2,1,1,2,4,5,5,0,5,9,0,6,5,3,7,4,2,7,0,3,3,3,5,4,2.67,3.25,5.0,0.0,3.5,4.57,0.0,3.57,3.33,3.0,4.0,3.0,2.0,7.0,0.0,2.33,2.5,3.0,5.0,3.5,9.2,7.0,0.9000000000000001,18.70000000000001,8.5,7.0,0.0,16.900000000000013,2.45,2.0,0.0,6.100000000000001,4.0,4.0,0.0,7.0,3.061,3.125,0.0,5.0
rzsm>0.98_pr>50,ssp245,2066,4,12,18,1,37,13,12,2,17,7,6,7,4,0,2,7,15,2,10,13,3,10,18,0,35,13,11,2,16,7,6,7,3,0,2,7,15,2,10,13,1,2,5,0,8,3,3,1,4,2,2,1,1,0,1,2,5,1,2,2,3,8,7,0,9,5,5,2,7,4,4,7,3,0,2,5,5,2,8,7,3.0,5.0,3.6,0.0,4.38,4.33,3.67,2.0,4.0,3.5,3.0,7.0,3.0,0.0,2.0,3.5,3.0,2.0,5.0,6.5,9.45,7.0,1.9000000000000001,17.1,9.0,7.0,1.8000000000000003,16.200000000000003,2.3,2.0,0.9000000000000001,5.0,4.65,5.0,1.8000000000000003,8.0,3.4240000000000004,3.5,1.8000000000000003,5.150000000000002
rzsm>0.98_pr>50,ssp245,2067,1,2,11,0,22,6,2,0,11,8,4,0,13,0,15,5,6,4,11,2,0,2,10,0,22,6,2,0,9,6,3,0,12,0,13,4,4,2,11,0,0,1,4,0,5,2,1,0,2,2,1,0,4,0,4,1,1,1,1,0,0,2,3,0,8,4,2,0,6,4,3,0,6,0,5,4,4,2,11,0,0.0,2.0,2.5,0.0,4.4,3.0,2.0,0.0,4.5,3.0,3.0,0.0,3.0,0.0,3.25,4.0,4.0,2.0,11.0,0.0,6.15,4.5,0.0,13.200000000000003,5.3,3.5,0.0,12.100000000000001,1.5,1.0,0.0,4.0,3.2,3.0,0.0,6.200000000000003,2.5825,2.75,0.0,4.41
rzsm>0.98_pr>50,ssp245,2068,37,11,8,0,1,11,12,1,1,6,8,16,0,2,8,14,4,2,20,23,36,11,6,0,0,11,10,0,0,6,6,16,0,0,8,12,4,2,20,22,9,3,1,0,0,1,3,0,0,1,3,5,0,0,2,6,2,1,4,6,7,5,6,0,0,11,5,0,0,6,2,4,0,0,4,2,2,2,8,7,4.0,3.67,6.0,0.0,0.0,11.0,3.33,0.0,0.0,6.0,2.0,3.2,0.0,0.0,4.0,2.0,2.0,2.0,5.0,3.67,9.25,8.0,0.9000000000000001,20.300000000000004,8.5,6.0,0.0,20.200000000000003,2.35,1.5,0.0,6.0,3.55,3.0,0.0,7.100000000000001,2.8935000000000004,2.6,0.0,6.0
rzsm>0.98_pr>50,ssp245,2069,14,7,3,0,1,7,3,0,2,6,9,5,15,30,16,4,8,2,0,8,14,5,3,0,0,7,2,0,2,5,8,5,13,26,16,4,8,2,0,8,2,2,1,0,0,2,1,0,1,2,3,2,3,7,4,1,2,1,0,2,12,3,3,0,0,5,2,0,2,3,4,3,6,7,8,4,4,2,0,6,7.0,2.5,3.0,0.0,0.0,3.5,2.0,0.0,2.0,2.5,2.67,2.5,4.33,3.71,4.0,4.0,4.0,2.0,0.0,4.0,7.0,5.5,0.0,15.100000000000001,6.4,5.0,0.0,14.200000000000003,1.8,2.0,0.0,3.1000000000000014,3.7,3.0,0.0,7.100000000000001,2.6855,2.585,0.0,4.033
rzsm>0.98_pr>50,ssp245,2070,1,8,9,0,1,7,1,13,1,1,13,3,3,7,3,2,3,0,5,9,0,8,9,0,0,7,0,13,0,0,10,2,3,6,3,2,3,0,5,7,0,3,3,0,0,2,0,4,0,0,3,1,1,2,1,1,1,0,2,2,0,4,4,0,0,5,0,6,0,0,5,2,3,3,3,2,3,0,3,5,0.0,2.67,3.0,0.0,0.0,3.5,0.0,3.25,0.0,0.0,3.33,2.0,3.0,3.0,3.0,2.0,3.0,0.0,2.5,3.5,4.5,3.0,0.9000000000000001,9.400000000000006,3.9,3.0,0.0,9.100000000000001,1.3,1.0,0.0,3.0,2.4,3.0,0.0,5.0,1.8875,2.585,0.0,3.3470000000000004
rzsm>0.98_pr>50,ssp245,2071,10,0,35,2,0,6,0,4,8,2,5,13,2,6,6,28,13,5,4,3,6,0,34,2,0,4,0,2,7,2,5,12,2,4,6,25,13,5,4,2,3,0,9,1,0,1,0,1,2,1,2,4,1,2,1,6,3,2,2,1,2,0,8,2,0,4,0,2,4,2,3,4,2,2,6,7,7,3,2,2,2.0,0.0,3.78,2.0,0.0,4.0,0.0,2.0,3.5,2.0,2.5,3.0,2.0,2.0,6.0,4.17,4.33,2.5,2.0,2.0,7.6,5.0,0.0,14.500000000000021,6.75,4.0,0.0,14.200000000000017,2.1,1.5,0.0,4.200000000000003,3.1,2.0,0.0,7.0,2.489,2.0,0.0,4.186
