threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.98_pr>50,ssp245,2063,7,5,0,4,0,5,0,0,0,9,10,0,0,1,22,6,0,10,0,6,6,5,0,2,0,4,0,0,0,9,9,0,0,0,21,5,0,9,0,6,1,2,0,1,0,1,0,0,0,1,2,0,0,0,6,2,0,2,0,1,6,3,0,2,0,4,0,0,0,9,5,0,0,0,6,3,0,7,0,6,6.0,2.5,0.0,2.0,0.0,4.0,0.0,0.0,0.0,9.0,4.5,0.0,0.0,0.0,3.5,2.5,0.0,4.5,0.0,6.0,4.25,2.5,0.0,10.0,3.8,1.0,0.0,9.0,0.95,0.5,0.0,2.0,2.55,1.0,0.0,6.100000000000001,2.225,1.0,0.0,6.0
rzsm>0.98_pr>50,ssp245,2064,0,0,0,0,0,13,0,0,0,1,0,3,0,18,10,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,18,8,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,5,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,4.0,0.0,6.0,0.0,0.0,0.0,2.55,0.0,0.0,10.300000000000004,2.4,0.0,0.0,8.500000000000007,0.55,0.0,0.0,2.1000000000000014,1.35,0.0,0.0,5.100000000000001,1.0915,0.0,0.0,4.347
rzsm>0.98_pr>50,ssp245,2065,7,4,0,4,0,14,2,0,3,0,1,4,2,0,0,0,0,5,0,5,7,4,0,4,0,14,2,0,2,0,0,4,2,0,0,0,0,5,0,5,2,1,0,1,0,3,1,0,1,0,0,1,1,0,0,0,0,1,0,1,5,4,0,4,0,6,2,0,2,0,0,4,2,0,0,0,0,5,0,5,3.5,4.0,0.0,4.0,0.0,4.67,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.55,1.5,0.0,5.200000000000003,2.45,1.0,0.0,5.200000000000003,0.65,0.5,0.0,1.1000000000000014,1.95,1.0,0.0,5.0,1.8085,1.0,0.0,4.703
rzsm>0.98_pr>50,ssp245,2066,0,13,0,21,0,0,0,0,6,0,0,8,0,26,0,0,0,5,0,17,0,13,0,21,0,0,0,0,6,0,0,7,0,25,0,0,0,5,0,17,0,2,0,4,0,0,0,0,1,0,0,1,0,6,0,0,0,1,0,4,0,7,0,7,0,0,0,0,6,0,0,7,0,6,0,0,0,5,0,6,0.0,6.5,0.0,5.25,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,4.17,0.0,0.0,0.0,5.0,0.0,4.25,4.8,0.0,0.0,17.400000000000006,4.7,0.0,0.0,17.400000000000006,0.95,0.0,0.0,4.0,2.2,0.0,0.0,7.0,1.9085,0.0,0.0,6.050000000000001
rzsm>0.98_pr>50,ssp245,2067,3,0,11,0,0,0,0,0,6,0,0,0,0,13,0,0,40,0,1,7,2,0,11,0,0,0,0,0,6,0,0,0,0,13,0,0,40,0,0,6,1,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,2,2,0,6,0,0,0,0,0,3,0,0,0,0,5,0,0,16,0,0,4,2.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,10.0,0.0,0.0,3.0,4.05,0.0,0.0,11.200000000000003,3.9,0.0,0.0,11.200000000000003,0.7,0.0,0.0,2.1000000000000014,1.8,0.0,0.0,5.100000000000001,1.3915,0.0,0.0,4.447000000000002
rzsm>0.98_pr>50,ssp245,2068,14,5,0,6,0,14,0,0,0,6,2,0,0,0,0,0,25,0,0,44,13,4,0,5,0,14,0,0,0,4,2,0,0,0,0,0,24,0,0,44,4,1,0,1,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,8,5,4,0,5,0,6,0,0,0,4,2,0,0,0,0,0,14,0,0,14,3.25,4.0,0.0,5.0,0.0,4.67,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.5,5.8,0.0,0.0,15.100000000000016,5.5,0.0,0.0,15.000000000000014,1.1,0.0,0.0,3.1000000000000014,2.7,0.0,0.0,6.800000000000011,1.8210000000000002,0.0,0.0,5.050000000000001
rzsm>0.98_pr>50,ssp245,2069,23,0,0,10,0,1,4,0,0,22,35,13,5,0,0,0,4,0,0,14,22,0,0,10,0,0,4,0,0,22,34,12,5,0,0,0,4,0,0,11,4,0,0,2,0,0,1,0,0,5,7,3,1,0,0,0,1,0,0,2,6,0,0,8,0,0,4,0,0,7,8,5,5,0,0,0,4,0,0,7,5.5,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,4.4,4.86,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,5.5,6.55,0.5,0.0,22.1,6.2,0.0,0.0,22.0,1.3,0.0,0.0,4.100000000000001,2.7,0.0,0.0,7.100000000000001,2.113,0.0,0.0,5.050000000000001
rzsm>0.98_pr>50,ssp245,2070,24,0,4,15,0,5,1,0,0,54,5,4,6,0,2,7,0,0,1,10,23,0,4,14,0,5,0,0,0,53,5,4,6,0,0,5,0,0,0,7,4,0,1,3,0,1,0,0,0,10,1,1,2,0,0,2,0,0,0,2,8,0,4,10,0,5,0,0,0,11,5,4,4,0,0,3,0,0,0,4,5.75,0.0,4.0,4.67,0.0,5.0,0.0,0.0,0.0,5.3,5.0,4.0,3.0,0.0,0.0,2.5,0.0,0.0,0.0,3.5,6.9,3.0,0.0,15.900000000000013,6.3,2.0,0.0,14.900000000000013,1.35,0.5,0.0,3.1000000000000014,2.9,1.5,0.0,8.200000000000003,2.136,1.25,0.0,5.03
rzsm>0.98_pr>50,ssp245,2071,22,1,0,9,0,9,0,0,5,24,6,0,5,0,0,30,50,0,3,3,21,0,0,9,0,9,0,0,4,23,5,0,4,0,0,28,50,0,3,2,5,0,0,1,0,2,0,0,1,5,1,0,2,0,0,7,6,0,1,1,5,0,0,9,0,5,0,0,4,11,5,0,2,0,0,6,17,0,3,2,4.2,0.0,0.0,9.0,0.0,4.5,0.0,0.0,4.0,4.6,5.0,0.0,2.0,0.0,0.0,4.0,8.33,0.0,3.0,2.0,8.35,3.0,0.0,24.60000000000001,7.9,2.5,0.0,23.500000000000007,1.6,1.0,0.0,5.100000000000001,3.45,2.0,0.0,9.200000000000003,2.5315,2.0,0.0,5.333000000000005
rzsm>0.98_pr>50,ssp245,2072,3,3,8,7,0,0,0,0,0,0,0,0,0,0,0,1,9,13,8,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,9,13,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,0,0.0,3.0,5.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.5,7.0,0.0,2.6,0.0,0.0,8.100000000000001,2.2,0.0,0.0,7.200000000000003,0.4,0.0,0.0,1.1000000000000014,1.8,0.0,0.0,7.0,1.7,0.0,0.0,6.550000000000001
rzsm>0.98_pr>50,ssp245,2073,0,0,29,0,0,0,5,9,0,11,0,0,25,19,29,0,123,14,22,0,0,0,27,0,0,0,4,9,0,11,0,0,24,18,27,0,122,12,22,0,0,0,4,0,0,0,1,2,0,2,0,0,4,5,7,0,11,4,4,0,0,0,12,0,0,0,4,5,0,6,0,0,7,6,6,0,38,5,8,0,0.0,0.0,6.75,0.0,0.0,0.0,4.0,4.5,0.0,5.5,0.0,0.0,6.0,3.6,3.86,0.0,11.09,3.0,5.5,0.0,14.3,2.5,0.0,29.0,13.8,2.0,0.0,27.0,2.2,0.5,0.0,5.200000000000003,4.85,2.0,0.0,8.400000000000006,2.69,1.5,0.0,6.075000000000001
rzsm>0.98_pr>50,ssp245,2074,4,0,0,15,0,0,18,0,0,3,11,0,0,36,9,0,0,0,0,6,4,0,0,15,0,0,16,0,0,3,10,0,0,35,7,0,0,0,0,6,1,0,0,4,0,0,3,0,0,1,3,0,0,9,3,0,0,0,0,1,4,0,0,5,0,0,9,0,0,3,4,0,0,7,3,0,0,0,0,6,4.0,0.0,0.0,3.75,0.0,0.0,5.33,0.0,0.0,3.0,3.33,0.0,0.0,3.89,2.33,0.0,0.0,0.0,0.0,6.0,5.1,0.0,0.0,15.300000000000004,4.8,0.0,0.0,15.100000000000001,1.25,0.0,0.0,3.1000000000000014,2.05,0.0,0.0,6.100000000000001,1.5814999999999997,0.0,0.0,4.133000000000002
rzsm>0.98_pr>50,ssp245,2075,5,4,0,41,0,0,0,0,0,0,0,16,0,28,0,5,0,4,9,24,5,4,0,41,0,0,0,0,0,0,0,16,0,27,0,5,0,4,9,24,1,2,0,7,0,0,0,0,0,0,0,3,0,5,0,1,0,1,2,7,5,2,0,7,0,0,0,0,0,0,0,7,0,7,0,5,0,4,5,8,5.0,2.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,5.4,0.0,5.0,0.0,4.0,4.5,3.43,6.8,0.0,0.0,24.400000000000006,6.75,0.0,0.0,24.300000000000004,1.45,0.0,0.0,5.200000000000003,2.5,0.0,0.0,7.0,2.026,0.0,0.0,5.337000000000001
rzsm>0.98_pr>50,ssp245,2076,2,0,0,5,0,0,0,0,5,0,0,0,0,12,0,22,0,0,6,9,2,0,0,5,0,0,0,0,5,0,0,0,0,12,0,22,0,0,6,9,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,8,0,0,1,4,2,0,0,5,0,0,0,0,5,0,0,0,0,5,0,6,0,0,6,3,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.75,0.0,0.0,6.0,2.25,3.05,0.0,0.0,9.300000000000004,3.05,0.0,0.0,9.300000000000004,1.0,0.0,0.0,4.0,1.6,0.0,0.0,5.100000000000001,1.3,0.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2077,0,0,12,5,0,0,5,0,5,17,40,2,16,0,8,18,0,0,0,0,0,0,12,5,0,0,5,0,5,17,39,2,16,0,8,18,0,0,0,0,0,0,3,1,0,0,1,0,2,3,8,1,3,0,2,4,0,0,0,0,0,0,6,5,0,0,5,0,3,7,7,2,7,0,5,7,0,0,0,0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,2.5,5.67,4.88,2.0,5.33,0.0,4.0,4.5,0.0,0.0,0.0,0.0,6.4,1.0,0.0,17.1,6.35,1.0,0.0,17.1,1.4,0.5,0.0,3.1000000000000014,2.7,1.0,0.0,7.0,2.144,1.0,0.0,5.033
rzsm>0.98_pr>50,ssp245,2078,0,10,1,18,0,0,27,0,1,0,9,8,0,0,0,2,0,0,5,0,0,7,0,18,0,0,27,0,0,0,9,8,0,0,0,0,0,0,5,0,0,2,0,2,0,0,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,4,0,13,0,0,24,0,0,0,4,5,0,0,0,0,0,0,5,0,0.0,3.5,0.0,9.0,0.0,0.0,13.5,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.05,0.0,0.0,10.800000000000011,3.7,0.0,0.0,9.900000000000013,0.6,0.0,0.0,2.0,2.75,0.0,0.0,5.800000000000011,1.9,0.0,0.0,5.400000000000006
rzsm>0.98_pr>50,ssp245,2079,0,0,9,14,0,0,0,0,4,10,0,5,0,0,0,9,19,10,0,15,0,0,9,13,0,0,0,0,4,9,0,5,0,0,0,9,19,9,0,15,0,0,2,5,0,0,0,0,1,2,0,1,0,0,0,2,4,3,0,2,0,0,5,3,0,0,0,0,4,6,0,5,0,0,0,7,9,5,0,8,0.0,0.0,4.5,2.6,0.0,0.0,0.0,0.0,4.0,4.5,0.0,5.0,0.0,0.0,0.0,4.5,4.75,3.0,0.0,7.5,4.75,0.0,0.0,14.100000000000001,4.6,0.0,0.0,13.200000000000003,1.1,0.0,0.0,3.1000000000000014,2.6,0.0,0.0,7.100000000000001,2.0175,0.0,0.0,4.775
rzsm>0.98_pr>50,ssp245,2080,0,0,9,9,0,2,10,6,0,0,2,1,0,4,21,0,11,2,0,0,0,0,8,9,0,2,10,6,0,0,2,0,0,4,21,0,11,0,0,0,0,0,2,2,0,1,3,1,0,0,1,0,0,1,5,0,1,0,0,0,0,0,4,6,0,2,4,6,0,0,2,0,0,4,6,0,11,0,0,0,0.0,0.0,4.0,4.5,0.0,2.0,3.33,6.0,0.0,0.0,2.0,0.0,0.0,4.0,4.2,0.0,11.0,0.0,0.0,0.0,3.85,1.5,0.0,10.100000000000001,3.65,0.0,0.0,10.100000000000001,0.85,0.0,0.0,2.1000000000000014,2.25,0.0,0.0,6.0,2.0515,0.0,0.0,4.650000000000002
rzsm>0.98_pr>50,ssp245,2081,6,0,10,3,0,0,0,0,7,8,8,4,1,8,8,0,51,6,0,4,5,0,10,2,0,0,0,0,6,8,7,4,0,8,7,0,51,5,0,4,1,0,2,1,0,0,0,0,1,2,2,1,0,3,2,0,5,1,0,2,5,0,6,2,0,0,0,0,6,6,5,4,0,4,5,0,16,5,0,2,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,3.5,4.0,0.0,2.67,3.5,0.0,10.2,5.0,0.0,2.0,6.2,4.0,0.0,8.200000000000003,5.85,4.0,0.0,8.200000000000003,1.15,1.0,0.0,2.1000000000000014,3.3,3.0,0.0,6.0,2.6435000000000004,2.335,0.0,5.100000000000001
rzsm>0.98_pr>50,ssp245,2082,8,6,16,1,0,0,16,6,11,0,6,0,0,8,10,3,0,13,0,1,7,6,15,0,0,0,16,6,11,0,6,0,0,8,10,3,0,13,0,0,2,1,3,0,0,0,4,1,3,0,1,0,0,2,2,1,0,4,0,0,5,6,8,0,0,0,5,6,5,0,6,0,0,6,5,3,0,6,0,0,3.5,6.0,5.0,0.0,0.0,0.0,4.0,6.0,3.67,0.0,6.0,0.0,0.0,4.0,5.0,3.0,0.0,3.25,0.0,0.0,5.25,4.5,0.0,13.300000000000004,5.05,4.5,0.0,13.200000000000003,1.2,1.0,0.0,3.1000000000000014,3.05,4.0,0.0,6.0,2.471,3.125,0.0,6.0
rzsm>0.98_pr>50,ssp245,2083,14,0,12,12,4,9,0,4,0,8,0,5,2,7,0,5,0,7,7,0,13,0,11,11,4,9,0,4,0,8,0,5,2,7,0,5,0,6,6,0,4,0,2,2,1,3,0,1,0,2,0,1,1,2,0,1,0,1,2,0,6,0,7,7,4,4,0,4,0,5,0,5,2,4,0,5,0,6,3,0,3.25,0.0,5.5,5.5,4.0,3.0,0.0,4.0,0.0,4.0,0.0,5.0,2.0,3.5,0.0,5.0,0.0,6.0,3.0,0.0,4.8,4.5,0.0,12.0,4.55,4.5,0.0,11.0,1.15,1.0,0.0,2.1000000000000014,3.1,4.0,0.0,6.100000000000001,2.6875,3.125,0.0,5.5
rzsm>0.98_pr>50,ssp245,2084,19,6,11,0,0,0,12,33,0,0,0,0,0,4,0,5,9,12,40,0,18,6,10,0,0,0,11,33,0,0,0,0,0,4,0,5,9,12,39,0,6,2,2,0,0,0,3,5,0,0,0,0,0,1,0,1,1,2,6,0,5,4,6,0,0,0,6,10,0,0,0,0,0,4,0,5,9,7,18,0,3.0,3.0,5.0,0.0,0.0,0.0,3.67,6.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,9.0,6.0,6.5,0.0,7.55,2.0,0.0,20.40000000000002,7.35,2.0,0.0,19.50000000000002,1.45,0.5,0.0,5.100000000000001,3.7,2.0,0.0,9.100000000000001,2.5885,1.5,0.0,6.51
rzsm>0.98_pr>50,ssp245,2085,0,0,0,8,0,0,10,12,0,2,4,10,14,7,11,29,20,0,17,0,0,0,0,8,0,0,10,12,0,2,3,10,13,6,9,28,19,0,17,0,0,0,0,2,0,0,2,2,0,1,1,2,3,1,2,4,2,0,2,0,0,0,0,4,0,0,6,6,0,2,3,7,7,6,5,11,14,0,12,0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,6.0,0.0,2.0,3.0,5.0,4.33,6.0,4.5,7.0,9.5,0.0,8.5,0.0,7.2,5.5,0.0,17.300000000000004,6.85,4.5,0.0,17.200000000000003,1.2,1.0,0.0,2.1000000000000014,4.15,3.5,0.0,11.100000000000001,3.2415,3.5,0.0,7.150000000000002
rzsm>0.98_pr>50,ssp245,2086,2,0,4,10,0,0,4,2,5,21,15,12,0,0,7,9,62,12,0,0,2,0,4,9,0,0,4,2,5,21,15,12,0,0,7,8,61,12,0,0,1,0,1,2,0,0,2,1,1,1,5,4,0,0,2,2,6,2,0,0,2,0,4,7,0,0,2,2,5,21,5,5,0,0,5,6,16,7,0,0,2.0,0.0,4.0,4.5,0.0,0.0,2.0,2.0,5.0,21.0,3.0,3.0,0.0,0.0,3.5,4.0,10.17,6.0,0.0,0.0,8.25,4.0,0.0,15.600000000000009,8.1,4.0,0.0,15.600000000000009,1.5,1.0,0.0,4.100000000000001,4.35,3.0,0.0,7.900000000000013,3.5085,2.5,0.0,6.417000000000006
rzsm>0.98_pr>50,ssp245,2087,0,2,0,0,0,0,0,0,17,18,0,3,11,3,0,6,20,14,0,4,0,2,0,0,0,0,0,0,17,18,0,0,10,3,0,6,17,14,0,4,0,1,0,0,0,0,0,0,4,3,0,0,2,1,0,1,3,3,0,1,0,2,0,0,0,0,0,0,6,8,0,0,7,3,0,6,8,6,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,6.0,0.0,0.0,5.0,3.0,0.0,6.0,5.67,4.67,0.0,4.0,4.9,1.0,0.0,17.1,4.55,0.0,0.0,17.0,0.95,0.0,0.0,3.0,2.5,0.0,0.0,7.100000000000001,2.0295,0.0,0.0,5.703
rzsm>0.98_pr>50,ssp245,2088,5,0,4,12,1,0,21,0,17,11,7,1,10,5,1,12,53,22,0,0,5,0,4,11,0,0,20,0,15,9,7,0,9,5,0,12,53,21,0,0,1,0,1,2,0,0,4,0,3,2,1,0,3,1,0,2,4,4,0,0,5,0,4,9,0,0,7,0,6,7,7,0,4,5,0,7,26,6,0,0,5.0,0.0,4.0,5.5,0.0,0.0,5.0,0.0,5.0,4.5,7.0,0.0,3.0,5.0,0.0,6.0,13.25,5.25,0.0,0.0,9.1,5.0,0.0,21.1,8.55,5.0,0.0,20.1,1.4,1.0,0.0,4.0,4.65,4.5,0.0,7.200000000000003,3.425,4.25,0.0,6.100000000000001
rzsm>0.98_pr>50,ssp245,2089,12,0,14,9,0,0,0,0,7,32,20,0,0,0,10,6,58,0,0,0,9,0,13,8,0,0,0,0,6,31,17,0,0,0,7,4,57,0,0,0,3,0,4,4,0,0,0,0,2,5,4,0,0,0,1,2,6,0,0,0,4,0,6,2,0,0,0,0,4,8,5,0,0,0,7,2,28,0,0,0,3.0,0.0,3.25,2.0,0.0,0.0,0.0,0.0,3.0,6.2,4.25,0.0,0.0,0.0,7.0,2.0,9.5,0.0,0.0,0.0,8.4,0.0,0.0,21.200000000000017,7.6,0.0,0.0,18.40000000000002,1.55,0.0,0.0,4.100000000000001,3.3,0.0,0.0,7.100000000000001,2.0100000000000002,0.0,0.0,6.280000000000001
rzsm>0.98_pr>50,ssp245,2090,0,10,0,17,0,0,0,0,3,5,5,0,0,10,9,0,0,0,0,0,0,9,0,15,0,0,0,0,3,5,4,0,0,9,8,0,0,0,0,0,0,2,0,4,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,5,0,6,0,0,0,0,3,5,4,0,0,7,6,0,0,0,0,0,0.0,4.5,0.0,3.75,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,10.0,2.65,0.0,0.0,9.0,0.65,0.0,0.0,2.0,1.8,0.0,0.0,6.0,1.4375,0.0,0.0,4.5
rzsm>0.98_pr>50,ssp245,2091,12,0,0,9,0,0,13,0,0,0,0,10,0,6,0,21,0,13,3,0,11,0,0,8,0,0,13,0,0,0,0,10,0,5,0,20,0,13,2,0,3,0,0,2,0,0,4,0,0,0,0,3,0,1,0,2,0,3,1,0,7,0,0,5,0,0,5,0,0,0,0,4,0,5,0,18,0,6,2,0,3.67,0.0,0.0,4.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,3.33,0.0,5.0,0.0,10.0,0.0,4.33,2.0,0.0,4.35,0.0,0.0,13.0,4.1,0.0,0.0,13.0,0.95,0.0,0.0,3.0,2.6,0.0,0.0,6.100000000000001,1.779,0.0,0.0,4.397000000000001
rzsm>0.98_pr>50,ssp245,2092,0,0,0,26,0,3,0,0,0,9,9,0,5,4,13,0,0,13,0,5,0,0,0,26,0,3,0,0,0,9,8,0,5,3,13,0,0,13,0,5,0,0,0,7,0,1,0,0,0,2,2,0,1,1,4,0,0,3,0,1,0,0,0,7,0,3,0,0,0,6,4,0,5,3,5,0,0,6,0,5,0.0,0.0,0.0,3.71,0.0,3.0,0.0,0.0,0.0,4.5,4.0,0.0,5.0,3.0,3.25,0.0,0.0,4.33,0.0,5.0,4.35,0.0,0.0,13.0,4.25,0.0,0.0,13.0,1.1,0.0,0.0,3.1000000000000014,2.2,0.0,0.0,6.0,1.7894999999999999,0.0,0.0,4.550000000000001
rzsm>0.98_pr>50,ssp245,2093,3,0,0,11,0,15,13,14,0,11,26,0,0,5,0,28,16,19,5,5,3,0,0,11,0,15,13,14,0,10,25,0,0,5,0,27,15,19,5,5,1,0,0,2,0,3,3,3,0,2,4,0,0,1,0,5,3,4,1,1,3,0,0,6,0,6,5,7,0,5,10,0,0,5,0,14,10,7,5,5,3.0,0.0,0.0,5.5,0.0,5.0,4.33,4.67,0.0,5.0,6.25,0.0,0.0,5.0,0.0,5.4,5.0,4.75,5.0,5.0,8.55,5.0,0.0,19.70000000000001,8.35,5.0,0.0,19.60000000000001,1.65,1.0,0.0,4.0,4.4,5.0,0.0,10.0,3.195,4.71,0.0,5.41
rzsm>0.98_pr>50,ssp245,2094,5,0,0,0,0,3,21,3,0,3,0,0,0,3,0,6,0,3,11,0,5,0,0,0,0,3,20,3,0,3,0,0,0,3,0,6,0,3,11,0,1,0,0,0,0,1,5,1,0,1,0,0,0,1,0,2,0,1,2,0,5,0,0,0,0,3,7,3,0,3,0,0,0,3,0,4,0,3,8,0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,5.5,0.0,2.9,0.0,0.0,6.500000000000007,2.85,0.0,0.0,6.500000000000007,0.75,0.0,0.0,2.0,1.95,0.0,0.0,5.200000000000003,1.625,0.0,0.0,4.100000000000001
rzsm>0.98_pr>50,ssp245,2095,0,6,0,17,0,0,0,4,0,0,0,0,0,0,0,5,0,14,14,0,0,6,0,15,0,0,0,4,0,0,0,0,0,0,0,5,0,14,14,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3,0,0,6,0,7,0,0,0,2,0,0,0,0,0,0,0,5,0,6,9,0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.67,4.67,0.0,3.0,0.0,0.0,14.0,2.9,0.0,0.0,14.0,0.65,0.0,0.0,3.0,1.75,0.0,0.0,6.100000000000001,1.3670000000000002,0.0,0.0,5.0
