threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>50,ssp245,2025,0,42,12,11,0,67,3,7,0,33,41,22,11,0,22,44,38,5,6,7,0,42,12,11,0,67,3,7,0,33,41,22,11,0,22,43,38,5,6,7,0,8,2,2,0,8,1,1,0,5,2,4,2,0,4,5,1,1,1,1,0,13,6,7,0,22,3,7,0,9,25,10,6,0,7,16,38,5,6,7,0.0,5.25,6.0,5.5,0.0,8.38,3.0,7.0,0.0,6.6,20.5,5.5,5.5,0.0,5.5,8.6,38.0,5.0,6.0,7.0,18.55,11.0,0.0,42.2,18.5,11.0,0.0,42.1,2.4,1.5,0.0,5.300000000000004,9.35,7.0,0.0,22.300000000000004,7.166499999999999,5.5,0.0,9.790000000000017
rzsm>0.7_pr>50,ssp245,2026,18,9,24,20,8,42,21,0,0,12,8,4,0,0,0,42,204,5,5,0,18,7,24,20,8,42,21,0,0,11,8,4,0,0,0,41,204,5,5,0,3,1,2,2,2,6,3,0,0,2,1,1,0,0,0,6,1,1,1,0,10,7,12,11,4,14,8,0,0,6,8,4,0,0,0,9,204,5,5,0,6.0,7.0,12.0,10.0,4.0,7.0,7.0,0.0,0.0,5.5,8.0,4.0,0.0,0.0,0.0,6.83,204.0,5.0,5.0,0.0,21.1,8.0,0.0,42.0,20.9,7.5,0.0,41.1,1.6,1.0,0.0,3.3000000000000043,15.35,5.5,0.0,12.200000000000003,14.5665,5.25,0.0,10.200000000000003
rzsm>0.7_pr>50,ssp245,2027,0,22,3,53,0,32,35,10,0,15,5,32,0,21,12,15,0,0,21,13,0,22,3,52,0,32,35,10,0,15,5,32,0,21,12,15,0,0,21,13,0,3,1,6,0,5,5,2,0,3,1,5,0,3,2,2,0,0,4,2,0,10,3,15,0,10,13,6,0,7,5,7,0,8,7,8,0,0,7,7,0.0,7.33,3.0,8.67,0.0,6.4,7.0,5.0,0.0,5.0,5.0,6.4,0.0,7.0,6.0,7.5,0.0,0.0,5.25,6.5,14.45,12.5,0.0,32.300000000000004,14.4,12.5,0.0,32.300000000000004,2.2,2.0,0.0,5.0,5.65,7.0,0.0,10.300000000000004,4.3025,5.125,0.0,7.347
rzsm>0.7_pr>50,ssp245,2028,15,29,36,29,8,27,53,0,0,28,13,24,0,4,10,1,197,28,20,0,15,28,36,29,8,27,52,0,0,27,13,24,0,4,10,0,197,28,20,0,2,5,7,4,2,3,6,0,0,4,2,3,0,1,2,0,2,4,2,0,11,8,8,9,5,17,13,0,0,9,7,11,0,4,8,0,176,11,18,0,7.5,5.6,5.14,7.25,4.0,9.0,8.67,0.0,0.0,6.75,6.5,8.0,0.0,4.0,5.0,0.0,98.5,7.0,10.0,0.0,26.1,17.5,0.0,37.700000000000024,25.9,17.5,0.0,37.60000000000002,2.45,2.0,0.0,5.100000000000001,15.75,8.0,0.0,17.1,9.6455,6.05,0.0,9.100000000000001
rzsm>0.7_pr>50,ssp245,2029,2,25,17,31,0,11,0,29,14,13,0,26,13,22,47,0,130,12,0,0,2,25,16,31,0,11,0,26,14,13,0,26,13,22,47,0,130,12,0,0,1,4,2,5,0,2,0,5,3,1,0,5,2,2,6,0,1,2,0,0,2,7,11,7,0,9,0,8,6,13,0,7,7,16,19,0,130,7,0,0,2.0,6.25,8.0,6.2,0.0,5.5,0.0,5.2,4.67,13.0,0.0,5.2,6.5,11.0,7.83,0.0,130.0,6.0,0.0,0.0,19.6,13.0,0.0,32.60000000000002,19.4,13.0,0.0,32.60000000000002,2.05,2.0,0.0,5.0,12.45,7.0,0.0,16.300000000000004,10.867500000000001,5.35,0.0,11.200000000000003
rzsm>0.7_pr>50,ssp245,2030,11,3,24,6,0,14,9,13,19,31,0,43,12,26,14,0,340,0,6,0,11,2,24,5,0,14,9,13,19,31,0,43,12,26,14,0,340,0,6,0,2,1,2,1,0,2,1,2,3,5,0,3,2,5,2,0,2,0,1,0,6,2,17,5,0,8,9,11,9,8,0,27,7,7,9,0,323,0,6,0,5.5,2.0,12.0,5.0,0.0,7.0,9.0,6.5,6.33,6.2,0.0,14.33,6.0,5.2,7.0,0.0,170.0,0.0,6.0,0.0,28.55,11.5,0.0,32.20000000000002,28.45,11.5,0.0,32.20000000000002,1.7,2.0,0.0,3.200000000000003,22.7,7.0,0.0,18.000000000000014,13.403,6.0,0.0,12.233000000000004
rzsm>0.7_pr>50,ssp245,2031,0,21,21,9,15,18,6,0,18,6,16,14,20,5,25,45,150,0,0,0,0,21,21,9,15,18,6,0,18,6,16,14,20,5,25,45,150,0,0,0,0,4,3,2,3,2,1,0,3,1,3,2,3,1,3,6,1,0,0,0,0,7,9,7,6,13,6,0,7,6,7,8,11,5,10,15,150,0,0,0,0.0,5.25,7.0,4.5,5.0,9.0,6.0,0.0,6.0,6.0,5.33,7.0,6.67,5.0,8.33,7.5,150.0,0.0,0.0,0.0,19.45,14.5,0.0,27.00000000000003,19.45,14.5,0.0,27.00000000000003,1.9,2.0,0.0,3.1000000000000014,13.35,7.0,0.0,13.200000000000003,11.928999999999998,5.665,0.0,8.397
rzsm>0.7_pr>50,ssp245,2032,22,6,15,24,0,0,0,8,21,0,15,9,28,10,0,26,20,0,0,6,22,5,15,24,0,0,0,8,20,0,15,9,28,10,0,26,20,0,0,6,4,1,2,2,0,0,0,1,3,0,2,2,4,1,0,3,1,0,0,1,9,5,9,19,0,0,0,8,7,0,9,7,8,10,0,12,20,0,0,6,5.5,5.0,7.5,12.0,0.0,0.0,0.0,8.0,6.67,0.0,7.5,4.5,7.0,10.0,0.0,8.67,20.0,0.0,0.0,6.0,10.5,8.5,0.0,24.200000000000003,10.4,8.5,0.0,24.200000000000003,1.35,1.0,0.0,3.1000000000000014,6.45,7.0,0.0,12.70000000000001,5.417,5.75,0.0,10.200000000000003
rzsm>0.7_pr>50,ssp245,2033,17,9,6,11,15,18,37,16,17,6,7,32,2,58,14,0,183,24,0,21,16,9,6,11,15,17,37,16,17,6,7,32,2,58,14,0,183,24,0,20,2,2,1,2,2,2,3,2,2,1,2,5,1,7,2,0,3,1,0,1,10,5,6,7,12,9,18,11,11,6,5,14,2,17,10,0,111,24,0,20,8.0,4.5,6.0,5.5,7.5,8.5,12.33,8.0,8.5,6.0,3.5,6.4,2.0,8.29,7.0,0.0,61.0,24.0,0.0,20.0,24.65,15.5,1.8000000000000003,39.10000000000003,24.5,15.5,1.8000000000000003,39.10000000000003,2.05,2.0,0.9000000000000001,3.200000000000003,14.9,10.0,1.8000000000000003,20.400000000000006,10.351,7.25,1.8000000000000003,20.400000000000006
rzsm>0.7_pr>50,ssp245,2034,11,20,22,0,28,90,23,0,37,11,11,11,14,0,5,0,171,11,0,32,11,20,22,0,28,89,23,0,37,11,11,11,14,0,5,0,171,11,0,32,2,4,3,0,4,9,4,0,4,2,2,1,2,0,1,0,2,1,0,5,6,6,9,0,8,36,8,0,19,6,6,11,8,0,5,0,138,11,0,8,5.5,5.0,7.33,0.0,7.0,9.89,5.75,0.0,9.25,5.5,5.5,11.0,7.0,0.0,5.0,0.0,85.5,11.0,0.0,6.4,24.85,11.0,0.0,42.300000000000075,24.8,11.0,0.0,42.200000000000074,2.3,2.0,0.0,4.100000000000001,14.25,7.0,0.0,20.700000000000024,9.331,5.625,0.0,11.0
rzsm>0.7_pr>50,ssp245,2035,19,31,10,30,0,17,0,19,0,24,38,0,6,0,5,11,149,0,0,0,19,30,10,30,0,17,0,19,0,24,37,0,6,0,5,11,149,0,0,0,4,4,2,4,0,3,0,2,0,3,6,0,1,0,1,1,1,0,0,0,6,11,7,13,0,7,0,13,0,10,8,0,6,0,5,11,149,0,0,0,4.75,7.5,5.0,7.5,0.0,5.67,0.0,9.5,0.0,8.0,6.17,0.0,6.0,0.0,5.0,11.0,149.0,0.0,0.0,0.0,17.95,8.0,0.0,31.70000000000001,17.85,8.0,0.0,30.70000000000001,1.6,1.0,0.0,4.0,12.3,6.0,0.0,13.0,11.2545,5.0,0.0,9.650000000000002
rzsm>0.7_pr>50,ssp245,2036,22,17,5,18,0,12,9,32,10,13,9,0,0,0,0,28,133,31,0,0,22,15,5,18,0,12,9,32,10,13,9,0,0,0,0,28,133,31,0,0,4,3,1,2,0,2,2,3,2,3,1,0,0,0,0,3,1,3,0,0,6,6,5,11,0,7,6,21,6,6,9,0,0,0,0,15,133,12,0,0,5.5,5.0,5.0,9.0,0.0,6.0,4.5,10.67,5.0,4.33,9.0,0.0,0.0,0.0,0.0,9.33,133.0,10.33,0.0,0.0,16.95,9.5,0.0,31.1,16.85,9.5,0.0,31.1,1.5,1.5,0.0,3.0,12.15,6.0,0.0,15.600000000000009,10.833,5.0,0.0,10.364
rzsm>0.7_pr>50,ssp245,2037,14,39,19,31,2,24,0,13,0,27,8,24,6,22,0,16,68,32,7,9,14,39,19,31,2,24,0,13,0,27,8,24,6,21,0,16,68,32,7,9,3,6,4,3,1,3,0,2,0,5,2,2,1,4,0,3,2,2,1,2,6,10,8,14,2,10,0,7,0,8,4,20,6,7,0,8,59,18,7,6,4.67,6.5,4.75,10.33,2.0,8.0,0.0,6.5,0.0,5.4,4.0,12.0,6.0,5.25,0.0,5.33,34.0,16.0,7.0,4.5,18.05,15.0,0.0,32.70000000000001,18.0,15.0,0.0,32.70000000000001,2.3,2.0,0.0,4.100000000000001,10.0,7.0,0.0,18.200000000000003,7.111500000000001,5.365,0.0,12.400000000000006
rzsm>0.7_pr>50,ssp245,2038,21,0,12,7,0,17,0,32,11,0,17,22,0,16,5,11,154,28,0,11,21,0,12,6,0,17,0,32,11,0,17,22,0,16,5,11,154,28,0,11,3,0,2,1,0,1,0,3,2,0,3,3,0,4,1,2,1,4,0,3,8,0,6,6,0,17,0,16,6,0,7,8,0,6,5,6,154,9,0,7,7.0,0.0,6.0,6.0,0.0,17.0,0.0,10.67,5.5,0.0,5.67,7.33,0.0,4.0,5.0,5.5,154.0,7.0,0.0,3.67,18.2,11.0,0.0,28.400000000000006,18.15,11.0,0.0,28.400000000000006,1.65,1.5,0.0,3.1000000000000014,13.05,6.0,0.0,16.1,12.217,5.5,0.0,11.30300000000001
rzsm>0.7_pr>50,ssp245,2039,16,2,8,21,0,5,9,11,0,0,7,22,0,6,0,6,13,0,0,15,16,2,8,21,0,5,9,11,0,0,6,22,0,6,0,6,13,0,0,15,2,1,1,3,0,1,2,2,0,0,1,2,0,1,0,1,2,0,0,3,8,2,8,9,0,5,6,6,0,0,6,12,0,6,0,6,9,0,0,8,8.0,2.0,8.0,7.0,0.0,5.0,4.5,5.5,0.0,0.0,6.0,11.0,0.0,6.0,0.0,6.0,6.5,0.0,0.0,5.0,7.05,6.0,0.0,16.500000000000007,7.0,6.0,0.0,16.500000000000007,1.1,1.0,0.0,2.1000000000000014,4.55,6.0,0.0,9.0,4.025,5.0,0.0,8.0
rzsm>0.7_pr>50,ssp245,2040,10,19,0,21,0,12,54,20,0,0,0,13,46,0,27,14,157,0,0,42,10,19,0,21,0,12,54,20,0,0,0,13,46,0,27,14,157,0,0,42,2,3,0,3,0,2,8,2,0,0,0,2,6,0,5,2,2,0,0,4,7,7,0,7,0,6,14,16,0,0,0,8,11,0,9,8,117,0,0,16,5.0,6.33,0.0,7.0,0.0,6.0,6.75,10.0,0.0,0.0,0.0,6.5,7.67,0.0,5.4,7.0,78.5,0.0,0.0,10.5,21.75,12.5,0.0,46.80000000000001,21.75,12.5,0.0,46.80000000000001,2.05,2.0,0.0,5.100000000000001,11.3,7.0,0.0,16.0,7.8325000000000005,5.7,0.0,10.05
rzsm>0.7_pr>50,ssp245,2041,20,5,3,0,17,34,35,48,0,0,30,49,0,15,22,23,349,20,0,22,20,5,3,0,17,34,33,47,0,0,30,49,0,15,22,22,349,20,0,21,2,1,1,0,3,4,5,3,0,0,6,4,0,2,3,3,2,3,0,3,12,5,3,0,7,14,11,24,0,0,9,20,0,11,11,9,311,9,0,11,10.0,5.0,3.0,0.0,5.67,8.5,6.6,15.67,0.0,0.0,5.0,12.25,0.0,7.5,7.33,7.33,174.5,6.67,0.0,7.0,34.6,20.0,0.0,48.1,34.35,20.0,0.0,47.2,2.25,2.5,0.0,4.100000000000001,23.35,9.0,0.0,20.400000000000006,14.101000000000003,6.635,0.0,12.592000000000004
