threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.8_pr>50,ssp245,2063,24,18,12,0,6,7,38,19,7,9,56,38,23,23,36,47,54,11,23,25,23,18,11,0,5,3,38,18,7,9,56,38,22,23,34,47,53,11,23,23,2,3,2,0,1,1,6,2,1,1,6,3,4,3,5,5,3,2,1,5,17,9,7,0,5,3,10,11,7,9,17,19,7,10,11,11,31,8,23,7,11.5,6.0,5.5,0.0,5.0,3.0,6.33,9.0,7.0,9.0,9.33,12.67,5.5,7.67,6.8,9.4,17.67,5.5,23.0,4.6,23.8,23.0,6.9,47.70000000000001,23.1,22.5,4.800000000000001,47.60000000000001,2.8,2.5,1.0,5.100000000000001,11.1,9.5,4.800000000000001,19.400000000000006,8.2235,6.9,4.4399999999999995,13.170000000000007
rzsm>0.8_pr>50,ssp245,2064,67,6,28,1,25,21,4,12,21,0,39,23,23,21,17,0,57,37,22,35,66,4,28,0,25,21,3,12,21,0,39,23,23,21,17,0,57,37,22,35,6,1,3,0,4,1,1,2,2,0,5,4,2,2,2,0,6,6,2,6,36,4,15,0,12,21,3,8,14,0,13,7,21,14,12,0,14,8,12,9,11.0,4.0,9.33,0.0,6.25,21.0,3.0,6.0,10.5,0.0,7.8,5.75,11.5,10.5,8.5,0.0,9.5,6.17,11.0,5.83,22.95,21.5,0.9000000000000001,40.800000000000026,22.7,21.5,0.0,40.800000000000026,2.75,2.0,0.0,6.0,11.15,12.0,0.0,21.0,7.3815,7.025,0.0,11.05
rzsm>0.8_pr>50,ssp245,2065,24,0,21,8,4,39,17,25,7,12,41,2,31,0,23,0,64,33,17,31,23,0,21,8,4,38,17,24,7,12,40,2,29,0,23,0,64,32,16,31,3,0,3,1,2,5,3,4,1,2,4,1,4,0,5,0,2,3,3,3,9,0,9,8,2,17,6,8,7,8,15,2,14,0,9,0,60,20,9,21,7.67,0.0,7.0,8.0,2.0,7.6,5.67,6.0,7.0,6.0,10.0,2.0,7.25,0.0,4.6,0.0,32.0,10.67,5.33,10.33,19.95,19.0,0.0,39.2,19.55,19.0,0.0,38.2,2.45,3.0,0.0,4.100000000000001,11.2,8.5,0.0,20.1,6.956,6.5,0.0,10.364
rzsm>0.8_pr>50,ssp245,2066,5,5,31,5,14,4,25,14,23,16,32,29,12,1,25,4,104,0,20,17,5,5,31,5,13,4,25,14,22,16,31,29,12,0,21,4,104,0,19,17,1,1,6,1,2,1,5,1,2,4,5,2,3,0,4,1,4,0,4,2,5,5,8,5,7,4,7,14,16,8,12,15,6,0,10,4,86,0,7,11,5.0,5.0,5.17,5.0,6.5,4.0,5.0,14.0,11.0,4.0,6.2,14.5,4.0,0.0,5.25,4.0,26.0,0.0,4.75,8.5,19.3,15.0,3.7,31.1,18.85,15.0,3.6000000000000005,31.0,2.45,2.0,0.9000000000000001,5.0,11.5,7.0,3.6000000000000005,15.100000000000001,6.8935,5.0,3.6000000000000005,14.05
rzsm>0.8_pr>50,ssp245,2067,24,27,13,27,21,10,30,18,36,43,12,32,43,7,12,24,114,0,19,8,24,25,13,27,21,10,30,17,34,43,11,29,43,7,11,24,114,0,18,7,6,4,3,4,2,2,3,3,4,7,1,4,6,1,2,3,2,0,4,1,7,9,6,9,14,5,25,7,15,8,11,12,11,7,8,10,99,0,6,7,4.0,6.25,4.33,6.75,10.5,5.0,10.0,5.67,8.5,6.14,11.0,7.25,7.17,7.0,5.5,8.0,57.0,0.0,4.5,7.0,26.0,22.5,7.9,43.0,25.4,22.5,7.0,43.0,3.1,3.0,1.0,6.0,13.8,8.5,5.9,16.000000000000014,9.078,6.875,4.297,10.55
rzsm>0.8_pr>50,ssp245,2068,17,6,15,4,17,12,5,22,7,17,28,18,32,7,0,7,86,18,22,1,16,6,15,4,16,12,5,22,7,17,28,18,32,7,0,7,86,17,22,0,2,1,2,1,3,2,1,4,2,2,5,2,3,1,0,1,6,2,4,0,11,6,11,4,6,7,5,9,4,9,8,11,14,7,0,7,64,10,7,0,8.0,6.0,7.5,4.0,5.33,6.0,5.0,5.5,3.5,8.5,5.6,9.0,10.67,7.0,0.0,7.0,14.33,8.5,5.5,0.0,17.05,16.0,3.7,28.400000000000006,16.85,15.5,3.6000000000000005,28.400000000000006,2.2,2.0,0.9000000000000001,4.100000000000001,10.0,7.0,3.6000000000000005,11.300000000000004,6.3465,6.0,3.1500000000000004,9.167000000000002
rzsm>0.8_pr>50,ssp245,2069,49,11,2,4,0,58,21,20,20,20,13,5,0,8,5,6,81,17,25,21,49,11,2,4,0,57,19,20,20,20,12,5,0,8,4,6,80,17,25,21,4,2,1,1,0,7,3,3,3,4,2,1,0,1,1,2,5,2,3,2,25,9,2,4,0,12,10,9,10,6,6,5,0,8,4,4,55,14,13,17,12.25,5.5,2.0,4.0,0.0,8.14,6.33,6.67,6.67,5.0,6.0,5.0,0.0,8.0,4.0,3.0,16.0,8.5,8.33,10.5,19.3,15.0,1.8000000000000003,49.90000000000001,19.0,14.5,1.8000000000000003,49.80000000000001,2.35,2.0,0.9000000000000001,4.100000000000001,10.65,8.5,1.8000000000000003,17.80000000000001,6.2945,6.165,1.8000000000000003,10.675000000000002
rzsm>0.8_pr>50,ssp245,2070,18,46,18,0,15,38,43,20,10,0,12,25,6,3,35,0,102,28,58,60,18,46,18,0,15,38,43,20,10,0,12,25,6,3,35,0,102,26,57,60,4,6,4,0,3,5,3,4,1,0,3,3,1,1,6,0,4,3,6,7,9,17,7,0,7,11,29,7,10,0,8,13,6,3,18,0,60,11,18,17,4.5,7.67,4.5,0.0,5.0,7.6,14.33,5.0,10.0,0.0,4.0,8.33,6.0,3.0,5.83,0.0,25.5,8.67,9.5,8.57,26.85,19.0,0.0,58.2,26.7,19.0,0.0,57.300000000000004,3.2,3.0,0.0,6.0,12.55,9.5,0.0,19.100000000000016,6.9,5.915,0.0,10.433000000000007
rzsm>0.8_pr>50,ssp245,2071,4,6,31,11,22,43,35,4,11,3,7,25,12,38,19,21,52,25,30,4,4,6,30,11,21,42,35,4,11,2,7,24,12,38,17,20,51,25,30,3,1,2,3,2,5,7,4,1,1,1,1,3,2,5,3,4,5,3,2,1,4,3,14,6,7,10,17,4,11,2,7,10,10,13,7,6,33,14,21,3,4.0,3.0,10.0,5.5,4.2,6.0,8.75,4.0,11.0,2.0,7.0,8.0,6.0,7.6,5.67,5.0,10.2,8.33,15.0,3.0,20.15,20.0,4.0,38.50000000000001,19.65,18.5,3.9000000000000004,38.400000000000006,2.8,2.5,1.0,5.0,10.1,8.5,3.0,17.400000000000006,6.7125,6.0,3.0,10.280000000000001
rzsm>0.8_pr>50,ssp245,2072,37,17,15,9,34,25,22,8,36,13,47,49,24,30,18,47,140,14,40,20,37,17,15,8,34,25,22,8,36,13,47,49,23,29,18,46,140,10,40,20,3,3,2,1,4,4,3,2,4,4,6,5,4,5,3,5,4,1,4,3,18,7,9,8,13,12,8,5,16,5,17,22,9,12,8,22,121,10,15,8,12.33,5.67,7.5,8.0,8.5,6.25,7.33,4.0,9.0,3.25,7.83,9.8,5.75,5.8,6.0,9.2,35.0,10.0,10.0,6.67,32.25,24.5,12.600000000000001,47.2,31.85,24.0,9.8,47.2,3.5,4.0,1.9000000000000001,5.0,17.25,11.0,6.800000000000001,22.0,8.893999999999998,7.665,5.503,10.233000000000004
rzsm>0.8_pr>50,ssp245,2073,27,7,5,16,24,41,0,26,30,39,24,62,0,20,17,42,130,26,51,46,27,7,5,15,24,40,0,26,29,39,24,62,0,19,16,42,130,26,51,45,5,1,1,3,5,7,0,4,3,6,3,7,0,2,3,4,3,4,5,5,7,7,5,7,8,8,0,7,21,8,13,23,0,12,10,16,113,7,27,14,5.4,7.0,5.0,5.0,4.8,5.71,0.0,6.5,9.67,6.5,8.0,8.86,0.0,9.5,5.33,10.5,43.33,6.5,10.2,9.0,31.65,26.0,4.500000000000001,52.100000000000016,31.35,26.0,4.500000000000001,52.100000000000016,3.55,3.5,0.9000000000000001,6.100000000000001,15.65,8.0,4.500000000000001,23.400000000000006,8.34,6.5,4.32,10.23
rzsm>0.8_pr>50,ssp245,2074,44,24,32,27,14,27,0,17,1,23,29,5,25,0,22,0,9,6,45,8,43,22,32,27,14,26,0,17,0,22,29,5,24,0,20,0,9,6,45,8,7,4,6,2,3,3,0,4,0,4,2,1,4,0,4,0,2,1,3,1,11,7,8,20,7,17,0,7,0,8,17,5,14,0,13,0,7,6,19,8,6.14,5.5,5.33,13.5,4.67,8.67,0.0,4.25,0.0,5.5,14.5,5.0,6.0,0.0,5.0,0.0,4.5,6.0,15.0,8.0,17.9,19.5,0.0,33.20000000000002,17.45,18.5,0.0,33.100000000000016,2.55,2.5,0.0,4.200000000000003,8.7,7.5,0.0,17.200000000000003,5.878,5.415,0.0,13.600000000000001
rzsm>0.8_pr>50,ssp245,2075,20,31,37,2,6,23,13,7,39,11,0,21,33,0,32,13,55,0,25,12,19,31,37,2,6,21,13,7,39,11,0,21,33,0,32,12,55,0,24,12,4,5,5,1,1,2,3,2,6,2,0,4,4,0,5,2,4,0,5,3,7,14,11,2,6,15,5,5,15,8,0,8,11,0,11,9,22,0,8,4,4.75,6.2,7.4,2.0,6.0,10.5,4.33,3.5,6.5,5.5,0.0,5.25,8.25,0.0,6.4,6.0,13.75,0.0,4.8,4.0,19.0,16.5,0.0,37.2,18.75,16.0,0.0,37.2,2.9,3.0,0.0,5.0,8.05,8.0,0.0,15.0,5.256500000000001,5.375,0.0,8.475000000000003
rzsm>0.8_pr>50,ssp245,2076,4,34,0,4,35,6,15,16,10,15,5,54,3,37,15,4,80,13,11,34,2,32,0,4,34,5,14,15,10,15,5,54,3,36,14,2,80,12,11,33,1,5,0,1,3,1,2,3,2,2,1,4,1,4,3,1,3,2,2,6,2,7,0,4,21,5,12,8,7,9,5,28,3,21,6,2,37,10,7,11,2.0,6.4,0.0,4.0,11.33,5.0,7.0,5.0,5.0,7.5,5.0,13.5,3.0,9.0,4.67,2.0,26.67,6.0,5.5,5.5,19.75,14.0,3.9000000000000004,38.700000000000024,19.05,13.0,2.0,37.800000000000026,2.35,2.0,1.0,4.100000000000001,10.25,7.0,2.0,21.70000000000001,6.7035,5.25,2.0,11.547000000000002
rzsm>0.8_pr>50,ssp245,2077,28,41,3,18,26,23,26,6,0,43,29,30,0,35,15,18,14,14,9,2,28,39,3,18,26,22,25,5,0,43,28,30,0,34,15,18,14,13,9,0,4,6,1,2,5,3,4,1,0,5,4,5,0,6,2,2,2,2,1,0,9,16,3,11,11,11,13,5,0,15,8,12,0,10,9,11,11,7,9,0,7.0,6.5,3.0,9.0,5.2,7.33,6.25,5.0,0.0,8.6,7.0,6.0,0.0,5.67,7.5,9.0,7.0,6.5,9.0,0.0,19.0,18.0,1.8000000000000003,35.60000000000001,18.5,18.0,0.0,34.50000000000001,2.75,2.0,0.0,5.100000000000001,8.55,9.5,0.0,13.200000000000003,5.7775,6.5,0.0,9.0
rzsm>0.8_pr>50,ssp245,2078,7,32,22,12,24,14,26,0,12,38,19,66,2,0,19,12,117,17,18,6,7,30,22,12,24,14,26,0,12,38,17,66,2,0,19,9,117,16,18,6,2,4,3,2,2,1,4,0,2,4,2,4,1,0,4,2,1,3,4,2,4,11,11,6,12,14,13,0,6,14,10,27,2,0,6,7,117,7,8,3,3.5,7.5,7.33,6.0,12.0,14.0,6.5,0.0,6.0,9.5,8.5,16.5,2.0,0.0,4.75,4.5,117.0,5.33,4.5,3.0,23.15,17.5,1.8000000000000003,40.80000000000004,22.75,16.5,1.8000000000000003,40.80000000000004,2.35,2.0,0.9000000000000001,4.0,13.9,7.5,1.8000000000000003,15.300000000000018,11.9205,6.0,1.8000000000000003,14.250000000000004
rzsm>0.8_pr>50,ssp245,2079,6,22,23,10,17,39,33,13,0,9,38,8,0,12,12,0,0,23,15,21,6,22,23,10,17,38,33,13,0,9,38,8,0,12,11,0,0,22,15,21,2,3,4,3,4,4,4,2,0,2,6,1,0,2,3,0,0,2,3,3,4,12,7,5,6,14,13,11,0,6,13,8,0,9,4,0,0,15,7,13,3.0,7.33,5.75,3.33,4.25,9.5,8.25,6.5,0.0,4.5,6.33,8.0,0.0,6.0,3.67,0.0,0.0,11.0,5.0,7.0,15.05,12.5,0.0,33.50000000000001,14.9,12.5,0.0,33.50000000000001,2.4,2.5,0.0,4.0,7.35,7.0,0.0,13.100000000000001,4.9704999999999995,5.375,0.0,8.375000000000002
rzsm>0.8_pr>50,ssp245,2080,26,26,27,9,11,8,40,14,8,15,69,39,11,18,27,22,2,35,30,9,24,22,26,8,10,8,39,14,7,15,69,39,10,18,27,22,2,35,30,8,3,3,4,2,2,2,3,2,1,2,8,6,2,3,3,2,1,5,5,1,11,13,7,6,8,6,19,10,7,8,14,11,8,9,13,19,2,11,15,8,8.0,7.33,6.5,4.0,5.0,4.0,13.0,7.0,7.0,7.5,8.62,6.5,5.0,6.0,9.0,11.0,2.0,7.0,6.0,8.0,22.3,20.0,8.0,39.1,21.65,20.0,7.9,39.0,3.0,2.5,1.0,5.100000000000001,10.25,9.5,6.0,15.400000000000006,6.922499999999999,7.0,4.0,9.200000000000003
rzsm>0.8_pr>50,ssp245,2081,15,7,2,20,9,28,14,39,57,20,20,24,45,13,25,25,76,10,41,34,15,7,2,19,8,27,14,39,57,20,20,23,45,13,25,25,76,9,40,32,2,1,1,3,2,4,2,4,6,3,5,4,5,1,4,2,3,1,3,7,11,7,2,10,6,9,10,23,13,10,10,7,19,13,10,18,55,9,24,7,7.5,7.0,2.0,6.33,4.0,6.75,7.0,9.75,9.5,6.67,4.0,5.75,9.0,13.0,6.25,12.5,25.33,9.0,13.33,4.57,26.2,22.0,8.8,46.20000000000002,25.8,21.5,7.9,46.20000000000002,3.15,3.0,1.0,5.100000000000001,13.65,10.0,6.9,23.1,8.4615,7.0,4.0,13.033000000000001
rzsm>0.8_pr>50,ssp245,2082,54,3,19,8,18,29,20,0,14,25,17,0,13,11,35,1,11,10,26,18,54,0,17,8,17,29,20,0,13,25,15,0,13,11,35,0,11,10,26,18,7,0,2,2,4,3,3,0,3,4,3,0,1,3,3,0,2,2,3,3,13,0,11,4,7,14,8,0,7,8,7,0,13,7,16,0,8,8,17,7,7.71,0.0,8.5,4.0,4.25,9.67,6.67,0.0,4.33,6.25,5.0,0.0,13.0,3.67,11.67,0.0,5.5,5.0,8.67,6.0,16.6,15.5,0.9000000000000001,29.60000000000001,16.1,14.0,0.0,29.60000000000001,2.4,3.0,0.0,4.0,7.75,7.5,0.0,14.200000000000003,5.4945,5.25,0.0,9.870000000000003
rzsm>0.8_pr>50,ssp245,2083,24,28,6,30,6,31,10,14,0,25,3,6,20,27,23,12,59,3,37,12,22,27,6,30,6,29,10,14,0,25,3,6,20,26,23,12,59,2,37,12,3,2,1,4,1,4,2,2,0,4,1,1,2,3,4,1,6,1,4,2,8,21,6,11,6,12,5,10,0,14,3,6,13,14,10,12,19,2,15,6,7.33,13.5,6.0,7.5,6.0,7.25,5.0,7.0,0.0,6.25,3.0,6.0,10.0,8.67,5.75,12.0,9.83,2.0,9.25,6.0,18.8,17.0,3.0,31.60000000000001,18.45,17.0,2.9000000000000004,30.70000000000001,2.4,2.0,1.0,4.0,9.65,10.0,2.9000000000000004,15.400000000000006,6.916499999999999,6.625,2.9000000000000004,10.200000000000003
rzsm>0.8_pr>50,ssp245,2084,22,21,9,8,37,15,10,10,55,20,13,12,25,9,7,26,48,40,0,19,21,21,9,8,37,15,10,9,53,20,13,12,25,7,7,24,48,39,0,19,3,4,2,1,6,2,2,2,6,3,2,2,5,1,1,5,2,5,0,2,9,7,5,8,11,8,6,7,18,9,7,6,7,7,7,7,44,15,0,12,7.0,5.25,4.5,8.0,6.17,7.5,5.0,4.5,8.83,6.67,6.5,6.0,5.0,7.0,7.0,4.8,24.0,7.8,0.0,9.5,20.3,17.0,7.9,40.80000000000001,19.85,17.0,7.0,39.90000000000001,2.8,2.0,1.0,5.100000000000001,10.0,7.0,5.9,15.300000000000004,7.051,6.585,4.5,8.897
rzsm>0.8_pr>50,ssp245,2085,39,8,0,0,18,31,27,24,47,23,28,51,23,36,27,3,74,3,25,17,37,8,0,0,15,31,26,23,45,23,27,51,22,36,26,3,74,3,25,16,5,2,0,0,3,4,3,3,7,5,5,5,3,6,4,1,1,1,2,2,24,5,0,0,8,12,16,13,11,8,12,21,12,13,10,3,74,3,20,11,7.4,4.0,0.0,0.0,5.0,7.75,8.67,7.67,6.43,4.6,5.4,10.2,7.33,6.0,6.5,3.0,74.0,3.0,12.5,8.0,25.2,24.5,2.7,47.400000000000006,24.55,24.0,2.7,45.60000000000001,3.1,3.0,0.9000000000000001,5.100000000000001,13.8,11.5,2.7,21.300000000000004,9.372499999999999,6.465,2.7,10.430000000000003
rzsm>0.8_pr>50,ssp245,2086,32,13,17,29,0,28,6,4,37,22,36,6,0,12,18,21,12,28,59,28,30,13,17,28,0,28,6,4,37,22,36,6,0,11,17,21,12,27,57,27,6,2,3,4,0,5,1,1,5,4,4,1,0,2,5,2,1,4,6,4,8,8,6,12,0,12,6,4,13,9,11,6,0,9,5,17,12,10,15,10,5.0,6.5,5.67,7.0,0.0,5.6,6.0,4.0,7.4,5.5,9.0,6.0,0.0,5.5,3.4,10.5,12.0,6.75,9.5,6.75,20.4,19.5,3.6000000000000005,36.1,19.95,19.0,3.6000000000000005,36.1,3.0,3.5,0.9000000000000001,5.100000000000001,8.65,9.0,3.6000000000000005,13.200000000000003,6.1035,6.0,3.0600000000000005,9.600000000000001
rzsm>0.8_pr>50,ssp245,2087,16,0,19,15,18,37,6,5,12,26,0,19,0,12,31,41,62,10,47,5,16,0,19,15,18,37,5,4,12,26,0,19,0,12,31,41,62,10,47,5,2,0,2,2,4,4,1,1,3,5,0,5,0,2,5,6,4,2,6,1,10,0,10,8,8,11,5,4,5,7,0,6,0,6,11,12,55,6,20,5,8.0,0.0,9.5,7.5,4.5,9.25,5.0,4.0,4.0,5.2,0.0,3.8,0.0,6.0,6.2,6.83,15.5,5.0,7.83,5.0,19.05,15.5,0.0,41.60000000000001,18.95,15.5,0.0,41.60000000000001,2.75,2.0,0.0,5.100000000000001,9.45,6.5,0.0,12.800000000000011,5.6555,5.1,0.0,9.275
rzsm>0.8_pr>50,ssp245,2088,18,22,7,4,10,11,14,19,9,14,26,28,15,36,20,4,127,0,49,14,16,21,7,3,8,11,14,19,8,13,26,28,14,36,20,4,127,0,49,14,3,2,1,1,2,2,3,3,1,5,2,6,4,8,2,1,2,0,7,2,10,18,7,3,4,6,5,8,8,4,17,10,6,12,13,4,122,0,19,7,5.33,10.5,7.0,3.0,4.0,5.5,4.67,6.33,8.0,2.6,13.0,4.67,3.5,4.5,10.0,4.0,63.5,0.0,7.0,7.0,22.35,14.5,4.0,37.30000000000002,21.9,14.0,3.9000000000000004,37.30000000000002,2.85,2.0,1.0,6.100000000000001,14.15,7.5,3.9000000000000004,18.1,8.705000000000002,5.415,2.96,10.750000000000004
rzsm>0.8_pr>50,ssp245,2089,41,33,0,6,34,22,7,13,19,0,41,37,17,47,32,12,102,3,30,41,40,33,0,6,34,21,7,13,19,0,40,36,17,47,30,12,102,3,29,40,4,5,0,1,4,2,1,2,2,0,6,4,3,7,6,4,3,1,4,6,11,11,0,6,13,13,7,7,16,0,11,15,8,12,8,5,50,3,19,10,10.0,6.6,0.0,6.0,8.5,10.5,7.0,6.5,9.5,0.0,6.67,9.0,5.67,6.71,5.0,3.0,34.0,3.0,7.25,6.67,26.85,26.0,2.7,41.60000000000001,26.45,25.0,2.7,40.70000000000001,3.25,3.5,0.9000000000000001,6.0,11.25,10.5,2.7,16.300000000000004,7.578499999999998,6.67,2.7,10.05
rzsm>0.8_pr>50,ssp245,2090,37,29,13,0,2,0,9,3,10,42,29,22,21,26,24,0,98,32,0,37,37,28,13,0,2,0,8,3,10,42,29,22,21,26,22,0,98,32,0,36,5,4,2,0,1,0,2,1,2,3,5,4,3,4,5,0,4,5,0,4,11,12,10,0,2,0,5,3,6,20,11,9,11,8,7,0,85,10,0,18,7.4,7.0,6.5,0.0,2.0,0.0,4.0,3.0,5.0,14.0,5.8,5.5,7.0,6.5,4.4,0.0,24.5,6.4,0.0,9.0,21.7,21.5,0.0,37.50000000000001,21.45,21.5,0.0,37.50000000000001,2.7,3.0,0.0,5.0,11.4,8.5,0.0,18.200000000000003,5.9,5.65,0.0,9.500000000000007
rzsm>0.8_pr>50,ssp245,2091,11,7,10,41,12,52,15,17,7,34,22,27,5,33,17,0,106,45,51,35,11,6,9,40,12,52,15,17,6,34,22,25,5,33,16,0,106,45,51,33,3,1,2,3,3,7,3,2,1,5,3,4,1,4,3,0,2,5,5,6,5,6,6,17,8,16,6,10,6,10,8,9,5,13,7,0,87,14,16,18,3.67,6.0,4.5,13.33,4.0,7.43,5.0,8.5,6.0,6.8,7.33,6.25,5.0,8.25,5.33,0.0,53.0,9.0,10.2,5.5,27.35,19.5,6.800000000000001,51.1,26.9,19.5,5.9,51.1,3.15,3.0,1.0,5.100000000000001,13.35,8.5,5.0,17.1,8.754499999999998,6.125,3.967,10.513000000000003
rzsm>0.8_pr>50,ssp245,2092,13,0,27,2,7,58,24,5,0,5,17,37,14,7,18,40,95,28,21,7,13,0,27,0,6,58,23,5,0,5,17,37,14,7,18,40,95,27,20,7,3,0,5,0,1,7,4,1,0,1,2,4,3,1,4,5,1,2,5,2,5,0,8,0,6,14,7,5,0,5,10,13,6,7,7,12,95,20,7,5,4.33,0.0,5.4,0.0,6.0,8.29,5.75,5.0,0.0,5.0,8.5,9.25,4.67,7.0,4.5,8.0,95.0,13.5,4.0,3.5,21.25,15.5,1.8000000000000003,41.800000000000026,20.95,15.5,0.0,41.800000000000026,2.55,2.0,0.0,5.0,11.6,7.0,0.0,14.600000000000009,9.8845,5.2,0.0,9.675000000000006
rzsm>0.8_pr>50,ssp245,2093,7,0,8,26,25,71,44,24,8,16,15,36,29,20,32,68,62,5,10,12,7,0,8,25,25,71,41,24,7,16,15,36,29,20,32,68,62,4,10,12,1,0,1,3,5,6,6,4,2,3,4,3,5,3,4,7,2,1,1,3,7,0,8,18,10,22,21,10,5,7,5,19,9,8,12,17,54,4,10,8,7.0,0.0,8.0,8.33,5.0,11.83,6.83,6.0,3.5,5.33,3.75,12.0,5.8,6.67,8.0,9.71,31.0,4.0,10.0,4.0,25.9,22.0,6.800000000000001,62.60000000000001,25.6,22.0,6.7,62.60000000000001,3.2,3.0,1.0,6.0,12.7,9.5,4.9,21.1,7.8375,6.75,3.725,11.847
rzsm>0.8_pr>50,ssp245,2094,26,13,14,18,17,38,11,17,0,40,26,27,23,0,57,32,72,8,30,13,25,11,14,17,17,38,11,17,0,40,26,26,23,0,56,32,72,8,29,13,4,3,2,2,2,4,2,2,0,5,2,3,4,0,8,7,2,1,3,3,10,6,8,10,10,15,6,9,0,12,17,14,7,0,14,7,69,8,15,6,6.25,3.67,7.0,8.5,8.5,9.5,5.5,8.5,0.0,8.0,13.0,8.67,5.75,0.0,7.0,4.57,36.0,8.0,9.67,4.33,24.1,20.5,7.200000000000001,41.700000000000024,23.75,20.0,7.200000000000001,41.60000000000002,2.95,2.5,0.9000000000000001,5.200000000000003,12.15,9.5,5.4,15.200000000000003,8.1205,7.5,3.3030000000000004,10.003000000000005
