threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>50,ssp245,2025,29,91,40,8,26,28,19,45,14,53,49,72,34,69,60,50,97,29,66,82,28,88,39,8,24,28,19,44,14,52,46,71,33,68,59,50,97,28,65,81,5,8,3,2,4,7,4,5,2,8,8,11,6,4,9,4,3,4,6,10,8,24,21,6,9,9,8,23,7,11,10,23,10,41,13,26,52,10,27,18,5.6,11.0,13.0,4.0,6.0,4.0,4.75,8.8,7.0,6.5,5.75,6.45,5.5,17.0,6.56,12.5,32.33,7.0,10.83,8.1,48.05,47.0,18.5,82.9,47.1,45.0,18.5,81.70000000000002,5.65,5.0,2.9000000000000004,9.100000000000001,17.8,12.0,7.9,28.40000000000002,9.133500000000002,6.779999999999999,4.675,13.400000000000006
rzsm>0.7_pr>50,ssp245,2026,50,57,35,16,48,98,25,52,32,64,25,30,57,59,41,67,140,71,51,18,49,57,35,16,48,97,25,51,32,63,24,28,55,58,40,66,139,70,51,18,6,8,5,4,4,16,5,9,4,9,4,7,11,9,7,12,7,8,3,3,18,19,15,6,29,14,8,14,15,17,9,10,12,13,15,11,72,18,23,9,8.17,7.12,7.0,4.0,12.0,6.06,5.0,5.67,8.0,7.0,6.0,4.0,5.0,6.44,5.71,5.5,19.86,8.75,17.0,6.0,51.8,50.5,24.3,73.70000000000005,51.1,50.0,23.400000000000002,72.70000000000005,7.05,7.0,3.9000000000000004,11.100000000000001,17.35,14.5,8.9,23.60000000000001,7.714,6.25,4.9,12.500000000000007
rzsm>0.7_pr>50,ssp245,2027,46,28,66,0,32,58,51,62,51,34,31,64,63,92,73,114,145,19,35,75,44,27,64,0,32,57,49,60,49,33,31,62,63,92,72,114,145,17,35,73,7,6,12,0,9,7,9,9,5,4,6,9,9,13,5,12,6,3,5,12,12,9,12,0,8,12,14,19,25,15,10,19,17,15,33,29,103,8,17,13,6.29,4.5,5.33,0.0,3.56,8.14,5.44,6.67,9.8,8.25,5.17,6.89,7.0,7.08,14.4,9.5,24.17,5.67,7.0,6.08,56.95,54.5,27.1,94.20000000000003,55.95,53.0,26.0,94.20000000000003,7.4,7.0,3.9000000000000004,12.0,19.5,14.5,8.0,29.400000000000006,7.547,6.779999999999999,4.406,10.260000000000007
rzsm>0.7_pr>50,ssp245,2028,49,17,70,37,47,18,30,51,40,47,16,64,31,81,71,32,147,59,45,76,48,15,66,37,47,17,29,51,40,46,16,64,29,81,71,32,147,57,44,76,9,2,8,7,9,4,5,7,5,6,2,8,5,11,9,5,4,9,5,10,10,9,14,6,7,6,12,12,17,17,12,15,12,20,17,15,101,19,16,16,5.33,7.5,8.25,5.29,5.22,4.25,5.8,7.29,8.0,7.67,8.0,8.0,5.8,7.36,7.89,6.4,36.75,6.33,8.8,7.6,51.4,47.0,17.9,76.5,50.65,46.5,16.9,76.5,6.5,6.5,3.8000000000000003,9.100000000000001,17.65,14.5,6.9,19.1,8.376500000000002,7.43,5.283,8.305000000000001
rzsm>0.7_pr>50,ssp245,2029,26,50,89,36,59,37,21,55,44,17,38,84,63,65,88,35,57,16,44,53,26,50,88,36,58,37,21,52,42,17,36,84,60,65,87,33,57,14,44,52,3,10,9,5,6,4,3,8,7,3,5,10,9,9,8,4,5,2,6,9,16,8,34,14,34,11,13,14,14,7,17,29,12,25,31,15,28,12,14,7,8.67,5.0,9.78,7.2,9.67,9.25,7.0,6.5,6.0,5.67,7.2,8.4,6.67,7.22,10.88,8.25,11.4,7.0,7.33,5.78,48.85,47.0,20.6,84.4,47.95,47.0,20.6,84.30000000000001,6.25,6.0,3.0,9.100000000000001,17.75,14.0,7.9,31.300000000000004,7.7435,7.21,5.769,9.89
rzsm>0.7_pr>50,ssp245,2030,87,86,66,15,27,18,41,57,37,34,59,27,47,119,60,48,117,57,64,46,85,84,65,15,27,17,41,55,36,32,59,27,47,119,59,48,117,57,64,46,11,9,8,4,3,3,6,10,5,6,9,5,8,14,6,6,5,5,5,8,15,22,13,5,16,9,15,9,13,8,12,8,10,20,19,15,98,32,35,8,7.73,9.33,8.12,3.75,9.0,5.67,6.83,5.5,7.2,5.33,6.56,5.4,5.88,8.5,9.83,8.0,23.4,11.4,12.8,5.75,55.6,52.5,26.1,90.00000000000004,55.0,51.5,26.0,88.20000000000005,6.8,6.0,3.9000000000000004,10.100000000000001,19.1,14.0,8.0,32.300000000000004,8.299000000000001,7.465,5.393000000000001,11.540000000000003
rzsm>0.7_pr>50,ssp245,2031,44,97,57,11,38,50,52,22,55,52,30,73,55,43,75,59,30,30,65,27,42,97,56,10,38,50,52,21,52,52,30,73,55,43,75,58,30,30,65,26,7,10,9,2,5,5,7,5,7,10,6,11,8,8,9,9,4,5,5,5,14,21,10,8,13,25,13,7,17,13,7,15,15,8,17,8,15,9,41,7,6.0,9.7,6.22,5.0,7.6,10.0,7.43,4.2,7.43,5.2,5.0,6.64,6.88,5.38,8.33,6.44,7.5,6.0,13.0,5.2,48.25,51.0,26.5,73.2,47.75,51.0,25.5,73.2,6.85,7.0,4.9,10.0,14.15,13.0,7.0,21.400000000000006,6.957499999999999,6.54,5.0,9.73
rzsm>0.7_pr>50,ssp245,2032,37,18,40,51,42,45,56,28,65,44,80,90,43,53,67,54,76,28,38,60,37,14,39,50,42,45,54,28,63,43,77,88,43,53,67,52,76,27,38,58,7,3,6,5,6,8,6,5,11,6,9,11,4,4,10,7,8,5,4,8,12,7,10,22,17,13,19,14,10,19,17,28,18,18,16,10,21,9,16,10,5.29,4.67,6.5,10.0,7.0,5.62,9.0,5.6,5.73,7.17,8.56,8.0,10.75,13.25,6.7,7.43,9.5,5.4,9.5,7.25,50.75,48.0,28.0,76.4,49.7,47.5,27.9,76.1,6.65,6.0,4.0,10.100000000000001,15.3,16.0,9.9,21.1,7.646000000000001,7.21,5.389,10.075000000000001
rzsm>0.7_pr>50,ssp245,2033,89,47,42,30,26,27,60,55,23,38,37,31,56,69,82,25,51,53,59,56,89,45,40,29,21,26,59,51,23,35,37,29,54,69,82,25,51,53,58,54,6,9,6,5,3,5,8,9,3,4,6,5,6,7,11,7,6,7,3,8,43,12,12,8,8,13,17,10,12,14,14,9,24,33,15,7,19,13,27,13,14.83,5.0,6.67,5.8,7.0,5.2,7.38,5.67,7.67,8.75,6.17,5.8,9.0,9.86,7.45,3.57,8.5,7.57,19.33,6.75,47.8,49.0,25.9,70.30000000000001,46.5,48.0,24.8,70.30000000000001,6.2,6.0,3.0,9.0,16.15,13.0,8.0,27.60000000000001,7.8984999999999985,7.1899999999999995,5.180000000000001,10.357000000000006
rzsm>0.7_pr>50,ssp245,2034,44,37,36,11,1,54,59,75,21,33,74,73,34,11,52,28,9,32,31,54,43,36,35,11,0,54,59,74,21,32,73,70,32,11,51,27,9,32,31,54,4,6,4,2,0,6,7,8,4,6,7,10,7,2,6,4,1,5,3,7,25,10,12,6,0,12,15,23,11,9,22,15,9,7,16,16,9,12,20,12,10.75,6.0,8.75,5.5,0.0,9.0,8.43,9.25,5.25,5.33,10.43,7.0,4.57,5.5,8.5,6.75,9.0,6.4,10.33,7.71,38.45,35.0,10.8,73.1,37.75,33.5,10.8,70.30000000000001,4.95,5.5,1.9000000000000001,7.100000000000001,13.05,12.0,6.9,22.1,7.222500000000001,7.355,5.182,10.34
rzsm>0.7_pr>50,ssp245,2035,20,28,59,0,7,36,44,46,56,27,19,61,57,32,57,30,92,43,29,41,19,28,59,0,7,36,41,46,56,26,19,59,54,32,57,30,92,43,29,40,3,4,8,0,2,6,5,10,8,3,4,11,7,4,7,3,5,5,4,6,8,8,14,0,5,8,11,9,14,12,6,8,12,11,15,16,37,15,9,12,6.33,7.0,7.38,0.0,3.5,6.0,8.2,4.6,7.0,8.67,4.75,5.36,7.71,8.0,8.14,10.0,18.4,8.6,7.25,6.67,39.2,38.5,17.8,59.2,38.65,38.0,17.8,59.0,5.25,5.0,2.9000000000000004,8.200000000000003,11.5,11.0,5.9,15.100000000000001,7.177999999999999,7.125,4.49,8.803000000000003
rzsm>0.7_pr>50,ssp245,2036,79,6,57,22,41,53,2,16,38,23,37,12,75,41,64,26,69,17,45,25,78,6,56,22,40,53,2,16,38,21,36,11,75,41,63,26,69,15,44,23,8,1,9,5,5,7,1,2,6,3,5,2,10,6,7,6,7,3,5,4,19,6,11,6,14,15,2,13,13,9,13,6,16,10,17,12,21,7,14,9,9.75,6.0,6.22,4.4,8.0,7.57,2.0,8.0,6.33,7.0,7.2,5.5,7.5,6.83,9.0,4.33,9.86,5.0,8.8,5.75,37.4,37.5,11.4,69.60000000000001,36.75,37.0,10.5,69.60000000000001,5.1,5.0,1.9000000000000001,8.100000000000001,11.65,12.5,6.0,17.200000000000003,6.752,6.915,4.393000000000001,9.075000000000001
rzsm>0.7_pr>50,ssp245,2037,50,70,25,50,56,32,28,19,28,11,59,38,69,119,27,24,136,57,37,44,49,70,25,49,55,31,28,19,27,11,58,37,67,115,25,24,136,56,37,43,9,9,7,7,11,3,5,3,3,3,9,8,9,15,4,5,5,7,2,7,16,17,8,18,14,21,10,8,12,6,11,7,13,20,9,7,86,18,30,10,5.44,7.78,3.57,7.0,5.0,10.33,5.6,6.33,9.0,3.67,6.44,4.62,7.44,7.67,6.25,4.8,27.2,8.0,18.5,6.14,48.95,41.0,23.5,74.90000000000006,48.1,40.0,23.5,74.50000000000006,6.55,7.0,3.0,9.200000000000003,17.05,12.5,7.0,21.900000000000013,8.038999999999998,6.385,4.525,11.147000000000011
rzsm>0.7_pr>50,ssp245,2038,39,42,37,45,37,48,47,83,44,34,60,41,53,62,57,30,101,40,55,94,38,40,34,44,37,48,47,83,43,33,60,39,52,62,57,29,99,39,55,93,7,5,3,6,6,7,6,9,5,5,8,7,5,10,8,6,5,5,8,6,8,17,23,19,13,20,15,21,16,17,15,17,13,16,12,10,58,15,14,40,5.43,8.0,11.33,7.33,6.17,6.86,7.83,9.22,8.6,6.6,7.5,5.57,10.4,6.2,7.12,4.83,19.8,7.8,6.88,15.5,52.45,46.0,36.7,84.10000000000002,51.6,45.5,33.9,84.00000000000001,6.35,6.0,5.0,8.100000000000001,18.95,16.0,11.8,24.700000000000024,8.448500000000001,7.415,5.556,11.747000000000005
rzsm>0.7_pr>50,ssp245,2039,59,58,24,32,34,24,58,48,55,33,64,66,38,64,55,35,206,42,30,54,57,58,24,32,34,24,58,48,55,33,63,65,38,63,55,33,206,41,29,52,5,6,5,4,5,5,8,6,9,5,9,8,7,6,8,5,6,7,2,8,23,21,11,14,10,9,11,16,9,11,15,19,8,22,17,11,125,10,20,9,11.4,9.67,4.8,8.0,6.8,4.8,7.25,8.0,6.11,6.6,7.0,8.12,5.43,10.5,6.88,6.6,34.33,5.86,14.5,6.5,53.95,51.0,29.400000000000002,64.2,53.4,50.0,28.5,63.2,6.2,6.0,4.9,8.100000000000001,19.55,12.5,9.0,22.1,8.9575,6.9399999999999995,5.367,11.710000000000004
rzsm>0.7_pr>50,ssp245,2040,55,40,50,41,44,10,76,25,44,28,65,37,31,61,62,35,113,51,72,65,55,40,49,41,43,9,76,25,43,28,64,36,31,60,60,35,113,51,72,63,9,6,6,3,5,3,7,5,4,5,7,7,4,9,9,7,3,6,3,8,18,12,16,21,11,4,23,8,26,10,17,7,11,14,16,8,58,14,32,14,6.11,6.67,8.17,13.67,8.6,3.0,10.86,5.0,10.75,5.6,9.14,5.14,7.75,6.67,6.67,5.0,37.67,8.5,24.0,7.88,50.25,47.0,27.7,72.4,49.7,46.0,27.7,72.4,5.8,6.0,3.0,9.0,17.0,14.0,7.9,26.60000000000001,9.842500000000001,7.8149999999999995,5.0,14.703000000000015
rzsm>0.7_pr>50,ssp245,2041,60,21,51,0,46,27,43,39,18,63,51,75,54,78,45,59,140,56,39,43,59,20,49,0,46,26,43,39,18,63,49,74,54,78,45,55,140,54,39,43,11,3,7,0,5,7,5,6,2,10,8,11,10,10,5,10,11,9,6,6,8,10,21,0,12,6,17,13,10,9,9,11,8,21,16,8,84,18,23,14,5.36,6.67,7.0,0.0,9.2,3.71,8.6,6.5,9.0,6.3,6.12,6.73,5.4,7.8,9.0,5.5,12.73,6.0,6.5,7.17,50.4,48.5,20.7,75.30000000000001,49.7,47.5,19.8,74.4,7.1,7.0,2.9000000000000004,11.0,15.9,11.5,7.800000000000001,21.200000000000003,6.7645,6.585,5.195,9.02
